,participant,frame,pose,hand_left,hand_right,leftHandTouching,rightHandTouching
678,p_73,0,"[182.607, 99.7018, 0.844755, 178.512, 145.859, 0.882584, 139.161, 145.891, 0.785271, 135.009, 201.712, 0.856501, 159.541, 227.479, 0.815671, 212.581, 144.575, 0.81991, 223.356, 200.294, 0.837108, 212.508, 228.849, 0.855293, 179.943, 232.866, 0.782075, 158.182, 232.905, 0.75771, 168.979, 273.672, 0.854041, 179.957, 374.242, 0.644121, 201.67, 232.88, 0.78034, 222.017, 275.022, 0.878822, 192.122, 374.244, 0.639965, 175.819, 91.5192, 0.895498, 190.74, 91.5597, 0.94936, 158.238, 92.9842, 0.916836, 198.905, 95.6275, 0.413959, 188.044, 387.826, 0.346387, 198.925, 389.205, 0.411911, 190.744, 377.015, 0.252791, 189.388, 387.87, 0.400862, 178.552, 390.566, 0.403254, 179.922, 381.049, 0.292818]","[209.344, 234.316, 0.452235, 206.013, 228.278, 0.484262, 202.682, 220.783, 0.708258, 195.187, 215.995, 0.650189, 189.774, 217.452, 0.258054, 199.559, 230.152, 0.283678, 186.651, 230.36, 0.530815, 179.781, 227.654, 0.578206, 174.576, 225.988, 0.593901, 198.726, 235.773, 0.454575, 183.528, 235.565, 0.274989, 177.699, 233.9, 0.267304, 172.91, 233.067, 0.15259, 198.31, 242.019, 0.534375, 183.736, 240.562, 0.515585, 175.617, 237.855, 0.394355, 171.036, 235.982, 0.376428, 196.644, 246.599, 0.471047, 183.736, 247.432, 0.575932, 176.658, 244.309, 0.682899, 171.036, 241.811, 0.48852]","[160.86, 232.696, 0.39885, 166.404, 227.563, 0.378477, 173.386, 220.375, 0.363441, 196.385, 217.09, 0.559945, 203.161, 221.402, 0.386979, 177.082, 226.741, 0.127485, 187.966, 229.821, 0.381176, 196.59, 230.027, 0.533705, 202.956, 227.357, 0.325924, 178.314, 233.518, 0.272087, 188.582, 236.392, 0.675387, 196.796, 235.571, 0.635803, 201.519, 234.75, 0.685914, 174.824, 238.446, 0.329933, 188.171, 242.963, 0.551691, 197.206, 241.937, 0.6381, 202.135, 239.883, 0.700417, 172.77, 242.758, 0.452564, 187.76, 248.302, 0.563686, 194.742, 246.865, 0.706459, 199.465, 245.222, 0.768714]",False,False
1441,p_73,1,"[182.607, 99.7018, 0.844841, 178.511, 145.859, 0.882011, 139.16, 145.891, 0.785493, 135.007, 201.711, 0.856312, 159.541, 227.479, 0.815656, 212.58, 144.574, 0.819558, 223.35, 200.284, 0.836347, 212.509, 228.844, 0.855116, 179.941, 232.869, 0.783328, 158.182, 232.908, 0.75845, 168.979, 273.673, 0.854169, 179.956, 374.244, 0.643514, 201.668, 232.883, 0.781627, 222.02, 275.015, 0.878293, 192.121, 374.245, 0.641707, 175.82, 91.5191, 0.895711, 190.741, 91.5594, 0.949359, 158.236, 92.9833, 0.918102, 198.903, 95.6293, 0.40991, 188.037, 387.831, 0.347661, 198.918, 389.207, 0.412174, 190.742, 377.02, 0.25275, 189.382, 387.877, 0.402568, 178.551, 390.574, 0.408696, 179.923, 381.055, 0.292468]","[209.348, 234.522, 0.450029, 206.018, 228.277, 0.489105, 202.896, 220.784, 0.714584, 194.986, 215.996, 0.656635, 189.574, 217.453, 0.280018, 199.357, 230.567, 0.290439, 186.659, 230.359, 0.534585, 179.79, 227.653, 0.581642, 174.586, 225.988, 0.593742, 198.732, 235.771, 0.428631, 183.329, 235.563, 0.279905, 177.709, 233.898, 0.268815, 172.921, 233.065, 0.151597, 198.316, 242.224, 0.534931, 183.745, 240.559, 0.515071, 175.627, 237.853, 0.395151, 171.048, 235.979, 0.37551, 196.651, 246.595, 0.466635, 183.745, 247.428, 0.577165, 176.668, 244.305, 0.684214, 171.048, 241.808, 0.489565]","[160.861, 232.697, 0.403779, 166.406, 227.563, 0.387344, 173.387, 220.376, 0.389422, 196.385, 217.091, 0.561701, 203.162, 221.403, 0.388318, 177.083, 226.742, 0.130118, 187.966, 229.822, 0.384417, 196.591, 230.027, 0.535804, 202.956, 227.358, 0.326553, 178.315, 233.518, 0.275945, 188.582, 236.393, 0.675584, 196.796, 235.571, 0.637336, 201.519, 234.75, 0.686962, 174.825, 238.446, 0.332131, 188.172, 242.964, 0.553788, 197.207, 241.937, 0.639448, 202.135, 239.883, 0.700809, 172.771, 242.758, 0.454206, 187.761, 248.302, 0.564496, 194.743, 246.865, 0.707229, 199.466, 245.222, 0.768945]",False,False
1712,p_73,2,"[182.607, 99.7018, 0.844842, 178.511, 145.859, 0.882008, 139.16, 145.891, 0.785502, 135.007, 201.711, 0.856303, 159.541, 227.479, 0.815677, 212.58, 144.574, 0.819574, 223.35, 200.284, 0.836364, 212.509, 228.844, 0.855149, 179.941, 232.869, 0.783364, 158.182, 232.908, 0.758497, 168.979, 273.672, 0.854265, 179.955, 374.242, 0.646393, 201.668, 232.883, 0.781681, 222.02, 275.015, 0.878179, 192.123, 374.242, 0.643627, 175.82, 91.5191, 0.895704, 190.741, 91.5595, 0.949364, 158.236, 92.9833, 0.918117, 198.903, 95.6294, 0.409973, 188.04, 387.836, 0.355048, 198.92, 389.21, 0.419376, 190.741, 377.017, 0.255664, 189.379, 387.877, 0.411055, 178.549, 390.571, 0.416253, 179.923, 381.054, 0.296978]","[209.14, 234.522, 0.45, 206.018, 228.277, 0.489025, 202.895, 220.784, 0.71448, 194.986, 215.996, 0.656464, 189.573, 217.453, 0.279014, 199.357, 230.567, 0.290261, 186.659, 230.359, 0.534634, 179.79, 227.653, 0.582252, 174.586, 225.988, 0.594068, 198.524, 235.771, 0.428936, 183.329, 235.563, 0.28036, 177.709, 233.898, 0.270909, 172.921, 233.065, 0.151787, 198.108, 242.224, 0.534477, 183.745, 240.559, 0.5158, 175.627, 237.852, 0.396959, 171.048, 235.771, 0.376386, 196.651, 246.595, 0.466592, 183.745, 247.428, 0.579056, 176.668, 244.305, 0.685689, 171.048, 241.807, 0.490859]","[160.861, 232.696, 0.403743, 166.405, 227.563, 0.387361, 173.387, 220.376, 0.38953, 196.385, 217.09, 0.56159, 203.162, 221.403, 0.388249, 177.083, 226.742, 0.130145, 187.966, 229.822, 0.384468, 196.591, 230.027, 0.535817, 202.956, 227.358, 0.326536, 178.315, 233.518, 0.275961, 188.582, 236.393, 0.67559, 196.796, 235.571, 0.637333, 201.519, 234.75, 0.686966, 174.824, 238.446, 0.33213, 188.172, 242.964, 0.553788, 197.207, 241.937, 0.639449, 202.135, 239.883, 0.700809, 172.771, 242.758, 0.454203, 187.761, 248.302, 0.564495, 194.743, 246.865, 0.707225, 199.465, 245.222, 0.768943]",False,False
1689,p_73,3,"[182.607, 99.7017, 0.84484, 178.511, 145.859, 0.88201, 139.16, 145.891, 0.785496, 135.007, 201.711, 0.856304, 159.541, 227.479, 0.815667, 212.58, 144.574, 0.819574, 223.35, 200.284, 0.83636, 212.509, 228.844, 0.85515, 179.941, 232.869, 0.783344, 158.182, 232.907, 0.758455, 168.979, 273.673, 0.854185, 179.957, 374.243, 0.642385, 201.668, 232.883, 0.781667, 222.02, 275.015, 0.878194, 192.122, 374.243, 0.641144, 175.82, 91.5191, 0.895703, 190.741, 91.5595, 0.949364, 158.236, 92.9833, 0.918136, 198.903, 95.6293, 0.409957, 188.04, 387.828, 0.348081, 198.92, 389.205, 0.412285, 190.741, 377.018, 0.253036, 189.386, 387.875, 0.403417, 178.556, 390.571, 0.40864, 179.923, 381.055, 0.292534]","[209.348, 234.522, 0.450029, 206.018, 228.278, 0.489105, 202.895, 220.784, 0.714584, 194.986, 215.996, 0.656635, 189.574, 217.453, 0.280018, 199.357, 230.567, 0.290439, 186.659, 230.359, 0.534585, 179.79, 227.653, 0.581642, 174.586, 225.988, 0.593742, 198.732, 235.771, 0.428631, 183.329, 235.563, 0.279905, 177.709, 233.898, 0.268815, 172.921, 233.065, 0.151597, 198.316, 242.224, 0.534931, 183.745, 240.559, 0.515071, 175.627, 237.853, 0.395151, 171.048, 235.979, 0.37551, 196.651, 246.595, 0.466635, 183.745, 247.428, 0.577165, 176.668, 244.305, 0.684214, 171.048, 241.808, 0.489565]","[160.861, 232.696, 0.403779, 166.405, 227.563, 0.387344, 173.387, 220.376, 0.389424, 196.385, 217.09, 0.561701, 203.162, 221.403, 0.388318, 177.083, 226.742, 0.130118, 187.966, 229.822, 0.384417, 196.591, 230.027, 0.535803, 202.956, 227.358, 0.326553, 178.315, 233.518, 0.275946, 188.582, 236.393, 0.675584, 196.796, 235.571, 0.637335, 201.519, 234.75, 0.686961, 174.824, 238.446, 0.332132, 188.172, 242.964, 0.553787, 197.207, 241.937, 0.639448, 202.135, 239.883, 0.700809, 172.771, 242.758, 0.454207, 187.761, 248.302, 0.564493, 194.743, 246.865, 0.707224, 199.465, 245.222, 0.768943]",False,False
668,p_73,4,"[182.608, 99.7018, 0.844626, 178.512, 145.86, 0.882416, 139.16, 145.891, 0.785477, 135.006, 201.711, 0.856087, 159.541, 227.48, 0.815196, 212.581, 144.575, 0.819647, 223.355, 200.295, 0.837329, 212.51, 228.849, 0.855248, 179.942, 232.868, 0.78258, 158.181, 232.907, 0.757999, 168.98, 273.672, 0.853829, 179.965, 374.237, 0.63991, 201.669, 232.883, 0.781116, 222.022, 275.008, 0.877307, 192.12, 374.245, 0.638455, 175.82, 91.5185, 0.895427, 190.741, 91.5593, 0.949608, 158.236, 92.982, 0.91933, 198.903, 95.6297, 0.409952, 188.038, 387.83, 0.343274, 198.921, 389.207, 0.406924, 190.734, 378.319, 0.24937, 189.396, 387.87, 0.404364, 178.571, 390.564, 0.408515, 179.927, 381.051, 0.290871]","[209.14, 234.525, 0.449038, 206.017, 228.279, 0.494948, 202.686, 220.784, 0.709951, 194.982, 215.996, 0.65661, 189.569, 217.453, 0.280507, 199.563, 230.153, 0.289287, 186.655, 230.361, 0.53043, 179.784, 227.655, 0.580538, 174.58, 225.989, 0.592902, 198.73, 235.774, 0.450866, 183.532, 235.566, 0.271732, 177.911, 233.901, 0.280998, 172.914, 233.068, 0.154546, 198.314, 242.228, 0.536443, 183.74, 240.563, 0.51729, 175.829, 238.064, 0.397728, 171.04, 235.982, 0.378916, 196.648, 246.6, 0.470855, 183.74, 247.433, 0.576384, 176.662, 244.31, 0.685695, 171.04, 241.812, 0.490475]","[160.861, 232.698, 0.406586, 166.2, 227.565, 0.397655, 173.387, 220.378, 0.432061, 196.385, 217.092, 0.562847, 203.162, 221.61, 0.394066, 177.289, 226.743, 0.134938, 187.966, 229.823, 0.389392, 196.591, 230.029, 0.530166, 202.956, 227.359, 0.301069, 178.315, 233.52, 0.279928, 188.582, 236.394, 0.675222, 196.796, 235.573, 0.635788, 201.519, 234.752, 0.688056, 174.825, 238.448, 0.33314, 188.172, 242.965, 0.553055, 197.207, 241.939, 0.639303, 202.135, 239.885, 0.701125, 172.771, 242.76, 0.455626, 187.761, 248.304, 0.564062, 194.743, 246.867, 0.70649, 199.465, 245.224, 0.769058]",False,False
1785,p_73,5,"[182.608, 99.7018, 0.844629, 178.512, 145.86, 0.882445, 139.16, 145.891, 0.785491, 135.006, 201.711, 0.856122, 159.541, 227.48, 0.815233, 212.581, 144.575, 0.819672, 223.355, 200.295, 0.837348, 212.507, 230.151, 0.855233, 179.943, 232.867, 0.782337, 158.182, 232.907, 0.757843, 168.98, 273.673, 0.853663, 179.965, 374.237, 0.640027, 201.669, 232.882, 0.781024, 222.022, 275.006, 0.876707, 192.121, 374.244, 0.637647, 175.82, 91.5185, 0.895445, 190.741, 91.5593, 0.949648, 158.236, 92.9821, 0.919371, 198.903, 95.6295, 0.410465, 188.039, 387.829, 0.342758, 198.923, 389.206, 0.406662, 190.734, 378.318, 0.248791, 189.396, 387.869, 0.404269, 178.571, 390.564, 0.408281, 179.927, 381.05, 0.290893]","[209.344, 234.382, 0.448939, 206.013, 228.136, 0.484492, 202.682, 220.849, 0.705643, 195.187, 216.061, 0.650673, 189.774, 217.518, 0.257991, 199.559, 230.218, 0.283895, 186.651, 230.218, 0.515956, 179.78, 227.72, 0.583894, 174.576, 226.054, 0.599929, 198.726, 235.839, 0.444191, 183.528, 235.631, 0.265349, 177.698, 233.966, 0.281875, 172.91, 232.925, 0.159404, 198.31, 242.085, 0.53254, 183.736, 240.628, 0.513874, 175.825, 238.129, 0.394775, 171.036, 235.839, 0.371823, 196.644, 246.457, 0.469087, 183.736, 247.498, 0.574223, 176.657, 244.375, 0.682443, 171.036, 241.877, 0.487845]","[160.861, 232.699, 0.410754, 166.2, 227.565, 0.405183, 173.387, 220.378, 0.452429, 196.385, 217.093, 0.56376, 203.161, 221.61, 0.394626, 177.289, 226.744, 0.137194, 187.966, 229.824, 0.39397, 196.591, 230.029, 0.534157, 202.956, 227.36, 0.3016, 178.315, 233.52, 0.283533, 188.582, 236.395, 0.675621, 196.796, 235.573, 0.638805, 201.519, 234.752, 0.69128, 174.824, 238.448, 0.335445, 188.172, 242.966, 0.553957, 197.207, 241.939, 0.640574, 202.135, 239.885, 0.701312, 172.771, 242.76, 0.45759, 187.761, 248.304, 0.563799, 194.742, 246.867, 0.706629, 199.465, 245.224, 0.769486]",False,False
1265,p_73,6,"[182.608, 99.7018, 0.844631, 178.512, 145.859, 0.882435, 139.16, 145.891, 0.785486, 135.006, 201.711, 0.856144, 159.541, 227.48, 0.81523, 212.581, 144.575, 0.819662, 223.355, 200.295, 0.837371, 212.507, 230.151, 0.855313, 179.943, 232.867, 0.782363, 158.182, 232.906, 0.757862, 168.98, 273.673, 0.853656, 179.965, 374.237, 0.639983, 201.669, 232.881, 0.780981, 222.022, 275.006, 0.87674, 192.121, 374.244, 0.637569, 175.82, 91.5184, 0.895454, 190.741, 91.5593, 0.949625, 158.236, 92.9821, 0.919351, 198.903, 95.6296, 0.410427, 188.04, 387.829, 0.342662, 198.923, 389.206, 0.406674, 190.74, 377.022, 0.248738, 189.397, 387.869, 0.404314, 178.571, 390.564, 0.408526, 179.927, 381.049, 0.290888]","[209.344, 234.383, 0.447329, 206.012, 228.137, 0.483795, 202.681, 220.85, 0.702633, 195.186, 216.062, 0.646529, 189.773, 217.519, 0.23965, 199.558, 230.219, 0.280581, 186.651, 230.427, 0.513587, 179.78, 227.72, 0.579027, 174.575, 226.055, 0.602539, 198.934, 235.84, 0.442659, 183.528, 235.632, 0.254914, 177.906, 233.966, 0.282245, 172.91, 232.925, 0.159754, 198.309, 242.086, 0.532046, 183.736, 240.628, 0.50805, 175.825, 238.13, 0.39028, 171.036, 235.84, 0.371318, 196.644, 246.458, 0.468866, 183.736, 247.499, 0.571826, 176.657, 244.376, 0.680519, 171.036, 241.877, 0.486451]","[160.861, 232.698, 0.410113, 166.2, 227.565, 0.403856, 173.387, 220.378, 0.447952, 196.385, 217.093, 0.562775, 203.161, 221.61, 0.394637, 177.288, 226.744, 0.136983, 187.966, 229.824, 0.389755, 196.59, 230.029, 0.530737, 202.956, 227.36, 0.298038, 178.315, 233.52, 0.284623, 188.582, 236.395, 0.675896, 196.796, 235.573, 0.638306, 201.519, 234.752, 0.691759, 174.824, 238.448, 0.334798, 188.171, 242.965, 0.552869, 197.206, 241.939, 0.638691, 202.135, 239.885, 0.700943, 172.771, 242.76, 0.457439, 187.761, 248.304, 0.563254, 194.742, 246.867, 0.706643, 199.465, 245.224, 0.768844]",False,False
1648,p_73,7,"[182.608, 99.7018, 0.844628, 178.512, 145.859, 0.882415, 139.16, 145.891, 0.785482, 135.006, 201.711, 0.856156, 159.541, 227.48, 0.815147, 212.581, 144.575, 0.819654, 223.355, 200.295, 0.837371, 212.507, 230.152, 0.855304, 179.943, 232.866, 0.782336, 158.182, 232.906, 0.757854, 168.98, 273.672, 0.853608, 179.966, 374.237, 0.639884, 201.669, 232.88, 0.780913, 222.021, 275.007, 0.876735, 192.121, 374.244, 0.637006, 175.82, 91.5184, 0.895456, 190.741, 91.5593, 0.949639, 158.236, 92.9821, 0.919347, 198.903, 95.6295, 0.410413, 188.04, 387.829, 0.34154, 198.923, 389.207, 0.405668, 190.74, 377.021, 0.248029, 189.397, 387.869, 0.402925, 178.571, 390.564, 0.407374, 179.927, 381.05, 0.290679]","[209.343, 234.384, 0.447332, 206.012, 228.138, 0.484224, 202.681, 220.851, 0.705176, 195.186, 216.063, 0.650364, 189.773, 217.52, 0.257666, 199.558, 230.22, 0.279772, 186.65, 230.428, 0.514071, 179.78, 227.721, 0.5816, 174.575, 226.056, 0.599453, 198.934, 235.841, 0.435095, 183.527, 235.633, 0.257183, 177.698, 233.967, 0.284713, 172.91, 232.926, 0.160538, 198.309, 242.087, 0.532122, 183.736, 240.629, 0.509961, 176.032, 238.131, 0.391562, 171.036, 235.841, 0.371554, 196.644, 246.459, 0.468041, 183.736, 247.5, 0.572743, 176.657, 244.377, 0.681006, 171.036, 241.879, 0.485358]","[160.861, 232.698, 0.410754, 166.2, 227.565, 0.405183, 173.387, 220.378, 0.452429, 196.385, 217.093, 0.56376, 203.161, 221.61, 0.394626, 177.289, 226.744, 0.137194, 187.966, 229.824, 0.39397, 196.59, 230.029, 0.534157, 202.956, 227.36, 0.3016, 178.315, 233.52, 0.283533, 188.582, 236.395, 0.675621, 196.796, 235.573, 0.638805, 201.519, 234.752, 0.69128, 174.824, 238.448, 0.335445, 188.172, 242.965, 0.553957, 197.206, 241.939, 0.640574, 202.135, 239.885, 0.701312, 172.771, 242.76, 0.45759, 187.761, 248.304, 0.563799, 194.742, 246.867, 0.706629, 199.465, 245.224, 0.769486]",False,False
1110,p_73,8,"[182.608, 99.7035, 0.844947, 178.511, 145.86, 0.881144, 139.157, 145.893, 0.786251, 135.006, 201.711, 0.856115, 159.542, 227.48, 0.815154, 212.581, 144.576, 0.819155, 223.357, 200.296, 0.837536, 212.51, 228.847, 0.855071, 179.945, 232.862, 0.781262, 158.183, 232.902, 0.757035, 168.978, 273.672, 0.85381, 179.964, 374.235, 0.637439, 201.672, 232.876, 0.779717, 222.016, 275.006, 0.875156, 192.121, 374.246, 0.636298, 175.82, 91.5192, 0.895651, 190.741, 91.5603, 0.950154, 158.235, 92.9818, 0.919757, 198.901, 95.6319, 0.407218, 188.026, 387.835, 0.338607, 198.912, 389.213, 0.400438, 190.737, 378.32, 0.247981, 189.393, 387.866, 0.395384, 178.567, 390.56, 0.398587, 179.924, 381.045, 0.287131]","[209.139, 234.521, 0.444584, 206.016, 228.275, 0.493307, 202.685, 220.78, 0.705455, 194.982, 215.992, 0.648971, 189.777, 217.449, 0.248031, 199.354, 230.149, 0.286109, 186.654, 230.357, 0.535513, 179.784, 227.651, 0.580544, 174.579, 225.985, 0.593539, 198.73, 235.77, 0.448611, 183.531, 235.562, 0.277567, 177.702, 233.897, 0.270951, 172.914, 233.064, 0.154152, 198.105, 242.224, 0.535009, 183.74, 240.559, 0.517351, 175.62, 237.852, 0.39443, 171.04, 235.979, 0.37678, 196.648, 246.596, 0.471256, 183.74, 247.429, 0.57688, 176.661, 244.306, 0.685867, 171.04, 241.808, 0.489626]","[160.862, 232.698, 0.406205, 166.201, 227.565, 0.397314, 173.388, 220.378, 0.431058, 196.385, 217.093, 0.561796, 203.161, 221.405, 0.394144, 177.289, 226.744, 0.135283, 187.966, 229.824, 0.387669, 196.59, 230.029, 0.529428, 202.955, 227.36, 0.300622, 178.316, 233.52, 0.280552, 188.582, 236.394, 0.675059, 196.796, 235.573, 0.63679, 201.518, 234.752, 0.689116, 174.825, 238.448, 0.333513, 188.172, 242.965, 0.554255, 197.001, 241.938, 0.639117, 202.134, 239.885, 0.701146, 172.772, 242.76, 0.456052, 187.761, 248.303, 0.564087, 194.742, 246.866, 0.707013, 199.465, 245.223, 0.76876]",False,False
729,p_73,9,"[182.608, 99.7019, 0.844654, 178.513, 145.86, 0.8826, 139.16, 145.891, 0.785478, 135.006, 201.711, 0.856209, 159.542, 227.48, 0.815, 212.582, 144.576, 0.819514, 223.357, 200.296, 0.837236, 212.509, 228.849, 0.854638, 179.946, 232.866, 0.781328, 158.183, 232.905, 0.757287, 168.978, 273.672, 0.853697, 179.964, 374.235, 0.637219, 201.674, 232.881, 0.779566, 222.017, 275.003, 0.873807, 192.121, 374.246, 0.635702, 175.821, 91.5184, 0.895465, 190.741, 91.5594, 0.949657, 158.236, 92.9819, 0.91938, 198.902, 95.6292, 0.409109, 188.026, 387.836, 0.337424, 198.912, 389.213, 0.399661, 190.737, 378.32, 0.247338, 189.394, 387.867, 0.394565, 178.567, 390.562, 0.397952, 179.924, 381.045, 0.286769]","[209.138, 234.524, 0.449597, 206.015, 228.278, 0.492945, 202.684, 220.783, 0.706682, 195.189, 215.995, 0.650941, 189.568, 217.452, 0.26595, 199.561, 230.152, 0.284876, 186.653, 230.36, 0.533521, 179.782, 227.654, 0.580522, 174.578, 225.988, 0.592931, 198.728, 235.773, 0.453099, 183.53, 235.565, 0.275754, 177.701, 233.9, 0.271596, 172.912, 233.067, 0.153325, 198.312, 242.019, 0.535087, 183.738, 240.562, 0.517038, 175.619, 237.855, 0.397, 171.038, 235.773, 0.378631, 196.646, 246.599, 0.471732, 183.738, 247.432, 0.577068, 176.66, 244.309, 0.68484, 171.038, 241.811, 0.490605]","[160.863, 232.698, 0.409678, 166.202, 227.565, 0.40371, 173.389, 220.378, 0.448286, 196.387, 217.093, 0.558883, 203.163, 221.61, 0.383549, 177.29, 226.744, 0.136386, 187.968, 229.824, 0.390835, 196.592, 230.029, 0.531578, 202.957, 227.36, 0.302334, 178.317, 233.52, 0.283311, 188.584, 236.395, 0.675659, 196.797, 235.573, 0.637623, 201.52, 234.752, 0.686879, 174.826, 238.448, 0.333696, 188.173, 242.965, 0.55355, 197.208, 241.939, 0.640689, 202.136, 239.885, 0.702462, 172.772, 242.76, 0.456143, 187.762, 248.304, 0.564519, 194.744, 246.867, 0.706596, 199.467, 245.224, 0.767601]",False,False
