,participant,frame,pose,hand_left,hand_right,leftHandTouching,rightHandTouching
217,p_105,0,"[147.281, 94.3315, 0.917367, 134.967, 133.687, 0.874841, 98.3744, 133.654, 0.760916, 92.9675, 200.276, 0.818872, 94.2983, 264.149, 0.857256, 167.673, 133.662, 0.825527, 174.455, 198.908, 0.683453, 178.495, 261.43, 0.803398, 133.644, 226.107, 0.707915, 111.969, 226.116, 0.68895, 124.133, 268.267, 0.803666, 114.667, 397.386, 0.694479, 152.718, 226.128, 0.677451, 155.429, 266.928, 0.814732, 152.709, 400.086, 0.649315, 137.805, 87.4581, 0.859111, 156.739, 90.1518, 0.900592, 124.2, 88.8363, 0.763227, 160.909, 91.6003, 0.192429, 136.42, 438.117, 0.682419, 148.626, 436.739, 0.625144, 154.074, 405.51, 0.465461, 113.267, 436.77, 0.622752, 103.754, 431.329, 0.613963, 124.126, 402.804, 0.473075]","[154.802, 254.482, 0.0443781, 162.719, 281.041, 0.0193173, 152.504, 267.25, 0.0287882, 172.423, 280.275, 0.154155, 176.509, 280.53, 0.249741, 175.487, 267.506, 0.0232659, 178.296, 267.506, 0.0497853, 183.404, 274.912, 0.0622322, 186.213, 278.742, 0.033865, 178.552, 275.422, 0.00824512, 178.807, 266.995, 0.0238331, 182.893, 274.656, 0.038103, 181.616, 277.21, 0.0236939, 178.552, 275.422, 0.00848309, 179.573, 267.506, 0.0146257, 182.893, 275.167, 0.0226142, 183.659, 276.699, 0.0260689, 178.807, 275.678, 0.00933903, 179.829, 267.506, 0.0154748, 182.638, 274.912, 0.0278855, 183.149, 276.189, 0.0166421]","[72.6027, 246.426, 0.184684, 81.1962, 256.842, 0.398053, 85.6231, 269.602, 0.476512, 83.2794, 280.019, 0.362503, 77.29, 286.008, 0.32108, 74.4255, 273.769, 0.630453, 70.5194, 284.966, 0.571696, 69.9986, 292.518, 0.728539, 66.8737, 299.81, 0.621724, 68.4361, 272.467, 0.514131, 64.2696, 282.362, 0.335912, 68.9569, 291.477, 0.234124, 68.6965, 296.424, 0.110363, 64.7904, 270.644, 0.480651, 61.9259, 279.758, 0.442678, 62.7071, 284.185, 0.141706, 68.9569, 288.352, 0.109765, 64.2696, 269.602, 0.377108, 62.1863, 276.373, 0.298998, 66.0925, 281.841, 0.193754, 64.53, 283.664, 0.095508]",False,False
469,p_105,1,"[147.282, 94.3297, 0.91879, 134.969, 133.689, 0.876455, 98.3733, 133.661, 0.763334, 92.9686, 200.273, 0.818675, 94.3005, 264.147, 0.856067, 167.675, 133.66, 0.825125, 174.454, 198.906, 0.682048, 178.495, 261.428, 0.802554, 133.645, 226.106, 0.706914, 111.969, 226.114, 0.688454, 124.13, 268.251, 0.80702, 114.679, 397.358, 0.690853, 152.722, 226.128, 0.676219, 155.427, 266.93, 0.813349, 152.699, 400.098, 0.645729, 137.806, 87.4601, 0.859936, 156.74, 90.151, 0.900542, 124.202, 88.8394, 0.765627, 160.912, 91.6017, 0.191936, 136.413, 438.143, 0.687541, 148.624, 436.762, 0.631077, 154.068, 405.513, 0.473886, 113.262, 438.096, 0.615833, 103.755, 431.356, 0.593006, 124.143, 401.445, 0.478625]","[154.801, 254.479, 0.0439511, 162.718, 281.038, 0.0199498, 152.503, 267.504, 0.0282401, 172.422, 280.272, 0.153298, 176.508, 280.528, 0.248356, 175.486, 267.504, 0.0232348, 178.296, 267.504, 0.0478023, 183.148, 274.909, 0.060832, 185.957, 278.74, 0.0325813, 178.296, 275.42, 0.00812359, 178.806, 266.993, 0.0233553, 182.637, 274.399, 0.037375, 181.615, 277.208, 0.0235387, 178.551, 275.42, 0.00835642, 179.317, 267.248, 0.0145281, 182.892, 275.165, 0.0222008, 183.403, 276.697, 0.0257272, 178.806, 275.42, 0.00921234, 179.828, 267.504, 0.0154362, 182.637, 274.909, 0.0273064, 183.148, 276.186, 0.0164014]","[72.605, 246.424, 0.184719, 81.1986, 256.84, 0.397715, 85.6256, 269.6, 0.473271, 83.2819, 280.017, 0.356277, 77.2924, 286.006, 0.315399, 74.4279, 273.767, 0.629686, 70.5217, 284.965, 0.57118, 70.0009, 292.517, 0.728215, 66.876, 299.808, 0.621693, 68.4384, 272.465, 0.513496, 64.2719, 282.361, 0.335395, 68.9593, 291.475, 0.233454, 68.6989, 296.423, 0.109872, 64.7927, 270.642, 0.480225, 61.9281, 279.757, 0.442081, 62.7094, 284.184, 0.141276, 68.9593, 288.35, 0.109281, 64.2719, 269.6, 0.376819, 62.1886, 276.371, 0.298641, 66.0947, 281.84, 0.193798, 64.5323, 283.663, 0.0953046]",False,False
543,p_105,2,"[147.282, 94.3295, 0.918871, 134.968, 133.689, 0.876327, 98.3733, 133.661, 0.763301, 92.9686, 200.273, 0.818549, 94.3005, 264.147, 0.856037, 167.675, 133.66, 0.825087, 174.456, 198.906, 0.68237, 178.495, 261.428, 0.802488, 133.644, 226.106, 0.706845, 111.968, 226.113, 0.688359, 124.13, 268.25, 0.80711, 114.679, 397.358, 0.690777, 152.721, 226.128, 0.676241, 155.427, 266.93, 0.813516, 152.699, 400.098, 0.645676, 137.806, 87.46, 0.859773, 156.741, 90.1511, 0.900543, 124.203, 88.84, 0.765565, 160.912, 91.6019, 0.192238, 136.413, 438.143, 0.687622, 148.624, 436.762, 0.63109, 154.068, 405.513, 0.47391, 113.262, 438.096, 0.61585, 103.754, 431.357, 0.592936, 124.143, 401.445, 0.478653]","[154.801, 254.48, 0.0452744, 162.717, 281.039, 0.0201313, 152.502, 267.504, 0.0283743, 172.422, 280.273, 0.154237, 176.508, 280.528, 0.252319, 175.231, 267.504, 0.0231096, 178.295, 267.504, 0.0493891, 183.147, 274.91, 0.062039, 185.956, 278.74, 0.0329758, 178.295, 275.42, 0.00812696, 178.806, 266.993, 0.0237698, 182.637, 274.399, 0.0376936, 181.615, 277.208, 0.0236183, 178.551, 275.42, 0.00835399, 179.317, 267.248, 0.01462, 182.892, 275.165, 0.0222853, 183.403, 276.697, 0.0259272, 178.806, 275.42, 0.00919316, 179.827, 267.504, 0.0155793, 182.637, 274.91, 0.0275719, 183.147, 276.187, 0.0165443]","[72.6049, 246.424, 0.184719, 81.1986, 256.84, 0.397715, 85.6256, 269.601, 0.473271, 83.2819, 280.017, 0.356277, 77.2924, 286.007, 0.315399, 74.4278, 273.767, 0.629686, 70.5216, 284.965, 0.57118, 70.0008, 292.517, 0.728215, 66.8758, 299.809, 0.621693, 68.4383, 272.465, 0.513496, 64.2717, 282.361, 0.335395, 68.9591, 291.475, 0.233454, 68.6987, 296.423, 0.109872, 64.7925, 270.642, 0.480225, 61.928, 279.757, 0.442081, 62.7092, 284.184, 0.141276, 68.9591, 288.35, 0.109281, 64.2717, 269.601, 0.376819, 62.1884, 276.371, 0.298641, 66.0946, 281.84, 0.193798, 64.5321, 283.663, 0.0953046]",False,False
536,p_105,3,"[147.282, 94.3296, 0.918842, 134.969, 133.689, 0.876425, 98.3733, 133.661, 0.763317, 92.9686, 200.273, 0.818621, 94.3005, 264.147, 0.856036, 167.675, 133.66, 0.825087, 174.455, 198.906, 0.682274, 178.495, 261.428, 0.802511, 133.644, 226.106, 0.706884, 111.968, 226.114, 0.68843, 124.13, 268.25, 0.807217, 114.679, 397.357, 0.689126, 152.722, 226.128, 0.676237, 155.427, 266.93, 0.813396, 152.7, 400.098, 0.645089, 137.806, 87.4601, 0.859816, 156.741, 90.151, 0.900577, 124.202, 88.8397, 0.765674, 160.912, 91.6018, 0.192165, 136.412, 438.143, 0.687039, 148.624, 436.762, 0.630515, 154.067, 405.514, 0.473535, 113.262, 438.097, 0.614371, 103.755, 431.358, 0.590771, 124.143, 401.443, 0.477865]","[154.801, 254.48, 0.044244, 162.717, 281.039, 0.0200444, 152.502, 267.504, 0.0282565, 172.422, 280.272, 0.153343, 176.508, 280.528, 0.248448, 175.231, 267.504, 0.0231983, 178.295, 267.504, 0.0480622, 183.147, 274.91, 0.0610532, 185.957, 278.74, 0.0326992, 178.295, 275.42, 0.00812752, 178.806, 266.993, 0.0234283, 182.637, 274.399, 0.0374426, 181.615, 277.208, 0.0235603, 178.551, 275.42, 0.00836189, 179.317, 267.248, 0.0145423, 182.892, 275.165, 0.0222384, 183.403, 276.697, 0.0257692, 178.806, 275.42, 0.00922228, 179.828, 267.504, 0.0154586, 182.637, 274.91, 0.0273503, 183.147, 276.186, 0.0164339]","[72.605, 246.424, 0.184719, 81.1986, 256.84, 0.397713, 85.6256, 269.6, 0.473265, 83.2819, 280.017, 0.356233, 77.2924, 286.007, 0.315364, 74.4279, 273.767, 0.629685, 70.5217, 284.965, 0.57118, 70.0009, 292.517, 0.72821, 66.8759, 299.808, 0.621693, 68.4384, 272.465, 0.513494, 64.2718, 282.361, 0.335392, 68.9592, 291.475, 0.233467, 68.6988, 296.423, 0.109878, 64.7926, 270.642, 0.480223, 61.9281, 279.757, 0.442083, 62.7093, 284.184, 0.141271, 68.9592, 288.35, 0.109281, 64.2718, 269.6, 0.376818, 62.1885, 276.371, 0.298639, 66.0947, 281.84, 0.193803, 64.5322, 283.663, 0.0953033]",False,False
211,p_105,4,"[147.282, 94.329, 0.918882, 134.969, 133.689, 0.8764, 98.3748, 133.657, 0.762834, 92.969, 200.274, 0.818364, 94.3001, 264.151, 0.856352, 167.675, 133.663, 0.826616, 174.459, 198.904, 0.681424, 178.495, 261.428, 0.802647, 133.648, 226.101, 0.708546, 113.236, 226.112, 0.6904, 124.131, 268.251, 0.807273, 114.676, 397.366, 0.696793, 152.724, 226.122, 0.677277, 155.426, 266.931, 0.812425, 152.703, 401.417, 0.648134, 137.807, 87.4584, 0.859139, 156.743, 90.1544, 0.902752, 124.203, 88.8424, 0.770433, 160.912, 91.612, 0.192316, 136.406, 438.141, 0.685281, 147.341, 436.763, 0.629572, 154.073, 405.516, 0.470571, 113.282, 436.779, 0.612029, 103.768, 431.332, 0.59814, 124.131, 401.451, 0.478346]","[154.544, 254.224, 0.0450688, 162.716, 281.039, 0.0201689, 152.501, 267.504, 0.0282033, 172.421, 280.273, 0.154477, 176.762, 280.529, 0.253616, 175.485, 267.504, 0.0232973, 178.294, 267.504, 0.0499658, 183.147, 274.91, 0.0626783, 185.956, 278.741, 0.0331336, 178.294, 275.421, 0.00816317, 178.805, 266.993, 0.0240864, 182.636, 274.399, 0.0381689, 181.614, 277.209, 0.0238562, 178.55, 275.421, 0.00838314, 179.316, 267.249, 0.0148093, 182.891, 275.166, 0.0225661, 183.402, 276.698, 0.0262418, 178.805, 275.421, 0.00920548, 179.827, 267.504, 0.0156485, 182.636, 274.91, 0.0277711, 183.147, 276.187, 0.0167163]","[72.6034, 246.427, 0.184769, 81.1973, 256.844, 0.397512, 85.6245, 269.605, 0.470718, 83.2807, 280.022, 0.354626, 77.291, 286.011, 0.314518, 74.4263, 273.771, 0.628828, 70.52, 284.97, 0.570609, 69.9992, 292.522, 0.728585, 66.8741, 299.814, 0.621902, 68.4366, 272.469, 0.512852, 64.2698, 282.365, 0.335424, 68.9575, 291.22, 0.230798, 68.697, 296.428, 0.108408, 64.7907, 270.646, 0.479627, 61.926, 279.761, 0.441101, 62.7073, 284.188, 0.141383, 68.9575, 288.355, 0.108895, 64.2698, 269.605, 0.376088, 62.1865, 276.376, 0.29818, 66.0928, 281.844, 0.193186, 64.5303, 283.667, 0.0951746]",False,False
570,p_105,5,"[147.282, 94.329, 0.918903, 134.969, 133.689, 0.876314, 98.3743, 133.657, 0.762839, 92.969, 200.274, 0.81849, 94.3008, 264.151, 0.856133, 167.675, 133.664, 0.826775, 174.454, 198.907, 0.682828, 178.5, 261.433, 0.804604, 133.646, 226.098, 0.708386, 111.972, 226.104, 0.690328, 124.132, 268.25, 0.807542, 114.678, 397.364, 0.696227, 152.72, 226.121, 0.678436, 155.422, 266.938, 0.809805, 152.7, 401.419, 0.648232, 137.807, 87.4585, 0.85913, 156.743, 90.1547, 0.902705, 124.203, 88.8425, 0.770244, 160.912, 91.6126, 0.192241, 136.41, 438.141, 0.687182, 148.62, 436.761, 0.630332, 154.071, 405.518, 0.473095, 113.265, 438.09, 0.616912, 103.754, 431.349, 0.595453, 124.139, 401.45, 0.483102]","[154.807, 254.484, 0.0402547, 162.724, 281.045, 0.0189758, 152.508, 267.254, 0.0281478, 172.429, 280.279, 0.152156, 176.515, 280.534, 0.239999, 175.238, 267.254, 0.0243891, 178.047, 267.254, 0.0457512, 183.411, 274.916, 0.0599127, 185.965, 278.746, 0.0329149, 178.303, 275.426, 0.00820238, 178.814, 266.998, 0.0229945, 182.644, 274.66, 0.0366354, 181.878, 277.214, 0.0233613, 178.558, 275.426, 0.00844051, 179.324, 267.254, 0.0145789, 182.9, 275.171, 0.0223407, 183.411, 276.703, 0.0258958, 178.814, 275.682, 0.00934711, 180.09, 267.765, 0.015404, 182.644, 274.916, 0.027468, 183.155, 276.193, 0.0166609]","[72.6041, 246.427, 0.184769, 81.1981, 256.845, 0.397512, 85.6254, 269.605, 0.470718, 83.2815, 280.022, 0.354626, 77.2918, 286.012, 0.314518, 74.4271, 273.772, 0.628828, 70.5207, 284.97, 0.570609, 69.9998, 292.523, 0.728585, 66.8747, 299.815, 0.621902, 68.4373, 272.47, 0.512852, 64.2705, 282.366, 0.335424, 68.9581, 291.221, 0.230798, 68.6977, 296.429, 0.108408, 64.7913, 270.647, 0.479627, 61.9267, 279.762, 0.441101, 62.7079, 284.189, 0.141383, 68.9581, 288.356, 0.108895, 64.2705, 269.605, 0.376088, 62.1871, 276.376, 0.29818, 66.0935, 281.845, 0.193186, 64.5309, 283.668, 0.0951746]",False,False
413,p_105,6,"[147.282, 94.329, 0.918861, 134.968, 133.689, 0.876097, 98.3745, 133.658, 0.762893, 92.9692, 200.275, 0.818747, 94.3009, 264.151, 0.855989, 167.675, 133.664, 0.82659, 174.455, 198.906, 0.682459, 178.5, 261.433, 0.804555, 133.648, 226.105, 0.708865, 113.237, 226.117, 0.690482, 124.132, 268.252, 0.806625, 114.678, 397.364, 0.696128, 152.723, 226.127, 0.678054, 155.421, 266.938, 0.808824, 152.7, 401.419, 0.648264, 137.807, 87.4584, 0.859143, 156.743, 90.1545, 0.90268, 124.203, 88.8423, 0.770181, 160.912, 91.6124, 0.192146, 136.41, 438.142, 0.687274, 148.62, 436.761, 0.630471, 154.071, 405.518, 0.473224, 113.264, 438.09, 0.617265, 103.754, 431.349, 0.595423, 124.139, 401.45, 0.483232]","[154.806, 254.484, 0.0414313, 162.723, 281.045, 0.0188142, 152.508, 267.253, 0.0286951, 172.684, 280.534, 0.151329, 176.515, 280.534, 0.238659, 175.238, 267.253, 0.0242611, 178.047, 267.253, 0.0462202, 183.41, 274.915, 0.0599714, 185.964, 278.746, 0.0328959, 178.302, 275.426, 0.00821235, 178.813, 266.998, 0.0232651, 182.644, 274.66, 0.0367315, 181.878, 277.214, 0.0234098, 178.558, 275.426, 0.00845375, 179.579, 267.509, 0.0147029, 182.899, 275.171, 0.0224387, 183.41, 276.703, 0.0259681, 178.813, 275.681, 0.0093657, 180.09, 267.764, 0.0154721, 182.644, 274.915, 0.0274634, 183.155, 276.192, 0.0167027]","[72.6048, 246.427, 0.184769, 81.1986, 256.844, 0.397512, 85.6257, 269.605, 0.470718, 83.282, 280.021, 0.354626, 77.2923, 286.011, 0.314518, 74.4277, 273.771, 0.628828, 70.5214, 284.969, 0.570609, 70.0006, 292.522, 0.728585, 66.8756, 299.813, 0.621902, 68.4381, 272.469, 0.512852, 64.2714, 282.365, 0.335424, 68.9589, 291.219, 0.230798, 68.6985, 296.428, 0.108408, 64.7922, 270.646, 0.479627, 61.9276, 279.761, 0.441101, 62.7089, 284.188, 0.141383, 68.9589, 288.355, 0.108895, 64.2714, 269.605, 0.376088, 62.188, 276.376, 0.29818, 66.0943, 281.844, 0.193186, 64.5318, 283.667, 0.0951746]",False,False
526,p_105,7,"[147.282, 94.329, 0.918886, 134.969, 133.689, 0.876271, 98.3744, 133.658, 0.762916, 92.9686, 200.275, 0.818859, 94.3007, 264.151, 0.856146, 167.675, 133.664, 0.826669, 174.454, 198.906, 0.682594, 178.5, 261.433, 0.804559, 133.648, 226.1, 0.709433, 113.237, 226.111, 0.691409, 124.132, 268.251, 0.807063, 114.678, 397.364, 0.69621, 152.721, 226.122, 0.67878, 155.422, 266.938, 0.809391, 152.7, 401.419, 0.648287, 137.807, 87.4584, 0.859129, 156.743, 90.1546, 0.902696, 124.203, 88.8425, 0.770242, 160.912, 91.6125, 0.192209, 136.41, 438.141, 0.687325, 148.62, 436.761, 0.630448, 154.071, 405.518, 0.473206, 113.265, 438.09, 0.617175, 103.754, 431.349, 0.595524, 124.139, 401.45, 0.483256]","[154.806, 254.483, 0.0420985, 162.723, 281.045, 0.019005, 152.507, 267.253, 0.0288212, 172.428, 280.279, 0.153481, 176.515, 280.534, 0.243615, 175.238, 267.509, 0.0240404, 178.302, 267.509, 0.0489367, 183.155, 274.915, 0.0625524, 185.964, 278.746, 0.0340687, 178.302, 275.426, 0.00830294, 178.813, 266.998, 0.0243195, 182.644, 274.66, 0.0379254, 181.878, 277.214, 0.0237848, 178.558, 275.426, 0.00854535, 179.324, 267.509, 0.0151479, 182.9, 275.171, 0.0229276, 183.41, 276.703, 0.0265176, 178.813, 275.681, 0.00945282, 180.09, 267.764, 0.0159954, 182.644, 274.915, 0.0280385, 183.155, 276.192, 0.0170577]","[72.6044, 246.427, 0.184769, 81.1983, 256.844, 0.397512, 85.6255, 269.605, 0.470718, 83.2817, 280.022, 0.354626, 77.292, 286.012, 0.314518, 74.4273, 273.772, 0.628828, 70.521, 284.97, 0.570609, 70.0001, 292.522, 0.728585, 66.8751, 299.814, 0.621902, 68.4376, 272.47, 0.512852, 64.2708, 282.366, 0.335424, 68.9584, 291.22, 0.230798, 68.698, 296.429, 0.108408, 64.7917, 270.647, 0.479627, 61.927, 279.761, 0.441101, 62.7083, 284.189, 0.141383, 68.9584, 288.355, 0.108895, 64.2708, 269.605, 0.376088, 62.1875, 276.376, 0.29818, 66.0938, 281.845, 0.193186, 64.5313, 283.668, 0.0951746]",False,False
362,p_105,8,"[147.282, 94.329, 0.918894, 134.969, 133.689, 0.876397, 98.3745, 133.658, 0.762928, 92.9673, 200.274, 0.819142, 94.3006, 264.15, 0.85596, 167.675, 133.663, 0.826666, 174.447, 198.893, 0.679473, 178.496, 260.111, 0.802231, 133.651, 226.092, 0.710618, 113.24, 226.104, 0.692966, 124.132, 268.25, 0.807661, 114.666, 397.39, 0.701327, 152.725, 226.111, 0.679442, 155.424, 266.926, 0.815809, 152.712, 400.1, 0.653689, 137.807, 87.4584, 0.859162, 156.743, 90.1546, 0.902715, 124.203, 88.8424, 0.770322, 160.912, 91.6124, 0.192188, 136.417, 438.119, 0.686146, 148.625, 436.74, 0.628138, 154.077, 405.513, 0.467008, 113.271, 436.775, 0.621265, 103.755, 431.33, 0.608574, 122.839, 402.801, 0.479861]","[154.575, 255.306, 0.0652587, 162.827, 281.314, 0.0198642, 151.824, 267.559, 0.0307657, 172.58, 280.313, 0.1401, 176.832, 280.063, 0.202558, 175.831, 267.059, 0.0351146, 180.583, 269.06, 0.0427901, 183.334, 275.062, 0.0571197, 186.585, 278.813, 0.0338278, 176.581, 267.059, 0.00923784, 178.582, 266.809, 0.017203, 183.083, 274.812, 0.0309538, 181.083, 280.563, 0.0222976, 176.081, 266.309, 0.00798449, 179.082, 266.309, 0.0109474, 183.584, 275.312, 0.0148838, 184.334, 276.812, 0.0213917, 179.082, 275.812, 0.00819006, 183.083, 275.062, 0.0101861, 183.083, 275.062, 0.0188393, 183.334, 275.812, 0.0120682]","[72.6049, 246.427, 0.185077, 81.1988, 256.843, 0.397484, 85.6259, 269.604, 0.470241, 83.2821, 280.021, 0.353321, 77.2925, 286.01, 0.314044, 74.4279, 273.771, 0.628467, 70.5216, 284.969, 0.570078, 70.0007, 292.521, 0.727261, 66.8757, 299.813, 0.621632, 68.4382, 272.469, 0.511473, 64.2715, 282.364, 0.333924, 68.9591, 291.479, 0.232668, 68.6986, 296.427, 0.109387, 64.7923, 270.646, 0.47788, 62.1881, 279.76, 0.438434, 62.709, 284.187, 0.138484, 69.2195, 288.354, 0.107882, 64.2715, 269.604, 0.374357, 62.1881, 276.375, 0.294554, 66.0944, 281.844, 0.193782, 64.5319, 283.667, 0.0938787]",False,False
236,p_105,9,"[147.282, 94.3289, 0.919088, 134.969, 133.688, 0.876342, 98.3746, 133.658, 0.762893, 92.9675, 200.274, 0.819068, 94.3005, 264.15, 0.855809, 167.675, 133.663, 0.826599, 174.451, 198.896, 0.680787, 178.496, 260.111, 0.801967, 133.65, 226.092, 0.710452, 113.24, 226.103, 0.692775, 124.132, 268.251, 0.807368, 114.676, 397.359, 0.704168, 152.723, 226.111, 0.679399, 155.424, 266.927, 0.815252, 152.701, 401.417, 0.654963, 137.807, 87.4585, 0.859002, 156.743, 90.1551, 0.902696, 124.203, 88.8427, 0.769965, 160.913, 91.613, 0.192546, 136.418, 438.138, 0.692228, 148.625, 436.753, 0.635392, 154.071, 405.504, 0.473412, 113.261, 438.091, 0.625803, 103.754, 431.345, 0.605072, 124.132, 401.445, 0.495327]","[154.575, 255.306, 0.06611, 162.827, 281.313, 0.0197206, 151.824, 267.559, 0.0308908, 172.58, 280.313, 0.139418, 176.831, 280.062, 0.201561, 175.83, 267.059, 0.0351789, 180.332, 268.81, 0.0428375, 183.332, 275.061, 0.0569314, 186.583, 278.812, 0.0336506, 176.581, 267.059, 0.00926867, 178.581, 266.809, 0.0172713, 183.082, 274.811, 0.0308285, 181.082, 280.563, 0.0223011, 176.08, 266.559, 0.00800305, 179.081, 266.309, 0.0109551, 183.582, 275.311, 0.0147978, 184.333, 276.812, 0.0213653, 179.081, 275.811, 0.00820229, 183.082, 275.061, 0.0101882, 183.082, 275.061, 0.0188002, 183.332, 275.811, 0.0120591]","[72.6045, 246.426, 0.185077, 81.1984, 256.843, 0.397484, 85.6256, 269.604, 0.470241, 83.2818, 280.021, 0.353321, 77.2921, 286.01, 0.314044, 74.4274, 273.771, 0.628467, 70.5211, 284.969, 0.570078, 70.0003, 292.521, 0.727261, 66.8752, 299.813, 0.621632, 68.4377, 272.468, 0.511473, 64.271, 282.365, 0.333924, 68.9586, 291.479, 0.232668, 68.6982, 296.427, 0.109387, 64.7918, 270.646, 0.47788, 62.1876, 279.76, 0.438434, 62.7084, 284.187, 0.138484, 69.219, 288.354, 0.107882, 64.271, 269.604, 0.374357, 62.1876, 276.375, 0.294554, 66.0939, 281.844, 0.193782, 64.5314, 283.667, 0.0938787]",False,False
