,participant,frame,pose,hand_left,hand_right,leftHandTouching,rightHandTouching
811,p_86,0,"[152.727, 80.6934, 0.90703, 136.443, 128.285, 0.859092, 97.0092, 125.588, 0.796221, 60.3506, 190.744, 0.880427, 106.521, 222.062, 0.849623, 178.58, 133.654, 0.787924, 208.419, 192.147, 0.820596, 170.439, 220.632, 0.82427, 126.886, 235.614, 0.756419, 102.479, 234.255, 0.730304, 116.048, 266.909, 0.837802, 114.628, 386.513, 0.701613, 154.082, 237.007, 0.681924, 167.651, 269.61, 0.799006, 159.539, 378.345, 0.602474, 143.202, 71.2128, 0.8922, 158.156, 71.1719, 0.952752, 124.118, 76.5896, 0.783553, 166.259, 73.9188, 0.0991798, 156.782, 387.853, 0.0980511, 0, 0, 0, 154.09, 389.21, 0.470066, 116.024, 436.787, 0.625225, 106.513, 431.343, 0.566777, 120.116, 393.292, 0.486257]","[171.877, 221.601, 0.399312, 162.964, 224.973, 0.227094, 151.402, 224.732, 0.210962, 146.825, 230.755, 0.215267, 142.489, 231.959, 0.164574, 148.27, 221.36, 0.818177, 141.284, 229.309, 0.797636, 137.912, 236.536, 0.509469, 136.949, 244.003, 0.337394, 150.92, 223.046, 0.773773, 144.175, 234.127, 0.941941, 145.38, 241.113, 0.628907, 145.38, 246.412, 0.756079, 154.292, 225.455, 0.734741, 148.752, 235.813, 0.824827, 148.511, 242.317, 0.650185, 149.234, 246.653, 0.585921, 158.869, 229.068, 0.821322, 153.329, 236.777, 0.94189, 152.606, 241.594, 0.79822, 152.124, 244.485, 0.640797]","[109.964, 226.638, 0.502288, 116.546, 226.09, 0.497868, 125.596, 228.009, 0.318291, 132.453, 232.946, 0.402735, 135.744, 235.414, 0.239944, 129.162, 226.364, 0.738477, 135.744, 235.14, 0.670734, 136.567, 241.722, 0.758266, 136.292, 246.385, 0.779678, 126.419, 227.735, 0.698389, 131.904, 238.98, 0.85763, 131.63, 246.659, 0.775825, 130.259, 251.047, 0.794104, 122.58, 230.203, 0.782581, 127.242, 240.625, 0.825668, 127.242, 246.933, 0.771305, 126.693, 251.047, 0.74839, 118.192, 233.495, 0.856303, 122.58, 240.625, 0.868845, 122.854, 245.013, 0.872949, 123.128, 248.304, 0.754]",False,False
1716,p_86,1,"[152.727, 80.6935, 0.907205, 136.444, 128.285, 0.858814, 97.0111, 125.588, 0.796043, 60.349, 190.744, 0.880894, 106.525, 222.065, 0.84909, 178.581, 133.656, 0.788222, 208.42, 192.145, 0.822171, 171.733, 220.62, 0.823356, 126.886, 235.61, 0.75761, 102.478, 234.254, 0.730927, 116.042, 266.913, 0.835471, 114.63, 386.497, 0.69897, 154.081, 237, 0.684567, 167.653, 269.611, 0.797454, 159.543, 375.637, 0.606983, 143.202, 71.2135, 0.892016, 158.156, 71.1721, 0.952587, 124.119, 76.5881, 0.783893, 166.257, 73.9219, 0.0994811, 156.749, 389.217, 0.192315, 169.019, 394.63, 0.189908, 155.411, 387.843, 0.44616, 116.024, 438.094, 0.622681, 106.53, 431.366, 0.547867, 120.106, 393.275, 0.488327]","[172.151, 221.586, 0.381451, 162.757, 224.477, 0.214076, 151.195, 224.718, 0.202112, 146.859, 230.74, 0.223922, 143.005, 232.426, 0.186756, 148.305, 221.346, 0.820564, 141.319, 229.535, 0.829015, 137.706, 236.521, 0.399557, 136.261, 242.302, 0.258654, 150.954, 223.032, 0.80146, 144.21, 234.112, 0.91944, 145.173, 241.097, 0.629862, 145.414, 246.397, 0.757076, 154.567, 225.44, 0.749713, 148.786, 236.039, 0.855644, 148.786, 242.302, 0.660338, 149.268, 246.637, 0.60015, 158.662, 229.294, 0.832236, 153.122, 236.762, 0.91157, 152.64, 241.82, 0.811173, 152.399, 244.47, 0.636393]","[109.97, 226.641, 0.511012, 116.553, 226.367, 0.500066, 125.603, 228.012, 0.320169, 132.46, 232.949, 0.398363, 135.477, 235.692, 0.229683, 129.169, 226.367, 0.737899, 135.751, 235.143, 0.677794, 136.574, 241.726, 0.762366, 136.3, 246.388, 0.777729, 126.426, 227.738, 0.696022, 131.911, 238.983, 0.859435, 131.637, 246.662, 0.774452, 130.266, 251.051, 0.796453, 122.586, 230.206, 0.783455, 127.249, 240.628, 0.825088, 127.249, 246.937, 0.770424, 126.7, 251.051, 0.747052, 118.198, 233.498, 0.856537, 122.586, 240.628, 0.869208, 122.861, 245.017, 0.873877, 123.135, 248.308, 0.752498]",False,False
2047,p_86,2,"[152.727, 80.6935, 0.907241, 136.444, 128.285, 0.85914, 97.0111, 125.588, 0.796049, 60.349, 190.744, 0.880911, 106.525, 222.065, 0.849089, 178.581, 133.654, 0.788055, 208.42, 192.145, 0.822161, 171.733, 220.62, 0.823344, 126.886, 235.608, 0.757923, 102.478, 234.252, 0.730912, 116.042, 266.911, 0.835806, 114.63, 386.497, 0.698987, 154.08, 236.998, 0.684793, 167.653, 269.611, 0.797533, 159.542, 375.637, 0.607004, 143.202, 71.2135, 0.892016, 158.156, 71.1721, 0.952572, 124.119, 76.5882, 0.783919, 166.257, 73.9218, 0.0993111, 156.749, 389.217, 0.192321, 169.019, 394.63, 0.189923, 155.411, 387.843, 0.446311, 116.024, 438.094, 0.622662, 106.53, 431.366, 0.547799, 120.106, 393.274, 0.488321]","[172.151, 221.586, 0.38327, 162.757, 224.477, 0.21406, 151.195, 224.718, 0.202005, 146.859, 230.74, 0.224615, 143.005, 232.426, 0.186647, 148.304, 221.346, 0.820323, 141.319, 229.535, 0.828826, 137.706, 236.521, 0.398658, 136.26, 242.302, 0.258176, 150.954, 223.032, 0.801279, 144.209, 234.112, 0.918742, 145.173, 241.098, 0.627675, 145.414, 246.397, 0.753389, 154.567, 225.44, 0.749643, 148.786, 236.039, 0.85497, 148.786, 242.302, 0.659, 149.268, 246.638, 0.599367, 158.662, 229.295, 0.832044, 153.122, 236.762, 0.911509, 152.64, 241.82, 0.810916, 152.399, 244.47, 0.636092]","[109.97, 226.641, 0.513068, 116.826, 226.367, 0.500521, 125.603, 228.012, 0.320726, 132.46, 232.949, 0.399633, 135.477, 235.692, 0.228645, 129.168, 226.367, 0.737568, 135.751, 235.143, 0.679892, 136.574, 241.726, 0.763454, 136.299, 246.388, 0.779592, 126.426, 227.738, 0.695647, 131.911, 238.983, 0.859718, 131.637, 246.662, 0.773903, 130.266, 251.051, 0.795536, 122.586, 230.206, 0.783293, 127.249, 240.628, 0.824525, 127.249, 246.937, 0.770623, 126.7, 251.051, 0.746933, 118.198, 233.498, 0.856585, 122.586, 240.628, 0.869489, 122.86, 245.017, 0.874007, 123.135, 248.308, 0.752796]",False,False
2018,p_86,3,"[152.727, 80.6935, 0.907234, 136.444, 128.285, 0.859141, 97.0111, 125.588, 0.796046, 60.3491, 190.744, 0.880911, 106.526, 222.065, 0.849052, 178.581, 133.655, 0.788058, 208.42, 192.145, 0.822165, 171.732, 220.62, 0.823412, 126.886, 235.609, 0.757724, 102.478, 234.252, 0.730909, 116.042, 266.912, 0.835831, 114.63, 386.497, 0.698969, 154.081, 236.999, 0.684725, 167.653, 269.611, 0.797357, 159.543, 375.637, 0.606999, 143.202, 71.2134, 0.892022, 158.156, 71.1721, 0.952583, 124.119, 76.5882, 0.783905, 166.257, 73.9217, 0.0993066, 156.749, 389.217, 0.192342, 169.019, 394.63, 0.189913, 155.411, 387.843, 0.446185, 116.024, 438.094, 0.622626, 106.53, 431.366, 0.547755, 120.106, 393.274, 0.488274]","[172.151, 221.587, 0.382848, 162.757, 224.477, 0.213842, 151.195, 224.718, 0.201973, 146.859, 230.74, 0.224553, 143.005, 232.426, 0.186631, 148.304, 221.346, 0.820312, 141.319, 229.536, 0.828834, 137.705, 236.521, 0.398489, 136.26, 242.302, 0.258026, 150.954, 223.032, 0.801267, 144.209, 234.112, 0.918651, 145.173, 241.098, 0.627603, 145.414, 246.397, 0.753394, 154.567, 225.441, 0.749667, 148.786, 236.039, 0.855146, 148.786, 242.302, 0.659189, 149.268, 246.638, 0.599152, 158.662, 229.295, 0.832028, 153.122, 236.762, 0.911721, 152.64, 241.82, 0.810875, 152.399, 244.47, 0.636499]","[109.97, 226.641, 0.51132, 116.553, 226.367, 0.500113, 125.604, 228.012, 0.320191, 132.46, 232.949, 0.39836, 135.477, 235.692, 0.229689, 129.169, 226.367, 0.737908, 135.751, 235.143, 0.677801, 136.574, 241.726, 0.762371, 136.3, 246.388, 0.777772, 126.426, 227.738, 0.696005, 131.912, 238.983, 0.859439, 131.637, 246.662, 0.774452, 130.266, 251.051, 0.796452, 122.587, 230.206, 0.783449, 127.249, 240.628, 0.825089, 127.249, 246.937, 0.77042, 126.701, 251.051, 0.747038, 118.198, 233.498, 0.856585, 122.587, 240.628, 0.86926, 122.861, 245.017, 0.873874, 123.135, 248.308, 0.752482]",False,False
799,p_86,4,"[152.726, 80.6942, 0.907146, 136.445, 128.286, 0.858502, 97.0102, 125.588, 0.796335, 60.3498, 190.743, 0.880767, 106.524, 222.063, 0.849286, 178.581, 133.657, 0.789155, 208.421, 192.147, 0.821145, 171.727, 220.621, 0.824293, 126.886, 235.605, 0.757877, 102.478, 234.25, 0.730417, 116.047, 266.916, 0.834851, 114.635, 386.513, 0.694964, 154.077, 236.993, 0.684971, 167.656, 269.616, 0.795886, 159.541, 376.953, 0.603533, 143.202, 71.2132, 0.892118, 158.156, 71.1719, 0.952298, 124.12, 76.5872, 0.783303, 166.26, 73.9259, 0.101477, 156.748, 389.206, 0.170981, 169.033, 394.631, 0.166412, 155.411, 387.849, 0.449772, 116.039, 436.787, 0.622944, 106.532, 431.345, 0.566845, 120.109, 393.299, 0.48841]","[172.144, 221.587, 0.385405, 162.75, 223.996, 0.22724, 151.188, 224.719, 0.20608, 146.611, 230.74, 0.227639, 142.998, 232.427, 0.1909, 148.297, 221.346, 0.81949, 141.312, 229.536, 0.826551, 137.699, 236.522, 0.386575, 136.253, 242.303, 0.250478, 150.947, 223.032, 0.796094, 144.202, 234.113, 0.913681, 145.166, 241.098, 0.611612, 145.407, 246.397, 0.732034, 154.56, 225.441, 0.746864, 148.779, 236.04, 0.852541, 148.779, 242.303, 0.655435, 149.261, 246.638, 0.591959, 158.655, 229.295, 0.833803, 153.115, 236.762, 0.914304, 152.633, 241.58, 0.80471, 152.392, 244.47, 0.64445]","[109.969, 226.639, 0.507408, 116.551, 226.365, 0.499545, 125.601, 228.01, 0.319467, 132.458, 232.947, 0.401416, 135.475, 235.689, 0.23448, 129.167, 226.365, 0.739358, 135.749, 235.141, 0.677018, 136.572, 241.723, 0.764, 136.298, 246.385, 0.778991, 126.424, 227.736, 0.697733, 131.909, 238.98, 0.859538, 131.635, 246.66, 0.773877, 130.264, 251.048, 0.794264, 122.585, 230.204, 0.783594, 127.247, 240.626, 0.825531, 127.247, 246.934, 0.770003, 126.699, 251.048, 0.747865, 118.197, 233.495, 0.857044, 122.585, 240.626, 0.869252, 122.859, 245.014, 0.873529, 123.133, 248.305, 0.753302]",False,False
2137,p_86,5,"[152.726, 80.6941, 0.907099, 136.445, 128.286, 0.858674, 97.0099, 125.588, 0.796332, 60.3493, 190.743, 0.881316, 106.524, 222.063, 0.849226, 178.582, 133.658, 0.789292, 208.421, 192.147, 0.821402, 171.727, 220.622, 0.824786, 126.883, 235.605, 0.758095, 102.478, 234.25, 0.730367, 116.047, 266.917, 0.83451, 114.634, 386.514, 0.695623, 154.072, 236.993, 0.684772, 167.659, 269.601, 0.798348, 159.544, 376.98, 0.596948, 143.202, 71.2132, 0.892234, 158.156, 71.1722, 0.952302, 124.12, 76.5849, 0.782824, 166.259, 73.9217, 0.099952, 156.746, 389.201, 0.143904, 169.078, 397.333, 0.141014, 155.405, 389.189, 0.45681, 116.037, 436.787, 0.623085, 106.532, 431.346, 0.565847, 120.112, 393.3, 0.488947]","[172.143, 221.588, 0.384732, 162.749, 223.997, 0.227738, 151.187, 224.719, 0.206066, 146.61, 230.741, 0.22815, 142.997, 232.427, 0.190506, 148.297, 221.347, 0.819504, 141.311, 229.537, 0.826245, 137.698, 236.522, 0.38698, 136.253, 242.303, 0.24993, 150.946, 223.033, 0.796602, 144.202, 234.113, 0.912996, 145.165, 241.099, 0.610189, 145.406, 246.398, 0.729783, 154.559, 225.442, 0.746676, 148.778, 236.04, 0.852829, 148.778, 242.303, 0.655098, 149.26, 246.639, 0.590979, 158.654, 229.296, 0.834181, 153.114, 236.763, 0.913884, 152.632, 241.581, 0.80455, 152.391, 244.471, 0.64377]","[109.969, 226.639, 0.507431, 116.551, 226.364, 0.499584, 125.602, 228.01, 0.319512, 132.458, 232.947, 0.401444, 135.475, 235.689, 0.234676, 129.167, 226.364, 0.739324, 135.749, 235.141, 0.677151, 136.572, 241.723, 0.764038, 136.298, 246.385, 0.778966, 126.425, 227.736, 0.697786, 131.91, 238.98, 0.859616, 131.636, 246.66, 0.774009, 130.264, 251.048, 0.794228, 122.585, 230.204, 0.783602, 127.247, 240.626, 0.825563, 127.247, 246.934, 0.770055, 126.699, 251.048, 0.747901, 118.197, 233.495, 0.857032, 122.585, 240.626, 0.869266, 122.859, 245.014, 0.87357, 123.133, 248.305, 0.753321]",False,False
1504,p_86,6,"[152.727, 80.6941, 0.907131, 136.444, 128.286, 0.858696, 97.0099, 125.588, 0.796302, 60.3493, 190.743, 0.881333, 106.524, 222.063, 0.849235, 178.582, 133.658, 0.789262, 208.421, 192.147, 0.821414, 171.727, 220.622, 0.824794, 126.883, 235.605, 0.758082, 102.478, 234.25, 0.730364, 116.047, 266.917, 0.834506, 114.634, 386.514, 0.695624, 154.073, 236.993, 0.684784, 167.659, 269.601, 0.798347, 159.544, 376.98, 0.596966, 143.202, 71.2132, 0.892201, 158.156, 71.1721, 0.952259, 124.12, 76.5846, 0.782672, 166.259, 73.9209, 0.0997197, 156.746, 389.201, 0.143988, 169.078, 397.333, 0.141088, 155.405, 389.189, 0.456797, 116.037, 436.787, 0.623088, 106.532, 431.346, 0.565846, 120.112, 393.3, 0.488945]","[172.143, 221.588, 0.385434, 162.749, 223.997, 0.22713, 151.187, 224.719, 0.206229, 146.61, 230.741, 0.228185, 142.997, 232.427, 0.190519, 148.297, 221.347, 0.819483, 141.311, 229.537, 0.826261, 137.698, 236.522, 0.386932, 136.253, 242.303, 0.249864, 150.946, 223.033, 0.796652, 144.202, 234.113, 0.913039, 145.165, 241.099, 0.610229, 145.406, 246.398, 0.729749, 154.559, 225.442, 0.746703, 148.778, 236.04, 0.852875, 148.778, 242.303, 0.655167, 149.26, 246.639, 0.590961, 158.654, 229.296, 0.834089, 153.114, 236.763, 0.913927, 152.632, 241.581, 0.804482, 152.391, 244.471, 0.643645]","[109.969, 226.639, 0.507431, 116.551, 226.364, 0.499584, 125.602, 228.01, 0.319512, 132.458, 232.947, 0.401444, 135.475, 235.689, 0.234676, 129.167, 226.364, 0.739324, 135.749, 235.141, 0.677151, 136.572, 241.723, 0.764038, 136.298, 246.385, 0.778966, 126.425, 227.736, 0.697786, 131.91, 238.98, 0.859616, 131.636, 246.66, 0.774009, 130.264, 251.048, 0.794228, 122.585, 230.204, 0.783602, 127.247, 240.626, 0.825563, 127.247, 246.934, 0.770055, 126.699, 251.048, 0.747901, 118.197, 233.495, 0.857032, 122.585, 240.626, 0.869266, 122.859, 245.014, 0.87357, 123.134, 248.305, 0.753321]",False,False
1966,p_86,7,"[152.727, 80.6941, 0.907116, 136.444, 128.286, 0.858745, 97.0096, 125.588, 0.796268, 60.3493, 190.743, 0.881365, 106.524, 222.063, 0.849239, 178.582, 133.658, 0.789219, 208.421, 192.147, 0.821407, 171.727, 220.622, 0.824801, 126.884, 235.605, 0.758049, 102.478, 234.25, 0.730349, 116.047, 266.917, 0.834504, 114.634, 386.514, 0.695624, 154.073, 236.993, 0.684785, 167.659, 269.601, 0.798342, 159.544, 376.98, 0.596969, 143.202, 71.2132, 0.892199, 158.157, 71.172, 0.952264, 124.121, 75.2783, 0.782694, 166.258, 73.9202, 0.0994529, 156.746, 389.201, 0.143993, 169.078, 397.333, 0.141088, 155.405, 389.189, 0.456792, 116.037, 436.787, 0.623087, 106.532, 431.346, 0.565845, 120.112, 393.3, 0.488943]","[172.143, 221.588, 0.385339, 162.749, 223.997, 0.227357, 151.187, 224.719, 0.206413, 146.611, 230.741, 0.228108, 142.997, 232.427, 0.190385, 148.297, 221.347, 0.819702, 141.311, 229.537, 0.82648, 137.698, 236.522, 0.388395, 136.253, 242.303, 0.250673, 150.946, 223.033, 0.796342, 144.202, 234.113, 0.913678, 145.165, 241.099, 0.611037, 145.406, 246.398, 0.730914, 154.559, 225.442, 0.746836, 148.778, 236.04, 0.852393, 148.778, 242.303, 0.654914, 149.26, 246.639, 0.591013, 158.654, 229.296, 0.834175, 153.114, 236.763, 0.914533, 152.632, 241.581, 0.804482, 152.392, 244.471, 0.643624]","[109.969, 226.639, 0.507431, 116.551, 226.365, 0.499585, 125.602, 228.01, 0.319516, 132.458, 232.947, 0.401462, 135.475, 235.689, 0.234704, 129.167, 226.365, 0.739322, 135.749, 235.141, 0.677134, 136.572, 241.723, 0.764031, 136.298, 246.385, 0.778967, 126.425, 227.736, 0.697789, 131.91, 238.98, 0.859614, 131.636, 246.66, 0.773998, 130.264, 251.048, 0.794226, 122.585, 230.204, 0.783602, 127.247, 240.626, 0.825564, 127.247, 246.934, 0.770053, 126.699, 251.048, 0.747899, 118.197, 233.495, 0.857032, 122.585, 240.626, 0.869266, 122.859, 245.014, 0.87357, 123.134, 248.305, 0.753321]",False,False
1317,p_86,8,"[152.726, 80.694, 0.907146, 136.443, 128.285, 0.859042, 97.0092, 125.588, 0.796461, 60.3493, 190.743, 0.88137, 106.525, 222.063, 0.849251, 178.582, 133.658, 0.789114, 208.422, 192.147, 0.821482, 171.727, 220.622, 0.824765, 126.884, 235.605, 0.758058, 102.478, 234.25, 0.730352, 116.048, 266.917, 0.834208, 114.632, 386.505, 0.696004, 154.073, 236.993, 0.684834, 167.659, 269.602, 0.798319, 159.538, 376.971, 0.599168, 143.203, 71.2131, 0.892178, 158.157, 71.1722, 0.952127, 124.122, 75.2753, 0.783024, 166.259, 73.9212, 0.099804, 156.741, 389.208, 0.154949, 169.069, 397.334, 0.152275, 155.403, 389.186, 0.45341, 116.035, 436.788, 0.623153, 106.533, 431.347, 0.563915, 120.115, 393.292, 0.488908]","[172.143, 221.587, 0.385729, 162.749, 223.996, 0.227378, 151.187, 224.719, 0.205994, 146.61, 230.741, 0.227732, 142.997, 232.427, 0.190558, 148.297, 221.346, 0.819648, 141.311, 229.536, 0.826529, 137.698, 236.522, 0.388075, 136.253, 242.303, 0.251167, 150.946, 223.033, 0.796281, 144.202, 234.113, 0.913838, 145.165, 241.098, 0.611887, 145.406, 246.398, 0.732628, 154.559, 225.441, 0.747006, 148.778, 236.04, 0.852406, 148.778, 242.303, 0.655466, 149.26, 246.639, 0.592088, 158.654, 229.295, 0.834453, 153.114, 236.763, 0.91476, 152.632, 241.58, 0.804711, 152.391, 244.471, 0.644041]","[109.969, 226.639, 0.507431, 116.551, 226.364, 0.499584, 125.602, 228.01, 0.319512, 132.458, 232.947, 0.401444, 135.475, 235.689, 0.234676, 129.167, 226.364, 0.739324, 135.75, 235.141, 0.677151, 136.572, 241.723, 0.764038, 136.298, 246.385, 0.778966, 126.425, 227.736, 0.697786, 131.91, 238.98, 0.859616, 131.636, 246.66, 0.774009, 130.264, 251.048, 0.794228, 122.585, 230.204, 0.783602, 127.248, 240.626, 0.825563, 127.248, 246.934, 0.770055, 126.699, 251.048, 0.747901, 118.197, 233.495, 0.857032, 122.585, 240.626, 0.869266, 122.859, 245.014, 0.87357, 123.134, 248.305, 0.753321]",False,False
870,p_86,9,"[152.727, 80.6941, 0.907167, 136.443, 128.285, 0.859036, 97.0092, 125.588, 0.796473, 60.3493, 190.743, 0.881376, 106.525, 222.063, 0.849256, 178.582, 133.658, 0.789106, 208.422, 192.147, 0.821494, 171.727, 220.622, 0.824768, 126.884, 235.605, 0.758077, 102.478, 234.25, 0.730357, 116.048, 266.917, 0.834226, 114.632, 386.505, 0.695911, 154.073, 236.993, 0.684837, 167.659, 269.602, 0.79829, 159.538, 376.97, 0.599128, 143.203, 71.2131, 0.892248, 158.157, 71.1721, 0.952218, 124.122, 75.2753, 0.782942, 166.259, 73.921, 0.0998194, 156.74, 389.21, 0.156318, 169.068, 397.333, 0.153552, 155.403, 389.185, 0.452726, 116.035, 436.788, 0.623186, 106.533, 431.347, 0.563772, 120.115, 393.292, 0.488963]","[172.143, 221.587, 0.385732, 162.749, 223.996, 0.227662, 151.187, 224.719, 0.206026, 146.61, 230.741, 0.22769, 142.997, 232.427, 0.190534, 148.297, 221.346, 0.819603, 141.311, 229.536, 0.826492, 137.698, 236.522, 0.388648, 136.253, 242.303, 0.25113, 150.946, 223.033, 0.796256, 144.202, 234.113, 0.913898, 145.165, 241.098, 0.611629, 145.406, 246.398, 0.732395, 154.559, 225.441, 0.746969, 148.778, 236.04, 0.852252, 148.778, 242.303, 0.655519, 149.26, 246.639, 0.592071, 158.654, 229.295, 0.83453, 153.114, 236.763, 0.914659, 152.632, 241.58, 0.80473, 152.391, 244.471, 0.644339]","[109.969, 226.639, 0.507431, 116.551, 226.364, 0.499584, 125.602, 228.01, 0.319512, 132.458, 232.947, 0.401444, 135.475, 235.689, 0.234676, 129.167, 226.364, 0.739324, 135.75, 235.141, 0.677151, 136.572, 241.723, 0.764038, 136.298, 246.385, 0.778966, 126.425, 227.736, 0.697786, 131.91, 238.98, 0.859616, 131.636, 246.66, 0.774009, 130.264, 251.048, 0.794228, 122.585, 230.204, 0.783602, 127.248, 240.626, 0.825563, 127.248, 246.934, 0.770055, 126.699, 251.048, 0.747901, 118.197, 233.495, 0.857032, 122.585, 240.626, 0.869266, 122.859, 245.014, 0.87357, 123.134, 248.305, 0.753321]",False,False
