,leftHandTouching,rightHandTouching
3444,False,False
3445,False,False
3446,False,False
3447,False,False
3448,False,False
3449,False,False
3450,False,False
3451,False,False
3452,False,False
3453,False,False
3454,False,False
3455,False,False
3456,False,False
3457,False,False
3458,False,False
3459,False,False
3460,False,False
3461,False,False
3462,False,False
3463,False,False
3464,False,False
3465,False,False
3466,False,False
3467,False,False
3468,False,False
3469,False,False
3470,False,False
3471,False,False
3472,False,False
3473,False,False
3474,False,False
3475,False,False
3476,False,False
3477,False,False
3478,False,False
3479,False,False
3480,False,False
3481,False,False
3482,False,False
3483,False,False
3484,False,False
3485,False,False
3486,False,False
3487,False,False
3488,False,False
3489,False,False
3490,False,False
3491,False,False
3492,False,False
3493,False,False
3494,False,False
3495,False,False
3496,False,False
3497,False,False
3498,False,False
3499,False,False
3500,False,False
3501,False,False
3502,False,False
3503,False,False
3504,False,False
3505,False,False
3506,False,False
3507,False,False
3508,False,False
3509,False,False
3510,False,False
3511,False,False
3512,False,False
3513,False,False
3514,False,False
3515,False,False
3516,False,False
3517,False,False
3518,False,False
3519,False,False
3520,False,False
3521,False,False
3522,False,False
3523,False,False
3524,False,False
3525,False,False
3526,False,False
3527,False,False
3528,False,False
3529,False,False
3530,False,False
3531,False,False
3532,False,False
3533,False,False
3534,False,False
3535,False,False
3536,False,False
3537,False,False
3538,False,False
3539,False,False
3540,False,False
3541,False,False
3542,False,False
3543,False,False
3544,False,False
3545,False,False
3546,False,False
3547,False,False
3548,False,False
3549,False,False
3550,False,False
3551,False,False
3552,False,False
3553,False,False
3554,False,False
3555,False,False
3556,False,False
3557,False,False
3558,False,False
3559,False,False
3560,False,False
3561,False,False
3562,False,False
3563,False,False
3564,False,False
3565,False,False
3566,False,False
3567,False,False
3568,False,False
3569,False,False
3570,False,False
3571,False,False
3572,False,False
3573,False,False
3574,False,False
3575,False,False
3576,False,False
3577,False,False
3578,False,False
3579,False,False
3580,False,False
3581,False,False
3582,False,False
3583,False,False
3584,False,False
3585,False,False
3586,False,False
3587,False,False
3588,False,False
3589,False,False
3590,False,False
3591,False,False
3592,False,False
3593,False,False
3594,False,False
3595,False,False
3596,False,False
3597,False,False
3598,False,False
3599,False,False
3600,False,False
3601,False,False
3602,False,False
3603,False,False
3604,False,False
3605,False,False
3606,False,False
3607,False,False
3608,False,False
3609,False,False
3610,False,False
3611,False,False
3612,False,False
3613,False,False
3614,False,False
3615,False,False
3616,False,False
3617,False,False
3618,False,False
3619,False,False
3620,False,False
3621,False,False
3622,False,False
3623,False,False
3624,False,False
3625,False,False
3626,False,False
3627,False,False
3628,False,False
3629,False,False
3630,False,False
3631,False,False
3632,False,False
3633,False,False
3634,False,False
3635,False,False
3636,False,False
3637,False,False
3638,False,False
3639,False,False
3640,False,False
3641,False,False
3642,False,False
3643,False,False
3644,False,False
3645,False,False
3646,False,False
3647,False,False
3648,False,False
3649,False,False
3650,False,False
3651,False,False
3652,False,False
3653,False,False
3654,False,False
3655,False,False
3656,False,False
3657,False,False
3658,False,False
3659,False,False
3660,False,False
3661,False,False
3662,False,False
3663,False,False
3664,False,False
3665,False,False
3666,False,False
3667,False,False
3668,False,False
3669,False,False
3670,False,False
3671,False,False
3672,False,False
3673,False,False
3674,False,False
3675,False,False
3676,False,False
3677,False,False
3678,False,False
3679,False,False
3680,False,False
3681,False,False
3682,False,False
3683,False,False
3684,False,False
3685,False,False
3686,False,False
3687,False,False
3688,False,False
3689,False,False
3690,False,False
3691,False,False
3692,False,False
3693,False,False
3694,False,False
3695,False,False
3696,False,False
3697,False,False
3698,False,False
3699,False,False
3700,False,False
3701,False,False
3702,False,False
3703,False,False
3704,False,False
3705,False,False
3706,False,False
3707,False,False
3708,False,False
3709,False,False
3710,False,False
3711,False,False
3712,False,False
3713,False,False
3714,False,False
3715,False,False
3716,False,False
3717,False,False
3718,False,False
3719,False,False
3720,False,False
3721,False,False
3722,False,False
3723,False,False
3724,False,False
3725,False,False
3726,False,False
3727,False,False
3728,False,False
3729,False,False
3730,False,False
3731,False,False
3732,False,False
3733,False,False
3734,False,False
3735,False,False
3736,False,False
3737,False,False
3738,False,False
3739,False,False
3740,False,False
3741,False,False
3742,False,False
3743,False,False
3744,False,False
3745,False,False
3746,False,False
3747,False,False
3748,False,False
3749,False,False
3750,False,False
3751,False,False
3752,False,False
3753,False,False
3754,False,False
3755,False,False
3756,False,False
3757,False,False
3758,False,False
3759,False,False
3760,False,False
3761,False,False
3762,False,False
3763,False,False
3764,False,False
3765,False,False
3766,False,False
3767,False,False
3768,False,False
3769,False,False
3770,False,False
3771,False,False
3772,False,False
3773,False,False
3774,False,False
3775,False,False
3776,False,False
3777,False,False
3778,False,False
3779,False,False
3780,False,False
3781,False,False
3782,False,False
3783,False,False
3784,False,False
3785,False,False
3786,False,False
3787,False,False
3788,False,False
3789,False,False
3790,False,False
3791,False,False
3792,False,False
3793,False,False
3794,False,False
3795,False,False
3796,False,False
3797,False,False
3798,False,False
3799,False,False
3800,False,False
3801,False,False
3802,False,False
3803,False,False
3804,False,False
3805,False,False
3806,False,False
3807,False,False
3808,False,False
3809,False,False
3810,False,False
3811,False,False
3812,False,False
3813,False,False
3814,False,False
3815,False,False
3816,False,False
3817,False,False
3818,False,False
3819,False,False
3820,False,False
3821,False,False
3822,False,False
3823,False,False
3824,False,False
3825,False,False
3826,False,False
3827,False,False
3828,False,False
3829,False,False
3830,False,False
3831,False,False
3832,False,False
3833,False,False
3834,False,False
3835,False,False
3836,False,False
3837,False,False
3838,False,False
3839,False,False
3840,False,False
3841,False,False
3842,False,False
3843,False,False
3844,False,False
3845,False,False
3846,False,False
3847,False,False
3848,False,False
3849,False,False
3850,False,False
3851,False,False
3852,False,False
3853,False,False
3854,False,False
3855,False,False
3856,False,False
3857,False,False
3858,False,False
3859,False,False
3860,False,False
3861,False,False
3862,False,False
3863,False,False
3864,False,False
3865,False,False
3866,False,False
3867,False,False
3868,False,False
3869,False,False
3870,False,False
3871,False,False
3872,False,False
3873,False,False
3874,False,False
3875,False,False
3876,False,False
3877,False,False
3878,False,False
3879,False,False
3880,False,False
3881,False,False
3882,False,False
3883,False,False
3884,False,False
3885,False,False
3886,False,False
3887,False,False
3888,False,False
3889,False,False
3890,False,False
3891,False,False
3892,False,False
3893,False,False
3894,False,False
3895,False,False
3896,False,False
3897,False,False
3898,False,False
3899,False,False
3900,False,False
3901,False,False
3902,False,False
3903,False,False
3904,False,False
3905,False,False
3906,False,False
3907,False,False
3908,False,False
3909,False,False
3910,False,False
3911,False,False
3912,False,False
3913,False,False
3914,False,False
3915,False,False
3916,False,False
3917,False,False
3918,False,False
3919,False,False
3920,False,False
3921,False,False
3922,False,False
3923,False,False
3924,False,False
3925,False,False
3926,False,False
3927,False,False
3928,False,False
3929,False,False
3930,False,False
3931,False,False
3932,False,False
3933,False,False
3934,False,False
3935,False,False
3936,False,False
3937,False,False
3938,False,False
3939,False,False
3940,False,False
3941,False,False
3942,False,False
3943,False,False
3944,False,False
3945,False,False
3946,False,False
3947,False,False
3948,False,False
3949,False,False
3950,False,False
3951,False,False
3952,False,False
3953,False,False
3954,False,False
3955,False,False
3956,False,False
3957,False,False
3958,False,False
3959,False,False
3960,False,False
3961,False,False
3962,False,False
3963,False,False
3964,False,False
3965,False,False
3966,False,False
3967,False,False
3968,False,False
3969,False,False
3970,False,False
3971,False,False
3972,False,False
3973,False,False
3974,False,False
3975,False,False
3976,False,False
3977,False,False
3978,False,False
3979,False,False
3980,False,False
3981,False,False
3982,False,False
3983,False,False
3984,False,False
3985,False,False
3986,False,False
3987,False,False
3988,False,False
3989,False,False
3990,False,False
3991,False,False
3992,False,False
3993,False,False
3994,False,False
3995,False,False
3996,False,False
3997,False,False
3998,False,False
3999,False,False
4000,False,False
4001,False,False
4002,False,False
4003,False,False
4004,False,False
4005,False,False
4006,False,False
4007,False,False
4008,False,False
4009,False,False
4010,False,False
4011,False,False
4012,False,False
4013,False,False
4014,False,False
4015,False,False
4016,False,False
4017,False,False
4018,False,False
4019,False,False
4020,False,False
4021,False,False
4022,False,False
4023,False,False
4024,False,False
4025,False,False
4026,False,False
4027,False,False
4028,False,False
4029,False,False
4030,False,False
4031,False,False
4032,False,False
4033,False,False
4034,False,False
4035,False,False
4036,False,False
4037,False,False
4038,False,False
4039,False,False
4040,False,False
4041,False,False
4042,False,False
4043,False,False
4044,False,False
4045,False,False
4046,False,False
4047,False,False
4048,False,False
4049,False,False
4050,False,False
4051,False,False
4052,False,False
4053,False,False
4054,False,False
4055,False,False
4056,False,False
4057,False,False
4058,False,False
4059,False,False
4060,False,False
4061,False,False
4062,False,False
4063,False,False
4064,False,False
4065,False,False
4066,False,False
4067,False,False
4068,False,False
4069,False,False
4070,False,False
4071,False,False
4072,False,False
4073,False,False
4074,False,False
4075,False,False
4076,False,False
4077,False,False
4078,False,False
4079,False,False
4080,False,False
4081,False,False
4082,False,False
4083,False,False
4084,False,False
4085,False,False
4086,False,False
4087,False,False
4088,False,False
4089,False,False
4090,False,False
4091,False,False
4092,False,False
4093,False,False
4094,False,False
4095,False,False
4096,False,False
4097,False,False
4098,False,False
4099,False,False
4100,False,False
4101,False,False
4102,False,False
4103,False,False
4104,False,False
4105,False,False
4106,False,False
4107,False,False
4108,False,False
4109,False,False
4110,False,False
4111,False,False
4112,False,False
4113,False,False
4114,False,False
4115,False,False
4116,False,False
4117,False,False
4118,False,False
4119,False,False
4120,False,False
4121,False,False
4122,False,False
4123,False,False
4124,False,False
4125,False,False
4126,False,False
4127,False,False
4128,False,False
4129,False,False
4130,False,False
4131,False,False
4132,False,False
4133,False,False
4134,False,False
4135,False,False
4136,False,False
4137,False,False
4138,False,False
4139,False,False
4140,False,False
4141,False,False
4142,False,False
4143,False,False
4144,False,False
4145,False,False
4146,False,False
4147,False,False
4148,False,False
4149,False,False
4150,False,False
4151,False,False
4152,False,False
4153,False,False
4154,False,False
4155,False,False
4156,False,False
4157,False,False
4158,False,False
4159,False,False
4160,False,False
4161,False,False
4162,False,False
4163,False,False
4164,False,False
4165,False,False
4166,False,False
4167,False,False
4168,False,False
4169,False,False
4170,False,False
4171,False,False
4172,False,False
4173,False,False
4174,False,False
4175,False,False
4176,False,False
4177,False,False
4178,False,False
4179,False,False
4180,False,False
4181,False,False
4182,False,False
4183,False,False
4184,False,False
4185,False,False
4186,False,False
4187,False,False
4188,False,False
4189,False,False
4190,False,False
4191,False,False
4192,False,False
4193,False,False
4194,False,False
4195,False,False
4196,False,False
4197,False,False
4198,False,False
4199,False,False
4200,False,False
4201,False,False
4202,False,False
4203,False,False
4204,False,False
4205,False,False
4206,False,False
4207,False,False
4208,False,False
4209,False,False
4210,False,False
4211,False,False
4212,False,False
4213,False,False
4214,False,False
4215,False,False
4216,False,False
4217,False,False
4218,False,False
4219,False,False
4220,False,False
4221,False,False
4222,False,False
4223,False,False
4224,False,False
4225,False,False
4226,False,False
4227,False,False
4228,False,False
4229,False,False
4230,False,False
4231,False,False
4232,False,False
4233,False,False
4234,False,False
4235,False,False
4236,False,False
4237,False,False
4238,False,False
4239,False,False
4240,False,False
4241,False,False
4242,False,False
4243,False,False
4244,False,False
4245,False,False
4246,False,False
4247,False,False
4248,False,False
4249,False,False
4250,False,False
4251,False,False
4252,False,False
4253,False,False
4254,False,False
4255,False,False
4256,False,False
4257,False,False
4258,False,False
4259,False,False
4260,False,False
4261,False,False
4262,False,False
4263,False,False
4264,False,False
4265,False,False
4266,False,False
4267,False,False
4268,False,False
4269,False,False
4270,False,False
4271,False,False
4272,False,False
4273,False,False
4274,False,False
4275,False,False
4276,False,False
4277,False,False
4278,False,False
4279,False,False
4280,False,False
4281,False,False
4282,False,False
4283,False,False
4284,False,False
4285,False,False
4286,False,False
4287,False,False
4288,False,False
4289,False,False
4290,False,False
4291,False,False
4292,False,False
4293,False,False
4294,False,False
4295,False,False
4296,False,False
4297,False,False
4298,False,False
4299,False,False
4300,False,False
4301,False,False
4302,False,False
4303,False,False
4304,False,False
4305,False,False
4306,False,False
4307,False,False
4308,False,False
4309,False,False
4310,False,False
4311,False,False
4312,False,False
4313,False,False
4314,False,False
4315,False,False
4316,False,False
4317,False,False
4318,False,False
4319,False,False
4320,False,False
4321,False,False
4322,False,False
4323,False,False
4324,False,False
4325,False,False
4326,False,False
4327,False,False
4328,False,False
4329,False,False
4330,False,False
4331,False,False
4332,False,False
4333,False,False
4334,False,False
4335,False,False
4336,False,False
4337,False,False
4338,False,False
4339,False,False
4340,False,False
4341,False,False
4342,False,False
4343,False,False
4344,False,False
4345,False,False
4346,False,False
4347,False,False
4348,False,False
4349,False,False
4350,False,False
4351,False,False
4352,False,False
4353,False,False
4354,False,False
4355,False,False
4356,False,False
4357,False,False
4358,False,False
4359,False,False
4360,False,False
4361,False,False
4362,False,False
4363,False,False
4364,False,False
4365,False,False
4366,False,False
4367,False,False
4368,False,False
4369,False,False
4370,False,False
4371,False,False
4372,False,False
4373,False,False
4374,False,False
4375,False,False
4376,False,False
4377,False,False
4378,False,False
4379,False,False
4380,False,False
4381,False,False
4382,False,False
4383,False,False
4384,False,False
4385,False,False
4386,False,False
4387,False,False
4388,False,False
4389,False,False
4390,False,False
4391,False,False
4392,False,False
4393,False,False
4394,False,False
4395,False,False
4396,False,False
4397,False,False
4398,False,False
4399,False,False
4400,False,False
4401,False,False
4402,False,False
4403,False,False
4404,False,False
4405,False,False
4406,False,False
4407,False,False
4408,False,False
4409,False,False
4410,False,False
4411,False,False
4412,False,False
4413,False,False
4414,False,False
4415,False,False
4416,False,False
4417,False,False
4418,False,False
4419,False,False
4420,False,False
4421,False,False
4422,False,False
4423,False,False
4424,False,False
4425,False,False
4426,False,False
4427,False,False
4428,False,False
4429,False,False
4430,False,False
4431,False,False
4432,False,False
4433,False,False
4434,False,False
4435,False,False
4436,False,False
4437,False,False
4438,False,False
4439,False,False
4440,False,False
4441,False,False
4442,False,False
4443,False,False
4444,False,False
4445,False,False
4446,False,False
4447,False,False
4448,False,False
4449,False,False
4450,False,False
4451,False,False
4452,False,False
4453,False,False
4454,False,False
4455,False,False
4456,False,False
4457,False,False
4458,False,False
4459,False,False
4460,False,False
4461,False,False
4462,False,False
4463,False,False
4464,False,False
4465,False,False
4466,False,False
4467,False,False
4468,False,False
4469,False,False
4470,False,False
4471,False,False
4472,False,False
4473,False,False
4474,False,False
4475,False,False
4476,False,False
4477,False,False
4478,False,False
4479,False,False
4480,False,False
4481,False,False
4482,False,False
4483,False,False
4484,False,False
4485,False,False
4486,False,False
4487,False,False
4488,False,False
4489,False,False
4490,False,False
4491,False,False
4492,False,False
4493,False,False
4494,False,False
4495,False,False
4496,False,False
4497,False,False
4498,False,False
4499,False,False
4500,False,False
4501,False,False
4502,False,False
4503,False,False
4504,False,False
4505,False,False
4506,False,False
4507,False,False
4508,False,False
4509,False,False
4510,False,False
4511,False,False
4512,False,False
4513,False,False
4514,False,False
4515,False,False
4516,False,False
4517,False,False
4518,False,False
4519,False,False
4520,False,False
4521,False,False
4522,False,False
4523,False,False
4524,False,False
4525,False,False
4526,False,False
4527,False,False
4528,False,False
4529,False,False
4530,False,False
4531,False,False
4532,False,False
4533,False,False
4534,False,False
4535,False,False
4536,False,False
4537,False,False
4538,False,False
4539,False,False
4540,False,False
4541,False,False
4542,False,False
4543,False,False
4544,False,False
4545,False,False
4546,False,False
4547,False,False
4548,False,False
4549,False,False
4550,False,False
4551,False,False
4552,False,False
4553,False,False
4554,False,False
4555,False,False
4556,False,False
4557,False,False
4558,False,False
4559,False,False
4560,False,False
4561,False,False
4562,False,False
4563,False,False
4564,False,False
4565,False,False
4566,False,False
4567,False,False
4568,False,False
4569,False,False
4570,False,False
4571,False,False
4572,False,False
4573,False,False
4574,False,False
4575,False,False
4576,False,False
4577,False,False
4578,False,False
4579,False,False
4580,False,False
4581,False,False
4582,False,False
4583,False,False
4584,False,False
4585,False,False
4586,False,False
4587,False,False
4588,False,False
4589,False,False
4590,False,False
4591,False,False
4592,False,False
4593,False,False
4594,False,False
4595,False,False
4596,False,False
4597,False,False
4598,False,False
4599,False,False
4600,False,False
4601,False,False
4602,False,False
4603,False,False
4604,False,False
4605,False,False
4606,False,False
4607,False,False
4608,False,False
4609,False,False
4610,False,False
4611,False,False
4612,False,False
4613,False,False
4614,False,False
4615,False,False
4616,False,False
4617,False,False
4618,False,False
4619,False,False
4620,False,False
4621,False,False
4622,False,False
4623,False,False
4624,False,False
4625,False,False
4626,False,False
4627,False,False
4628,False,False
4629,False,False
4630,False,False
4631,False,False
4632,False,False
4633,False,False
4634,False,False
4635,False,False
4636,False,False
4637,False,False
4638,False,False
4639,False,False
4640,False,False
4641,False,False
4642,False,False
4643,False,False
4644,False,False
4645,False,False
4646,False,False
4647,False,False
4648,False,False
4649,False,False
4650,False,False
4651,False,False
4652,False,False
4653,False,False
4654,False,False
4655,False,False
4656,False,False
4657,False,False
4658,False,False
4659,False,False
4660,False,False
4661,False,False
4662,False,False
4663,False,False
4664,False,False
4665,False,False
4666,False,False
4667,False,False
4668,False,False
4669,False,False
4670,False,False
4671,False,False
4672,False,False
4673,False,False
4674,False,False
4675,False,False
4676,False,False
4677,False,False
4678,False,False
4679,False,False
4680,False,False
4681,False,False
4682,False,False
4683,False,False
4684,False,False
4685,False,False
4686,False,False
4687,False,False
4688,False,False
4689,False,False
4690,False,False
4691,False,False
4692,False,False
4693,False,False
4694,False,False
4695,False,False
4696,False,False
4697,False,False
4698,False,False
4699,False,False
4700,False,False
4701,False,False
4702,False,False
4703,False,False
4704,False,False
4705,False,False
4706,False,False
4707,False,False
4708,False,False
4709,False,False
4710,False,False
4711,False,False
4712,False,False
4713,False,False
4714,False,False
4715,False,False
4716,False,False
4717,False,False
4718,False,False
4719,False,False
4720,False,False
4721,False,False
4722,False,False
4723,False,False
4724,False,False
4725,False,False
4726,False,False
4727,False,False
4728,False,False
4729,False,False
4730,False,False
4731,False,False
4732,False,False
4733,False,False
4734,False,False
4735,False,False
4736,False,False
4737,False,False
4738,False,False
4739,False,False
4740,False,False
4741,False,False
4742,False,False
4743,False,False
4744,False,False
4745,False,False
4746,False,False
4747,False,False
4748,False,False
4749,False,False
4750,False,False
4751,False,False
4752,False,False
4753,False,False
4754,False,False
4755,False,False
4756,False,False
4757,False,False
4758,False,False
4759,False,False
4760,False,False
4761,False,False
4762,False,False
4763,False,False
4764,False,False
4765,False,False
4766,False,False
4767,False,False
4768,False,False
4769,False,False
4770,False,False
4771,False,False
4772,False,False
4773,False,False
4774,False,False
4775,False,False
4776,False,False
4777,False,False
4778,False,False
4779,False,False
4780,False,False
4781,False,False
4782,False,False
4783,False,False
4784,False,False
4785,False,False
4786,False,False
4787,False,False
4788,False,False
4789,False,False
4790,False,False
4791,False,False
4792,False,False
4793,False,False
4794,False,False
4795,False,False
4796,False,False
4797,False,False
4798,False,False
4799,False,False
4800,False,False
4801,False,False
4802,False,False
4803,False,False
4804,False,False
4805,False,False
4806,False,False
4807,False,False
4808,False,False
4809,False,False
4810,False,False
4811,False,False
4812,False,False
4813,False,False
4814,False,False
4815,False,False
4816,False,False
4817,False,False
4818,False,False
4819,False,False
4820,False,False
4821,False,False
4822,False,False
4823,False,False
4824,False,False
4825,False,False
4826,False,False
4827,False,False
4828,False,False
4829,False,False
4830,False,False
4831,False,False
4832,False,False
4833,False,False
4834,False,False
4835,False,False
4836,False,False
4837,False,False
4838,False,False
4839,False,False
4840,False,False
4841,False,False
4842,False,False
4843,False,False
4844,False,False
4845,False,False
4846,False,False
4847,False,False
4848,False,False
4849,False,False
4850,False,False
4851,False,False
4852,False,False
4853,False,False
4854,False,False
4855,False,False
4856,False,False
4857,False,False
4858,False,False
4859,False,False
4860,False,False
4861,False,False
4862,False,False
4863,False,False
4864,False,False
4865,False,False
4866,False,False
4867,False,False
4868,False,False
4869,False,False
4870,False,False
4871,False,False
4872,False,False
4873,False,False
4874,False,False
4875,False,False
4876,False,False
4877,False,False
4878,False,False
4879,False,False
4880,False,False
4881,False,False
4882,False,False
4883,False,False
4884,False,False
4885,False,False
4886,False,False
4887,False,False
4888,False,False
4889,False,False
4890,False,False
4891,False,False
4892,False,False
4893,False,False
4894,False,False
4895,False,False
4896,False,False
4897,False,False
4898,False,False
4899,False,False
4900,False,False
4901,False,False
4902,False,False
4903,False,False
4904,False,False
4905,False,False
4906,False,False
4907,False,False
4908,False,False
4909,False,False
4910,False,False
4911,False,False
4912,False,False
4913,False,False
4914,False,False
4915,False,False
4916,False,False
4917,False,False
4918,False,False
4919,False,False
4920,False,False
4921,False,False
4922,False,False
4923,False,False
4924,False,False
4925,False,False
4926,False,False
4927,False,False
4928,False,False
4929,False,False
4930,False,False
4931,False,False
4932,False,False
4933,False,False
4934,False,False
4935,False,False
4936,False,False
4937,False,False
4938,False,False
4939,False,False
4940,False,False
4941,False,False
4942,False,False
4943,False,False
4944,False,False
4945,False,False
4946,False,False
4947,False,False
4948,False,False
4949,False,False
4950,False,False
4951,False,False
4952,False,False
4953,False,False
4954,False,False
4955,False,False
4956,False,False
4957,False,False
4958,False,False
4959,False,False
4960,False,False
4961,False,False
4962,False,False
4963,False,False
4964,False,False
4965,False,False
4966,False,False
4967,False,False
4968,False,False
4969,False,False
4970,False,False
4971,False,False
4972,False,False
4973,False,False
4974,False,False
4975,False,False
4976,False,False
4977,False,False
4978,False,False
4979,False,False
4980,False,False
4981,False,False
4982,False,False
4983,False,False
4984,False,False
4985,False,False
4986,False,False
4987,False,False
4988,False,False
4989,False,False
4990,False,False
4991,False,False
4992,False,False
4993,False,False
4994,False,False
4995,False,False
4996,False,False
4997,False,False
4998,False,False
4999,False,False
5000,False,False
5001,False,False
5002,False,False
5003,False,False
5004,False,False
5005,False,False
5006,False,False
5007,False,False
5008,False,False
5009,False,False
5010,False,False
5011,False,False
5012,False,False
5013,False,False
5014,False,False
5015,False,False
5016,False,False
5017,False,False
5018,False,False
5019,False,False
5020,False,False
5021,False,False
5022,False,False
5023,False,False
5024,False,False
5025,False,False
5026,False,False
5027,False,False
5028,False,False
5029,False,False
5030,False,False
5031,False,False
5032,False,False
5033,False,False
5034,False,False
5035,False,False
5036,False,False
5037,False,False
5038,False,False
5039,False,False
5040,False,False
5041,False,False
5042,False,False
5043,False,False
5044,False,False
5045,False,False
5046,False,False
5047,False,False
5048,False,False
5049,False,False
5050,False,False
5051,False,False
5052,False,False
5053,False,False
5054,False,False
5055,False,False
5056,False,False
5057,False,False
5058,False,False
5059,False,False
5060,False,False
5061,False,False
5062,False,False
5063,False,False
5064,False,False
5065,False,False
5066,False,False
5067,False,False
5068,False,False
5069,False,False
5070,False,False
5071,False,False
5072,False,False
5073,False,False
5074,False,False
5075,False,False
5076,False,False
5077,False,False
5078,False,False
5079,False,False
5080,False,False
5081,False,False
5082,False,False
5083,False,False
5084,False,False
5085,False,False
5086,False,False
5087,False,False
5088,False,False
5089,False,False
5090,False,False
5091,False,False
5092,False,False
5093,False,False
5094,False,False
5095,False,False
5096,False,False
5097,False,False
5098,False,False
5099,False,False
5100,False,False
5101,False,False
5102,False,False
5103,False,False
5104,False,False
5105,False,False
5106,False,False
5107,False,False
5108,False,False
5109,False,False
5110,False,False
5111,False,False
5112,False,False
5113,False,False
5114,False,False
5115,False,False
5116,False,False
5117,False,False
5118,False,False
5119,False,False
5120,False,False
5121,False,False
5122,False,False
5123,False,False
5124,False,False
5125,False,False
5126,False,False
5127,False,False
5128,False,False
5129,False,False
5130,False,False
5131,False,False
5132,False,False
5133,False,False
5134,False,False
5135,False,False
5136,False,False
5137,False,False
5138,False,False
5139,False,False
5140,False,False
5141,False,False
5142,False,False
5143,False,False
5144,False,False
5145,False,False
5146,False,False
5147,False,False
5148,False,False
5149,False,False
5150,False,False
5151,False,False
5152,False,False
5153,False,False
5154,False,False
5155,False,False
5156,False,False
5157,False,False
5158,False,False
5159,False,False
5160,False,False
5161,False,False
5162,False,False
5163,False,False
5164,False,False
5165,False,False
5166,False,False
5167,False,False
5168,False,False
5169,False,False
5170,False,False
5171,False,False
5172,False,False
5173,False,False
5174,False,False
5175,False,False
5176,False,False
5177,False,False
5178,False,False
5179,False,False
5180,False,False
5181,False,False
5182,False,False
5183,False,False
5184,False,False
5185,False,False
5186,False,False
5187,False,False
5188,False,False
5189,False,False
5190,False,False
5191,False,False
5192,False,False
5193,False,False
5194,False,False
5195,False,False
5196,False,False
5197,False,False
5198,False,False
5199,False,False
5200,False,False
5201,False,False
5202,False,False
5203,False,False
5204,False,False
5205,False,False
5206,False,False
5207,False,False
5208,False,False
5209,False,False
5210,False,False
5211,False,False
5212,False,False
5213,False,False
5214,False,False
5215,False,False
5216,False,False
5217,False,False
5218,False,False
5219,False,False
5220,False,False
5221,False,False
5222,False,False
5223,False,False
5224,False,False
5225,False,False
5226,False,False
5227,False,False
5228,False,False
5229,False,False
5230,False,False
5231,False,False
5232,False,False
5233,False,False
5234,False,False
5235,False,False
5236,False,False
5237,False,False
5238,False,False
5239,False,False
5240,False,False
5241,False,False
5242,False,False
5243,False,False
5244,False,False
5245,False,False
5246,False,False
5247,False,False
5248,False,False
5249,False,False
5250,False,False
5251,False,False
5252,False,False
5253,False,False
5254,False,False
5255,False,False
5256,False,False
5257,False,False
5258,False,False
5259,False,False
5260,False,False
5261,False,False
5262,False,False
5263,False,False
5264,False,False
5265,False,False
5266,False,False
5267,False,False
5268,False,False
5269,False,False
5270,False,False
5271,False,False
5272,False,False
5273,False,False
5274,False,False
5275,False,False
5276,False,False
5277,False,False
5278,False,False
5279,False,False
5280,False,False
5281,False,False
5282,False,False
5283,False,False
5284,False,False
5285,False,False
5286,False,False
5287,False,False
5288,False,False
5289,False,False
5290,False,False
5291,False,False
5292,False,False
5293,False,False
5294,False,False
5295,False,False
5296,False,False
5297,False,False
5298,False,False
5299,False,False
5300,False,False
5301,False,False
5302,False,False
5303,False,False
5304,False,False
5305,False,False
5306,False,False
5307,False,False
5308,False,False
5309,False,False
5310,False,False
5311,False,False
5312,False,False
5313,False,False
5314,False,False
5315,False,False
5316,False,False
5317,False,False
5318,False,False
5319,False,False
5320,False,False
5321,False,False
5322,False,False
5323,False,False
5324,False,False
5325,False,False
5326,False,False
5327,False,False
5328,False,False
5329,False,False
5330,False,False
5331,False,False
5332,False,False
5333,False,False
5334,False,False
5335,False,False
5336,False,False
5337,False,False
5338,False,False
5339,False,False
5340,False,False
5341,False,False
5342,False,False
5343,False,False
5344,False,False
5345,False,False
5346,False,False
5347,False,False
5348,False,False
5349,False,False
5350,False,False
5351,False,False
5352,False,False
5353,False,False
5354,False,False
5355,False,False
5356,False,False
5357,False,False
5358,False,False
5359,False,False
5360,False,False
5361,False,False
5362,False,False
5363,False,False
5364,False,False
5365,False,False
5366,False,False
5367,False,False
5368,False,False
5369,False,False
5370,False,False
5371,False,False
5372,False,False
5373,False,False
5374,False,False
5375,False,False
5376,False,False
5377,False,False
5378,False,False
5379,False,False
5380,False,False
5381,False,False
5382,False,False
5383,False,False
5384,False,False
5385,False,False
5386,False,False
5387,False,False
5388,False,False
5389,False,False
5390,False,False
5391,False,False
5392,False,False
5393,False,False
5394,False,False
5395,False,False
5396,False,False
5397,False,False
5398,False,False
5399,False,False
5400,False,False
5401,False,False
5402,False,False
5403,False,False
5404,False,False
5405,False,False
5406,False,False
5407,False,False
5408,False,False
5409,False,False
5410,False,False
5411,False,False
5412,False,False
5413,False,False
5414,False,False
5415,False,False
5416,False,False
5417,False,False
5418,False,False
5419,False,False
5420,False,False
5421,False,False
5422,False,False
5423,False,False
5424,False,False
5425,False,False
5426,False,False
5427,False,False
5428,False,False
5429,False,False
5430,False,False
5431,False,False
5432,False,False
5433,False,False
5434,False,False
5435,False,False
5436,False,False
5437,False,False
5438,False,False
5439,False,False
5440,False,False
