,participant,frame,pose,hand_left,hand_right,leftHandTouching,rightHandTouching
696,p_100,0,"[133.64, 92.8761, 0.919428, 128.267, 135.025, 0.858991, 92.8966, 129.64, 0.817283, 82.0148, 190.779, 0.783083, 116.049, 135.034, 0.836392, 167.606, 136.448, 0.845211, 192.143, 192.114, 0.847802, 159.566, 221.98, 0.873391, 132.344, 228.822, 0.705577, 103.854, 228.819, 0.709847, 92.9738, 276.398, 0.813662, 113.326, 395.978, 0.71139, 158.143, 230.193, 0.686582, 201.71, 270.949, 0.773906, 170.369, 394.639, 0.606944, 124.169, 84.751, 0.906978, 137.758, 83.4482, 0.886138, 111.931, 91.5303, 0.905661, 147.255, 90.1765, 0.739966, 182.616, 440.88, 0.640938, 190.792, 438.112, 0.632543, 158.136, 406.846, 0.523146, 128.277, 443.58, 0.563646, 118.725, 440.837, 0.523238, 120.089, 401.426, 0.449736]","[160.198, 222.017, 0.482353, 149.709, 220.008, 0.522157, 136.988, 221.794, 0.724496, 131.855, 227.596, 0.376473, 130.07, 233.398, 0.273735, 141.452, 223.579, 0.504517, 133.641, 230.72, 0.732566, 129.177, 234.737, 0.771372, 126.276, 237.862, 0.834222, 147.031, 227.819, 0.58499, 137.435, 236.3, 0.822933, 132.078, 239.87, 0.844675, 128.285, 241.656, 0.777037, 151.271, 232.506, 0.527009, 141.452, 240.986, 0.630313, 136.096, 243.218, 0.795877, 132.525, 244.557, 0.727628, 152.833, 236.523, 0.599184, 145.022, 241.656, 0.679475, 141.228, 243.218, 0.488577, 138.997, 243.441, 0.497611]","[119.294, 136.072, 0.475638, 117.431, 127.819, 0.608749, 119.56, 115.839, 0.78529, 125.684, 107.32, 0.654205, 128.08, 99.0672, 0.70022, 125.684, 117.17, 0.718155, 133.67, 107.32, 0.748675, 136.865, 102.528, 0.737131, 138.995, 99.8659, 0.517365, 130.209, 120.631, 0.77235, 138.462, 110.515, 0.693531, 140.858, 106.788, 0.723668, 140.592, 104.658, 0.554826, 133.67, 124.625, 0.728517, 140.326, 115.573, 0.699399, 142.722, 111.314, 0.86021, 142.456, 108.918, 0.773108, 136.865, 128.086, 0.812815, 141.391, 121.696, 0.789064, 143.254, 117.703, 0.871411, 143.787, 115.307, 0.886178]",False,False
1481,p_100,1,"[133.64, 92.8762, 0.919451, 128.265, 135.025, 0.859288, 92.8943, 129.639, 0.817482, 82.0153, 190.778, 0.783952, 116.049, 135.034, 0.836654, 167.607, 136.448, 0.845577, 192.144, 192.114, 0.847963, 159.567, 221.98, 0.872407, 132.33, 228.817, 0.703303, 103.84, 228.82, 0.714116, 92.9752, 276.403, 0.812692, 113.313, 396.008, 0.708973, 158.136, 230.186, 0.6841, 201.709, 270.947, 0.774076, 170.368, 394.646, 0.603071, 124.169, 84.751, 0.906992, 137.758, 83.4482, 0.88607, 111.931, 91.5305, 0.905729, 147.256, 90.177, 0.740095, 182.626, 440.892, 0.638123, 190.79, 438.125, 0.630991, 158.132, 406.851, 0.526541, 129.633, 446.284, 0.578691, 120.103, 442.197, 0.5282, 118.74, 402.776, 0.436238]","[160.198, 222.016, 0.481532, 149.709, 220.008, 0.521914, 136.989, 221.793, 0.725731, 131.856, 227.819, 0.37425, 130.071, 233.398, 0.272757, 141.452, 223.579, 0.499263, 133.641, 230.72, 0.728962, 129.178, 234.737, 0.769489, 126.277, 237.861, 0.834105, 147.031, 227.819, 0.582159, 137.435, 236.299, 0.821789, 132.079, 239.87, 0.841659, 128.285, 241.655, 0.774335, 151.271, 232.505, 0.522426, 141.452, 240.986, 0.628085, 136.096, 243.44, 0.794052, 132.526, 244.556, 0.727968, 152.834, 236.522, 0.597715, 145.023, 241.655, 0.678757, 141.229, 243.217, 0.48829, 138.997, 243.44, 0.496237]","[119.293, 136.072, 0.47516, 117.43, 127.82, 0.608567, 119.56, 115.84, 0.784984, 125.682, 107.321, 0.654527, 128.078, 99.0684, 0.704969, 125.682, 117.171, 0.719128, 133.669, 107.321, 0.74931, 136.864, 102.529, 0.738303, 138.993, 99.8671, 0.517895, 130.208, 120.632, 0.773502, 138.461, 110.516, 0.694979, 140.857, 106.789, 0.72557, 140.591, 104.659, 0.556304, 133.669, 124.625, 0.729586, 140.324, 115.574, 0.700967, 142.72, 111.314, 0.860793, 142.454, 108.918, 0.77331, 136.864, 128.086, 0.812734, 141.389, 121.697, 0.789759, 143.253, 117.704, 0.871475, 143.785, 115.308, 0.88683]",False,False
1765,p_100,2,"[133.64, 92.8762, 0.919486, 128.265, 135.025, 0.859308, 92.8943, 129.638, 0.817567, 82.0154, 190.777, 0.784273, 116.049, 135.034, 0.836666, 167.607, 136.448, 0.845607, 192.144, 192.114, 0.847971, 159.567, 221.98, 0.872312, 132.327, 228.813, 0.70317, 103.84, 228.815, 0.714667, 92.9904, 276.372, 0.805497, 113.313, 396.009, 0.707573, 158.132, 230.184, 0.683415, 201.709, 270.947, 0.774088, 170.369, 394.646, 0.603173, 124.169, 84.751, 0.906991, 137.758, 83.4483, 0.886059, 111.931, 91.5306, 0.90577, 147.256, 90.1771, 0.740167, 182.626, 440.892, 0.638514, 190.79, 438.124, 0.631155, 158.132, 406.85, 0.527054, 129.632, 446.287, 0.580637, 120.104, 442.199, 0.53062, 118.738, 402.778, 0.435435]","[160.199, 222.017, 0.48286, 149.71, 220.008, 0.522065, 136.989, 221.794, 0.725583, 131.856, 227.819, 0.372076, 130.071, 233.398, 0.272169, 141.453, 223.579, 0.500278, 133.642, 230.72, 0.730577, 129.178, 234.737, 0.769955, 126.277, 237.862, 0.834368, 147.032, 227.819, 0.583849, 137.436, 236.3, 0.822053, 132.08, 239.87, 0.8413, 128.286, 241.656, 0.774087, 151.272, 232.506, 0.525507, 141.453, 240.986, 0.629274, 136.097, 243.441, 0.795387, 132.526, 244.557, 0.728328, 152.834, 236.523, 0.599498, 145.023, 241.656, 0.679428, 141.229, 243.218, 0.489564, 138.998, 243.441, 0.498356]","[119.293, 136.073, 0.475562, 117.43, 127.82, 0.608945, 119.56, 115.84, 0.785097, 125.682, 107.321, 0.6543, 128.078, 99.0687, 0.704221, 125.682, 117.171, 0.71925, 133.669, 107.321, 0.749116, 136.863, 102.53, 0.738131, 138.993, 99.8674, 0.517915, 130.208, 120.632, 0.773754, 138.461, 110.516, 0.695983, 140.857, 106.789, 0.725973, 140.59, 104.659, 0.555887, 133.669, 124.625, 0.729656, 140.324, 115.574, 0.701832, 142.72, 111.315, 0.861393, 142.454, 108.919, 0.771384, 136.863, 128.086, 0.813008, 141.389, 121.697, 0.789668, 143.253, 117.704, 0.871181, 143.785, 115.308, 0.886962]",False,False
1741,p_100,3,"[133.64, 92.8762, 0.919449, 128.265, 135.025, 0.859288, 92.8943, 129.639, 0.817536, 82.0154, 190.778, 0.784132, 116.049, 135.034, 0.836663, 167.607, 136.448, 0.845624, 192.144, 192.114, 0.847935, 159.567, 221.98, 0.872579, 132.329, 228.817, 0.703598, 103.842, 228.82, 0.714542, 92.9844, 276.369, 0.807636, 113.313, 396.008, 0.707895, 158.133, 230.188, 0.684405, 201.709, 270.946, 0.774227, 170.369, 394.646, 0.603013, 124.169, 84.751, 0.907054, 137.758, 83.4482, 0.886116, 111.931, 91.5305, 0.90573, 147.256, 90.1769, 0.740025, 182.626, 440.893, 0.638061, 190.79, 438.125, 0.631, 158.132, 406.851, 0.526971, 129.632, 446.288, 0.5809, 120.103, 442.2, 0.530607, 118.739, 402.776, 0.435591]","[160.199, 222.017, 0.481693, 149.71, 220.008, 0.521847, 136.989, 221.794, 0.725627, 131.856, 227.819, 0.373773, 130.071, 233.398, 0.272694, 141.453, 223.579, 0.498995, 133.642, 230.72, 0.729696, 129.178, 234.737, 0.76968, 126.277, 237.862, 0.834168, 147.032, 227.819, 0.582354, 137.436, 236.299, 0.821872, 132.08, 239.87, 0.840909, 128.286, 241.655, 0.773837, 151.272, 232.506, 0.522616, 141.453, 240.986, 0.62864, 136.097, 243.441, 0.794852, 132.526, 244.557, 0.72881, 152.834, 236.523, 0.598512, 145.023, 241.655, 0.679227, 141.229, 243.218, 0.489401, 138.998, 243.441, 0.498344]","[119.293, 136.072, 0.475581, 117.43, 127.82, 0.609011, 119.56, 115.84, 0.785229, 125.682, 107.321, 0.654356, 128.078, 99.0685, 0.704536, 125.682, 117.171, 0.719302, 133.669, 107.321, 0.749235, 136.864, 102.529, 0.738339, 138.993, 99.8671, 0.51784, 130.208, 120.632, 0.773538, 138.461, 110.516, 0.694951, 140.857, 106.789, 0.725584, 140.591, 104.659, 0.556315, 133.669, 124.625, 0.729602, 140.324, 115.574, 0.700973, 142.72, 111.314, 0.860748, 142.454, 108.918, 0.773365, 136.864, 128.086, 0.812771, 141.389, 121.697, 0.78977, 143.253, 117.704, 0.871516, 143.785, 115.308, 0.886832]",False,False
686,p_100,4,"[133.641, 92.8752, 0.919517, 128.264, 135.022, 0.859431, 92.8942, 129.63, 0.819686, 82.0027, 190.765, 0.778266, 116.049, 135.036, 0.83719, 167.607, 136.45, 0.845487, 192.148, 192.112, 0.847822, 159.566, 221.98, 0.874376, 132.321, 228.822, 0.701892, 103.84, 228.823, 0.713449, 92.9732, 276.374, 0.808603, 113.284, 396.001, 0.693859, 158.124, 230.195, 0.683683, 201.711, 270.959, 0.772305, 170.368, 394.648, 0.603697, 124.169, 84.7518, 0.907579, 137.757, 83.4458, 0.887282, 111.93, 91.5341, 0.906954, 147.257, 90.174, 0.740478, 182.634, 440.891, 0.638143, 190.794, 438.122, 0.630423, 158.132, 406.856, 0.526159, 124.179, 408.212, 0.0741095, 0, 0, 0, 117.38, 401.452, 0.433475]","[160.195, 222.018, 0.482385, 149.707, 220.009, 0.522185, 136.987, 221.794, 0.726091, 131.854, 227.597, 0.376515, 130.069, 233.399, 0.274582, 141.45, 223.58, 0.504993, 133.639, 230.721, 0.729266, 129.176, 234.738, 0.770562, 126.275, 237.862, 0.835378, 147.029, 227.82, 0.585438, 137.433, 236.3, 0.82318, 132.077, 239.87, 0.841986, 128.284, 241.656, 0.773033, 151.269, 232.506, 0.532482, 141.45, 240.986, 0.630871, 136.094, 243.441, 0.797067, 132.524, 244.557, 0.731029, 152.831, 236.523, 0.598126, 145.021, 241.656, 0.680389, 141.227, 243.218, 0.491622, 138.995, 243.441, 0.497896]","[119.299, 136.077, 0.477754, 117.435, 127.825, 0.608754, 119.565, 115.846, 0.786253, 125.687, 107.328, 0.654349, 128.083, 99.0762, 0.7028, 125.687, 117.177, 0.714906, 133.673, 107.062, 0.745396, 136.867, 102.537, 0.737493, 138.997, 100.141, 0.525343, 130.213, 120.638, 0.77266, 138.465, 110.523, 0.696284, 140.86, 106.796, 0.716958, 140.594, 104.666, 0.5539, 133.673, 124.631, 0.729829, 140.328, 115.58, 0.698966, 142.724, 111.321, 0.860754, 142.457, 108.925, 0.780291, 136.867, 128.091, 0.81267, 141.393, 121.703, 0.786751, 143.256, 117.71, 0.871226, 143.788, 115.314, 0.886329]",False,False
1841,p_100,5,"[133.641, 92.8752, 0.919553, 128.265, 135.02, 0.858956, 92.8947, 129.624, 0.819905, 82.0122, 190.767, 0.78584, 116.049, 135.032, 0.836519, 167.608, 136.45, 0.846162, 192.147, 192.113, 0.848168, 159.565, 221.98, 0.874894, 132.308, 228.822, 0.700326, 103.83, 228.824, 0.716376, 92.9817, 276.36, 0.808439, 113.284, 396, 0.693627, 158.114, 230.193, 0.682453, 201.711, 270.959, 0.772355, 170.368, 394.648, 0.603427, 124.169, 84.7518, 0.907557, 137.757, 83.4459, 0.887305, 111.93, 91.5344, 0.907235, 147.256, 90.1739, 0.74051, 182.634, 440.891, 0.638268, 190.794, 438.122, 0.630675, 158.132, 406.856, 0.525904, 124.183, 408.211, 0.0740302, 0, 0, 0, 117.378, 401.451, 0.433435]","[160.194, 222.018, 0.482716, 149.706, 220.009, 0.522358, 136.986, 221.795, 0.726076, 131.853, 227.597, 0.374898, 130.068, 233.399, 0.273005, 141.449, 223.58, 0.503792, 133.638, 230.721, 0.730736, 129.175, 234.738, 0.772447, 126.274, 237.862, 0.836038, 147.251, 227.597, 0.584429, 137.432, 236.3, 0.822967, 132.076, 239.871, 0.842163, 128.282, 241.656, 0.773955, 151.268, 232.506, 0.53223, 141.449, 240.986, 0.630996, 136.093, 243.441, 0.798199, 132.522, 244.557, 0.7315, 152.83, 236.523, 0.599065, 145.019, 241.656, 0.681699, 141.226, 243.218, 0.492267, 138.994, 243.441, 0.499553]","[119.296, 136.072, 0.475187, 117.432, 127.82, 0.607651, 119.562, 115.841, 0.784837, 125.685, 107.323, 0.655178, 128.08, 99.0705, 0.700021, 125.685, 117.172, 0.715157, 133.67, 107.323, 0.74771, 136.865, 102.531, 0.741121, 138.994, 100.135, 0.526549, 130.21, 120.632, 0.771508, 138.462, 110.517, 0.69105, 140.858, 106.79, 0.724065, 140.591, 104.661, 0.558347, 133.67, 124.625, 0.728118, 140.325, 115.575, 0.699424, 142.721, 111.316, 0.861494, 142.455, 108.92, 0.776089, 136.865, 128.086, 0.812563, 141.39, 121.697, 0.789911, 143.253, 117.704, 0.870978, 143.786, 115.308, 0.88717]",False,False
1297,p_100,6,"[133.641, 92.8752, 0.919553, 128.265, 135.02, 0.858956, 92.8948, 129.624, 0.819905, 82.0122, 190.767, 0.78584, 116.049, 135.032, 0.836519, 167.608, 136.45, 0.846162, 192.147, 192.113, 0.848168, 159.565, 221.98, 0.874894, 132.308, 228.822, 0.700327, 103.83, 228.824, 0.716374, 92.9817, 276.36, 0.808439, 113.284, 396, 0.693626, 158.114, 230.193, 0.682454, 201.711, 270.959, 0.772354, 170.368, 394.648, 0.603426, 124.169, 84.7518, 0.907556, 137.757, 83.4459, 0.887305, 111.93, 91.5343, 0.907235, 147.256, 90.1739, 0.74051, 182.634, 440.891, 0.638268, 190.794, 438.122, 0.630675, 158.132, 406.856, 0.525903, 124.183, 408.211, 0.0740327, 0, 0, 0, 117.378, 401.451, 0.433437]","[160.194, 222.018, 0.482716, 149.706, 220.009, 0.522358, 136.986, 221.795, 0.726076, 131.853, 227.597, 0.374898, 130.068, 233.399, 0.273005, 141.449, 223.58, 0.503792, 133.638, 230.721, 0.730736, 129.175, 234.738, 0.772447, 126.274, 237.862, 0.836038, 147.251, 227.597, 0.584429, 137.432, 236.3, 0.822967, 132.076, 239.871, 0.842163, 128.282, 241.656, 0.773955, 151.268, 232.506, 0.53223, 141.449, 240.986, 0.630996, 136.093, 243.441, 0.798199, 132.522, 244.557, 0.7315, 152.83, 236.523, 0.599065, 145.019, 241.656, 0.681699, 141.226, 243.218, 0.492267, 138.994, 243.441, 0.499553]","[119.296, 136.072, 0.475142, 117.432, 127.82, 0.607764, 119.562, 115.841, 0.784759, 125.684, 107.323, 0.655138, 128.08, 99.0705, 0.699959, 125.684, 117.172, 0.715067, 133.67, 107.323, 0.747708, 136.865, 102.531, 0.741122, 138.994, 100.135, 0.526585, 130.21, 120.632, 0.771558, 138.196, 110.783, 0.691023, 140.858, 106.79, 0.724053, 140.591, 104.661, 0.558378, 133.67, 124.625, 0.728139, 140.325, 115.575, 0.699377, 142.721, 111.315, 0.861459, 142.455, 108.92, 0.776115, 136.865, 128.086, 0.812472, 141.39, 121.697, 0.790046, 143.253, 117.704, 0.870971, 143.786, 115.308, 0.887197]",False,False
1695,p_100,7,"[133.641, 92.8752, 0.919554, 128.265, 135.02, 0.858957, 92.8947, 129.624, 0.819906, 82.0122, 190.767, 0.785841, 116.049, 135.032, 0.836519, 167.608, 136.45, 0.846162, 192.147, 192.113, 0.848171, 159.565, 221.98, 0.874895, 132.308, 228.822, 0.700327, 103.83, 228.824, 0.716374, 92.9817, 276.36, 0.808439, 113.284, 396, 0.693627, 158.114, 230.193, 0.682455, 201.711, 270.959, 0.772354, 170.368, 394.648, 0.603449, 124.169, 84.7518, 0.907557, 137.757, 83.4459, 0.887307, 111.93, 91.5344, 0.907236, 147.256, 90.1739, 0.740492, 182.634, 440.891, 0.638396, 190.793, 438.122, 0.630688, 158.132, 406.856, 0.525906, 124.183, 408.211, 0.0740226, 0, 0, 0, 117.378, 401.451, 0.433442]","[160.194, 222.018, 0.482486, 149.706, 220.009, 0.522258, 136.986, 221.795, 0.726005, 131.853, 227.597, 0.375005, 130.068, 233.399, 0.273045, 141.449, 223.58, 0.503765, 133.638, 230.721, 0.730721, 129.175, 234.738, 0.772447, 126.274, 237.862, 0.836038, 147.251, 227.597, 0.584533, 137.432, 236.3, 0.822983, 132.076, 239.871, 0.842166, 128.282, 241.656, 0.773952, 151.268, 232.506, 0.532294, 141.449, 240.986, 0.631, 136.093, 243.441, 0.798195, 132.522, 244.557, 0.731494, 152.83, 236.523, 0.599081, 145.019, 241.656, 0.681692, 141.226, 243.218, 0.492267, 138.994, 243.441, 0.49955]","[119.296, 136.072, 0.475142, 117.432, 127.82, 0.607764, 119.562, 115.841, 0.784759, 125.685, 107.323, 0.655138, 128.08, 99.0705, 0.699959, 125.685, 117.172, 0.715067, 133.67, 107.323, 0.747708, 136.865, 102.531, 0.741122, 138.994, 100.135, 0.526585, 130.21, 120.632, 0.771558, 138.196, 110.783, 0.691023, 140.858, 106.79, 0.724053, 140.591, 104.661, 0.558378, 133.67, 124.625, 0.728139, 140.325, 115.575, 0.699377, 142.721, 111.316, 0.861459, 142.455, 108.92, 0.776115, 136.865, 128.086, 0.812472, 141.39, 121.697, 0.790046, 143.253, 117.704, 0.870971, 143.786, 115.308, 0.887197]",False,False
1138,p_100,8,"[133.641, 92.8752, 0.91955, 128.265, 135.02, 0.85878, 92.8947, 129.624, 0.820051, 82.0123, 190.768, 0.785867, 116.049, 135.032, 0.836415, 167.607, 136.449, 0.845966, 192.147, 192.113, 0.84735, 159.566, 221.981, 0.874608, 132.307, 228.822, 0.700271, 103.831, 228.824, 0.716577, 92.9824, 276.345, 0.806431, 113.298, 395.963, 0.702638, 158.112, 230.193, 0.681631, 201.71, 270.936, 0.771206, 169.087, 395.997, 0.610706, 124.169, 84.7519, 0.907547, 137.757, 83.446, 0.887263, 111.93, 91.5343, 0.90733, 147.256, 90.1738, 0.740813, 182.64, 440.896, 0.638476, 190.793, 438.125, 0.631828, 158.13, 406.87, 0.537857, 121.488, 408.219, 0.106953, 0, 0, 0, 117.397, 400.099, 0.439221]","[160.195, 222.018, 0.482452, 149.707, 220.009, 0.522389, 136.986, 221.795, 0.726255, 131.854, 227.82, 0.375547, 130.068, 233.399, 0.275106, 141.45, 223.58, 0.50487, 133.639, 230.721, 0.731504, 129.176, 234.738, 0.772148, 126.275, 237.862, 0.835251, 147.029, 227.82, 0.585143, 137.433, 236.3, 0.823465, 132.077, 239.871, 0.842719, 128.283, 241.656, 0.77346, 151.269, 232.506, 0.532827, 141.45, 240.987, 0.631811, 136.094, 243.441, 0.79876, 132.3, 244.557, 0.731588, 152.831, 236.523, 0.599108, 145.02, 241.656, 0.681304, 141.226, 243.218, 0.492594, 138.995, 243.441, 0.498773]","[119.296, 136.072, 0.475102, 117.432, 127.819, 0.607772, 119.562, 115.841, 0.784602, 125.684, 107.322, 0.655106, 128.08, 99.0702, 0.699861, 125.684, 117.172, 0.714736, 133.67, 107.322, 0.747836, 136.865, 102.531, 0.740299, 138.994, 100.135, 0.524695, 130.21, 120.632, 0.771393, 138.462, 110.517, 0.692269, 140.858, 106.79, 0.724915, 140.591, 104.66, 0.557303, 133.67, 124.625, 0.728225, 140.325, 115.574, 0.698866, 142.721, 111.315, 0.860167, 142.455, 108.92, 0.7747, 136.865, 128.086, 0.812603, 141.39, 121.697, 0.789436, 143.253, 117.704, 0.87046, 143.786, 115.308, 0.886527]",False,False
747,p_100,9,"[133.641, 92.8752, 0.919524, 128.265, 135.02, 0.858874, 92.8947, 129.624, 0.819976, 82.0123, 190.767, 0.785803, 116.049, 135.032, 0.836501, 167.607, 136.449, 0.846099, 192.147, 192.112, 0.848167, 159.565, 221.98, 0.875027, 132.308, 228.822, 0.700275, 103.83, 228.824, 0.716389, 92.9817, 276.36, 0.808444, 113.285, 396.003, 0.692424, 158.114, 230.193, 0.68238, 201.712, 270.959, 0.772162, 169.087, 396, 0.611051, 124.169, 84.7518, 0.907521, 137.757, 83.4459, 0.887308, 111.93, 91.5343, 0.907306, 147.256, 90.1738, 0.740305, 182.64, 440.896, 0.63917, 190.793, 438.125, 0.631953, 158.13, 406.873, 0.539169, 124.186, 408.204, 0.0756116, 0, 0, 0, 117.377, 402.769, 0.433362]","[160.194, 222.018, 0.482207, 149.706, 220.009, 0.522266, 136.985, 221.795, 0.725903, 131.853, 227.82, 0.375264, 130.067, 233.399, 0.274433, 141.449, 223.58, 0.504268, 133.638, 230.721, 0.732102, 129.175, 234.738, 0.772706, 126.274, 237.862, 0.835902, 147.028, 227.82, 0.584211, 137.432, 236.3, 0.823286, 132.076, 239.871, 0.843031, 128.282, 241.656, 0.774105, 151.268, 232.506, 0.531463, 141.449, 240.986, 0.631554, 136.093, 243.441, 0.798221, 132.522, 244.557, 0.731937, 152.83, 236.523, 0.598124, 145.019, 241.656, 0.681291, 141.225, 243.218, 0.492549, 138.994, 243.441, 0.499259]","[119.296, 136.072, 0.475142, 117.432, 127.82, 0.607764, 119.562, 115.841, 0.784759, 125.685, 107.323, 0.655138, 128.08, 99.0705, 0.699959, 125.685, 117.172, 0.715067, 133.67, 107.323, 0.747708, 136.865, 102.531, 0.741122, 138.994, 100.135, 0.526585, 130.21, 120.632, 0.771558, 138.196, 110.783, 0.691023, 140.858, 106.79, 0.724053, 140.592, 104.661, 0.558378, 133.67, 124.625, 0.728139, 140.325, 115.575, 0.699377, 142.721, 111.315, 0.861459, 142.455, 108.92, 0.776115, 136.865, 128.086, 0.812472, 141.39, 121.697, 0.790046, 143.253, 117.704, 0.870971, 143.786, 115.308, 0.887197]",False,False
