,participant,frame,pose,hand_left,hand_right,leftHandTouching,rightHandTouching
224,p_46,0,"[155.411, 114.619, 0.936009, 137.742, 145.96, 0.884062, 107.851, 144.515, 0.783404, 60.2713, 198.947, 0.861776, 109.231, 215.237, 0.81245, 169.011, 148.637, 0.825624, 200.323, 198.926, 0.88862, 156.795, 220.637, 0.899739, 132.328, 235.653, 0.755841, 111.905, 236.983, 0.726159, 133.713, 277.715, 0.73982, 116.06, 396.033, 0.610906, 154.055, 235.666, 0.692254, 124.194, 243.799, 0.920812, 87.4913, 366.08, 0.499947, 147.245, 103.835, 0.960298, 160.886, 107.882, 0.837198, 130.985, 105.2, 0.725775, 169.014, 114.665, 0.280174, 61.6734, 406.869, 0.289149, 69.8231, 405.486, 0.239902, 83.4141, 378.321, 0.267124, 125.499, 432.704, 0.610988, 114.676, 429.984, 0.590716, 110.593, 400.085, 0.400779]","[153.297, 221.499, 0.532298, 147.212, 219.761, 0.531158, 138.736, 219.978, 0.558453, 134.39, 223.021, 0.309269, 131.347, 225.194, 0.300831, 133.955, 221.934, 0.818098, 128.087, 226.063, 0.649886, 127.001, 228.454, 0.582857, 126.132, 229.758, 0.475476, 136.128, 225.628, 0.88453, 131.13, 230.627, 0.839768, 133.086, 230.409, 0.52065, 135.911, 228.236, 0.45302, 139.388, 228.671, 0.776119, 134.607, 232.365, 0.706734, 136.563, 231.496, 0.534665, 138.519, 229.758, 0.573189, 141.561, 231.931, 0.700455, 138.084, 233.452, 0.558885, 139.823, 232.583, 0.618728, 141.127, 231.496, 0.580557]","[110.801, 223.265, 0.142836, 120.879, 217.96, 0.0732358, 130.957, 219.552, 0.0389136, 137.323, 223.795, 0.0262252, 137.323, 223.53, 0.023684, 130.692, 221.673, 0.0763523, 137.057, 225.652, 0.0512866, 130.692, 221.939, 0.0532072, 128.305, 230.16, 0.0582351, 129.101, 225.386, 0.094093, 133.079, 224.06, 0.0791339, 132.814, 229.365, 0.0703081, 129.101, 232.017, 0.0714651, 129.897, 226.712, 0.0579963, 133.079, 225.917, 0.0725823, 134.14, 228.304, 0.085366, 127.51, 229.895, 0.060632, 134.67, 219.286, 0.0502061, 143.953, 230.16, 0.0425358, 142.892, 230.16, 0.0457908, 136.262, 219.552, 0.0403046]",False,False
479,p_46,1,"[155.41, 114.617, 0.935789, 137.744, 145.96, 0.883942, 107.851, 144.515, 0.783396, 60.2705, 198.95, 0.862556, 109.231, 215.239, 0.812787, 169.013, 148.637, 0.825794, 200.324, 198.925, 0.888988, 156.795, 220.633, 0.897667, 132.33, 235.656, 0.756954, 111.907, 236.985, 0.726992, 133.712, 277.714, 0.739752, 116.057, 396.035, 0.612738, 154.057, 235.67, 0.692485, 124.194, 243.799, 0.920474, 87.5026, 364.774, 0.500645, 147.244, 103.833, 0.960537, 160.884, 107.88, 0.837512, 130.988, 105.199, 0.726988, 169.012, 114.663, 0.285122, 61.7011, 406.849, 0.252121, 71.2001, 402.79, 0.21414, 83.416, 376.98, 0.26452, 125.499, 432.704, 0.611683, 114.675, 429.984, 0.592237, 110.589, 400.09, 0.401872]","[153.297, 221.494, 0.534648, 147.212, 219.756, 0.532329, 138.737, 219.973, 0.560146, 134.39, 222.798, 0.305798, 131.348, 225.189, 0.301509, 133.956, 221.929, 0.81541, 128.305, 225.841, 0.659551, 127.219, 228.231, 0.588148, 126.132, 229.753, 0.490269, 136.129, 225.623, 0.884058, 131.13, 230.404, 0.844695, 133.086, 230.404, 0.519642, 135.911, 228.231, 0.449496, 139.388, 228.666, 0.773035, 134.607, 232.36, 0.705953, 136.781, 231.274, 0.535038, 138.519, 229.753, 0.573047, 141.562, 231.926, 0.700643, 138.085, 233.447, 0.557868, 139.823, 232.578, 0.620603, 140.91, 231.708, 0.582569]","[110.8, 223.266, 0.141341, 120.879, 217.962, 0.0705212, 130.957, 219.553, 0.0377697, 137.323, 223.797, 0.0265604, 137.323, 223.532, 0.0239082, 130.957, 221.675, 0.0766799, 137.057, 225.653, 0.0517982, 132.549, 219.288, 0.0507338, 128.305, 230.428, 0.0525584, 129.101, 225.388, 0.0875709, 133.344, 224.062, 0.0783833, 132.814, 229.367, 0.0701215, 129.101, 232.284, 0.0685983, 129.896, 226.449, 0.0595904, 133.079, 225.919, 0.0711704, 134.14, 227.775, 0.0833113, 127.509, 230.162, 0.0572237, 134.67, 219.288, 0.0506494, 144.219, 230.162, 0.041208, 142.892, 230.162, 0.0439517, 135.997, 219.553, 0.0399044]",False,False
553,p_46,2,"[155.41, 114.617, 0.936012, 137.743, 145.96, 0.883927, 107.851, 144.515, 0.783332, 60.2706, 198.95, 0.862748, 109.231, 215.239, 0.812713, 169.013, 148.637, 0.825851, 200.323, 198.925, 0.889062, 156.795, 220.633, 0.89773, 132.33, 235.656, 0.756894, 111.906, 236.985, 0.726885, 133.715, 277.713, 0.740878, 116.064, 396.032, 0.612727, 154.058, 235.67, 0.692459, 124.194, 243.799, 0.920708, 87.4998, 364.771, 0.499236, 147.244, 103.833, 0.960675, 160.885, 107.879, 0.837368, 130.988, 105.2, 0.727441, 169.013, 114.662, 0.286581, 61.7024, 406.848, 0.249201, 71.2039, 402.79, 0.212497, 83.4145, 376.975, 0.26306, 125.498, 432.704, 0.610389, 114.676, 429.983, 0.590849, 110.593, 400.091, 0.404976]","[153.297, 221.494, 0.534648, 147.212, 219.756, 0.532329, 138.737, 219.973, 0.560146, 134.39, 222.798, 0.305798, 131.348, 225.189, 0.301509, 133.956, 221.929, 0.81541, 128.305, 225.841, 0.659551, 127.219, 228.231, 0.588148, 126.132, 229.753, 0.490269, 136.129, 225.623, 0.884058, 131.13, 230.404, 0.844695, 133.086, 230.404, 0.519642, 135.911, 228.231, 0.449496, 139.388, 228.666, 0.773035, 134.607, 232.36, 0.705953, 136.781, 231.274, 0.535038, 138.519, 229.753, 0.573047, 141.562, 231.926, 0.700643, 138.085, 233.447, 0.557868, 139.823, 232.578, 0.620603, 140.91, 231.708, 0.582569]","[110.8, 223.267, 0.141341, 120.879, 217.962, 0.0705212, 130.957, 219.553, 0.0377697, 137.323, 223.797, 0.0265604, 137.323, 223.532, 0.0239082, 130.957, 221.675, 0.0766799, 137.057, 225.654, 0.0517982, 132.548, 219.288, 0.0507338, 128.305, 230.428, 0.0525584, 129.101, 225.388, 0.0875709, 133.344, 224.062, 0.0783833, 132.814, 229.367, 0.0701215, 129.101, 232.284, 0.0685983, 129.896, 226.449, 0.0595904, 133.079, 225.919, 0.0711704, 134.14, 227.775, 0.0833113, 127.509, 230.162, 0.0572237, 134.67, 219.288, 0.0506494, 144.218, 230.162, 0.041208, 142.892, 230.162, 0.0439517, 135.996, 219.553, 0.0399044]",False,False
546,p_46,3,"[155.41, 114.617, 0.935889, 137.744, 145.96, 0.883911, 107.851, 144.515, 0.783322, 60.2706, 198.95, 0.862732, 109.231, 215.239, 0.812708, 169.013, 148.637, 0.825902, 200.323, 198.925, 0.88909, 156.795, 220.633, 0.897743, 132.33, 235.656, 0.756852, 111.906, 236.985, 0.726832, 133.715, 277.713, 0.740799, 116.064, 396.031, 0.612435, 154.058, 235.67, 0.692439, 124.193, 243.799, 0.920668, 87.4998, 364.771, 0.499733, 147.244, 103.831, 0.961123, 160.886, 107.879, 0.837146, 130.988, 105.198, 0.727525, 169.013, 114.663, 0.287568, 61.7032, 406.848, 0.24982, 71.2037, 402.789, 0.213157, 83.4141, 376.973, 0.263318, 125.498, 432.705, 0.610268, 114.676, 429.983, 0.590589, 110.593, 400.09, 0.404737]","[153.297, 221.494, 0.534934, 147.212, 219.756, 0.532578, 138.737, 219.973, 0.560107, 134.39, 222.798, 0.305252, 131.348, 225.189, 0.301331, 133.956, 221.929, 0.815635, 128.305, 225.841, 0.660177, 127.219, 228.231, 0.588222, 126.132, 229.752, 0.490699, 136.129, 225.623, 0.884099, 131.13, 230.404, 0.84554, 133.086, 230.404, 0.519731, 135.911, 228.231, 0.45014, 139.389, 228.666, 0.772125, 134.608, 232.36, 0.706557, 136.781, 231.274, 0.535965, 138.519, 229.752, 0.574108, 141.562, 231.926, 0.701399, 138.085, 233.447, 0.558831, 139.823, 232.578, 0.621496, 140.91, 231.708, 0.583333]","[110.8, 223.267, 0.141337, 120.879, 217.962, 0.0705221, 130.957, 219.553, 0.0377721, 137.322, 223.797, 0.0265614, 137.322, 223.532, 0.0239101, 130.957, 221.675, 0.0766843, 137.057, 225.654, 0.0518053, 132.548, 219.288, 0.0507398, 128.305, 230.428, 0.0525623, 129.1, 225.388, 0.087575, 133.344, 224.062, 0.0783898, 132.814, 229.367, 0.0701281, 129.1, 232.284, 0.0685966, 129.896, 226.449, 0.05959, 133.079, 225.919, 0.0711733, 134.14, 227.775, 0.0833206, 127.509, 230.162, 0.0572255, 134.67, 219.288, 0.0506492, 144.218, 230.162, 0.041217, 142.892, 230.162, 0.0439634, 135.996, 219.553, 0.0399027]",False,False
218,p_46,4,"[155.41, 114.616, 0.935258, 136.486, 145.961, 0.884275, 107.849, 144.515, 0.782507, 60.2711, 198.952, 0.863372, 109.233, 215.246, 0.811589, 169.009, 148.636, 0.825744, 200.319, 198.918, 0.887673, 156.797, 220.629, 0.896268, 132.334, 235.659, 0.756092, 111.91, 236.988, 0.727411, 134.969, 277.712, 0.741445, 116.056, 396.017, 0.600965, 154.063, 236.964, 0.691329, 124.198, 243.795, 0.918296, 87.4839, 366.088, 0.494374, 147.244, 103.83, 0.960772, 160.888, 107.878, 0.835974, 130.989, 105.196, 0.726199, 169.013, 114.663, 0.292522, 61.6847, 408.19, 0.244933, 69.8237, 405.498, 0.20674, 82.0639, 381.049, 0.270038, 125.497, 434.03, 0.601864, 114.692, 429.995, 0.577779, 110.575, 400.084, 0.402773]","[153.299, 221.492, 0.532741, 147.215, 219.754, 0.532744, 138.74, 219.971, 0.557235, 134.394, 222.796, 0.301555, 131.352, 225.186, 0.296123, 133.959, 221.927, 0.813423, 128.31, 225.838, 0.652752, 127.223, 228.228, 0.583947, 126.354, 229.532, 0.48613, 136.132, 225.621, 0.885563, 131.134, 230.619, 0.842052, 133.09, 230.401, 0.523606, 135.915, 228.228, 0.452744, 139.392, 228.663, 0.770721, 134.611, 232.357, 0.70969, 136.784, 231.271, 0.535884, 138.523, 229.75, 0.573174, 141.565, 231.923, 0.701182, 138.088, 233.444, 0.55857, 139.826, 232.574, 0.621032, 140.913, 231.705, 0.581211]","[110.803, 223.01, 0.140797, 120.616, 218.236, 0.0768368, 130.96, 219.297, 0.0383732, 137.325, 223.806, 0.0257264, 137.325, 223.541, 0.0231612, 130.96, 221.684, 0.0749941, 137.06, 225.663, 0.0535586, 132.551, 219.297, 0.0523115, 128.573, 230.437, 0.0495903, 132.021, 225.928, 0.0886037, 135.999, 225.663, 0.0833245, 132.816, 229.641, 0.0755138, 129.634, 232.028, 0.0759281, 130.164, 226.193, 0.0617257, 133.082, 225.928, 0.0754641, 134.143, 228.05, 0.0862256, 127.247, 229.906, 0.0620799, 134.408, 219.032, 0.0506151, 144.752, 230.171, 0.0420329, 134.673, 217.175, 0.0431734, 136.264, 219.562, 0.0417301]",False,False
580,p_46,5,"[155.41, 114.616, 0.935264, 137.741, 145.96, 0.883962, 107.85, 144.514, 0.78233, 60.2703, 198.952, 0.863377, 109.232, 215.246, 0.811356, 169.009, 148.636, 0.825662, 200.321, 198.919, 0.887845, 156.798, 220.631, 0.897557, 132.334, 235.66, 0.756802, 111.909, 236.989, 0.727461, 133.714, 277.713, 0.73985, 116.056, 396.016, 0.600128, 154.064, 236.964, 0.691999, 124.197, 243.795, 0.918186, 87.4862, 366.086, 0.49461, 147.244, 103.83, 0.960812, 160.888, 107.878, 0.835919, 130.989, 105.196, 0.726083, 169.013, 114.663, 0.292448, 61.6908, 406.891, 0.247175, 69.8231, 405.497, 0.208537, 82.0675, 381.049, 0.26986, 125.496, 434.031, 0.601492, 114.694, 429.996, 0.576807, 110.575, 400.083, 0.403132]","[153.301, 221.495, 0.532792, 147.216, 219.756, 0.532077, 138.742, 219.974, 0.559879, 134.395, 222.799, 0.303905, 131.353, 225.189, 0.299416, 133.961, 221.929, 0.815666, 128.311, 225.841, 0.65576, 127.224, 228.231, 0.586454, 126.138, 229.752, 0.489935, 136.134, 225.623, 0.883433, 131.136, 230.621, 0.844219, 133.092, 230.404, 0.524336, 135.917, 228.231, 0.451142, 139.393, 228.666, 0.769927, 134.395, 232.36, 0.705033, 136.568, 231.491, 0.533643, 138.524, 229.752, 0.573306, 141.566, 231.925, 0.702016, 138.09, 233.446, 0.555332, 139.828, 232.577, 0.617964, 140.915, 231.708, 0.580794]","[110.802, 223.01, 0.140936, 120.615, 218.236, 0.0780895, 130.959, 219.297, 0.0390323, 137.325, 223.806, 0.0256163, 137.325, 223.541, 0.0231609, 130.959, 221.684, 0.0754307, 137.06, 225.663, 0.052733, 132.551, 219.297, 0.0531688, 128.307, 230.437, 0.0504999, 132.02, 225.928, 0.0896715, 135.999, 225.663, 0.0823166, 132.816, 229.641, 0.0764344, 129.633, 232.028, 0.0769449, 130.164, 226.193, 0.0612334, 133.081, 225.928, 0.0768257, 134.142, 228.05, 0.0879743, 127.246, 229.906, 0.0619168, 134.407, 219.032, 0.0503177, 144.486, 230.171, 0.0423245, 142.895, 230.171, 0.044526, 136.264, 219.562, 0.0417047]",False,False
421,p_46,6,"[155.41, 114.616, 0.935264, 137.741, 145.96, 0.883962, 107.85, 144.514, 0.78233, 60.2703, 198.952, 0.863377, 109.232, 215.246, 0.811356, 169.009, 148.636, 0.825662, 200.321, 198.919, 0.887845, 156.798, 220.631, 0.897557, 132.334, 235.66, 0.756802, 111.909, 236.989, 0.727461, 133.714, 277.713, 0.73985, 116.056, 396.016, 0.600128, 154.064, 236.964, 0.691999, 124.197, 243.795, 0.918186, 87.4862, 366.086, 0.49461, 147.244, 103.83, 0.960812, 160.888, 107.878, 0.835919, 130.989, 105.196, 0.726083, 169.013, 114.663, 0.292448, 61.6908, 406.891, 0.247175, 69.8231, 405.497, 0.208537, 82.0675, 381.049, 0.26986, 125.496, 434.031, 0.601492, 114.694, 429.996, 0.576807, 110.575, 400.083, 0.403132]","[153.301, 221.495, 0.532792, 147.216, 219.756, 0.532077, 138.742, 219.974, 0.559879, 134.395, 222.799, 0.303905, 131.353, 225.189, 0.299416, 133.961, 221.929, 0.815666, 128.311, 225.841, 0.65576, 127.224, 228.231, 0.586454, 126.138, 229.752, 0.489935, 136.134, 225.623, 0.883433, 131.136, 230.621, 0.844219, 133.092, 230.404, 0.524336, 135.917, 228.231, 0.451142, 139.393, 228.666, 0.769927, 134.395, 232.36, 0.705033, 136.568, 231.491, 0.533643, 138.524, 229.752, 0.573306, 141.566, 231.925, 0.702016, 138.09, 233.446, 0.555332, 139.828, 232.577, 0.617964, 140.915, 231.708, 0.580794]","[110.802, 223.01, 0.140936, 120.615, 218.236, 0.0780895, 130.959, 219.297, 0.0390323, 137.325, 223.806, 0.0256163, 137.325, 223.541, 0.0231609, 130.959, 221.684, 0.0754307, 137.06, 225.663, 0.052733, 132.551, 219.297, 0.0531688, 128.307, 230.437, 0.0504999, 132.02, 225.928, 0.0896715, 135.999, 225.663, 0.0823166, 132.816, 229.641, 0.0764344, 129.633, 232.028, 0.0769449, 130.164, 226.193, 0.0612334, 133.081, 225.928, 0.0768257, 134.142, 228.05, 0.0879743, 127.246, 229.906, 0.0619168, 134.407, 219.032, 0.0503177, 144.486, 230.171, 0.0423245, 142.895, 230.171, 0.044526, 136.264, 219.562, 0.0417047]",False,False
536,p_46,7,"[155.41, 114.616, 0.935264, 137.741, 145.96, 0.883962, 107.85, 144.514, 0.78233, 60.2703, 198.952, 0.863377, 109.232, 215.246, 0.811356, 169.009, 148.636, 0.825662, 200.321, 198.919, 0.887845, 156.798, 220.631, 0.897557, 132.334, 235.66, 0.756802, 111.909, 236.989, 0.727461, 133.714, 277.713, 0.73985, 116.056, 396.016, 0.600128, 154.064, 236.964, 0.691999, 124.197, 243.795, 0.918186, 87.4862, 366.086, 0.49461, 147.244, 103.83, 0.960812, 160.888, 107.878, 0.835919, 130.989, 105.196, 0.726083, 169.013, 114.663, 0.292448, 61.6908, 406.891, 0.247175, 69.8231, 405.497, 0.208537, 82.0675, 381.049, 0.26986, 125.496, 434.031, 0.601492, 114.694, 429.996, 0.576807, 110.575, 400.083, 0.403132]","[153.301, 221.495, 0.532792, 147.216, 219.756, 0.532077, 138.742, 219.974, 0.559879, 134.395, 222.799, 0.303905, 131.353, 225.189, 0.299416, 133.961, 221.929, 0.815666, 128.311, 225.841, 0.65576, 127.224, 228.231, 0.586454, 126.138, 229.752, 0.489935, 136.134, 225.623, 0.883433, 131.136, 230.621, 0.844219, 133.092, 230.404, 0.524336, 135.917, 228.231, 0.451142, 139.393, 228.666, 0.769927, 134.395, 232.36, 0.705033, 136.568, 231.491, 0.533643, 138.524, 229.752, 0.573306, 141.566, 231.925, 0.702016, 138.09, 233.446, 0.555332, 139.828, 232.577, 0.617964, 140.915, 231.708, 0.580794]","[110.802, 223.01, 0.140936, 120.615, 218.236, 0.0780895, 130.959, 219.297, 0.0390323, 137.325, 223.806, 0.0256163, 137.325, 223.541, 0.0231609, 130.959, 221.684, 0.0754307, 137.06, 225.663, 0.052733, 132.551, 219.297, 0.0531688, 128.307, 230.437, 0.0504999, 132.02, 225.928, 0.0896715, 135.999, 225.663, 0.0823166, 132.816, 229.641, 0.0764344, 129.633, 232.028, 0.0769449, 130.164, 226.193, 0.0612334, 133.081, 225.928, 0.0768257, 134.142, 228.05, 0.0879743, 127.246, 229.906, 0.0619168, 134.407, 219.032, 0.0503177, 144.486, 230.171, 0.0423245, 142.895, 230.171, 0.044526, 136.264, 219.562, 0.0417047]",False,False
369,p_46,8,"[155.41, 114.617, 0.935318, 137.743, 145.96, 0.884497, 107.851, 144.514, 0.782138, 60.2713, 198.949, 0.861091, 109.234, 215.246, 0.811282, 169.01, 148.637, 0.826271, 200.322, 198.919, 0.887297, 156.795, 220.63, 0.89641, 132.338, 235.657, 0.757679, 111.912, 236.983, 0.728106, 134.972, 277.711, 0.741563, 116.058, 396.019, 0.604897, 154.071, 236.96, 0.69312, 124.201, 243.796, 0.918013, 87.4743, 366.097, 0.491737, 147.244, 103.83, 0.960866, 160.888, 107.878, 0.83595, 130.989, 105.196, 0.725838, 169.012, 114.663, 0.292507, 61.6541, 408.234, 0.259718, 68.4663, 406.873, 0.212209, 82.0481, 382.408, 0.274134, 124.215, 432.718, 0.602725, 114.685, 429.988, 0.580741, 110.588, 400.08, 0.405163]","[153.297, 221.493, 0.533067, 147.212, 219.755, 0.531246, 138.738, 219.972, 0.557438, 134.392, 222.797, 0.303376, 131.35, 225.187, 0.298143, 133.957, 221.928, 0.813754, 128.307, 225.839, 0.65322, 127.221, 228.229, 0.583349, 126.352, 229.533, 0.485464, 136.13, 225.622, 0.884477, 131.132, 230.402, 0.845433, 133.088, 230.402, 0.524002, 135.913, 228.229, 0.454605, 139.39, 228.664, 0.770661, 134.609, 232.358, 0.70677, 136.782, 231.272, 0.537217, 138.738, 229.533, 0.573787, 141.563, 231.924, 0.699955, 138.086, 233.445, 0.560479, 139.824, 232.575, 0.623581, 141.128, 231.489, 0.585897]","[110.804, 223.012, 0.142295, 120.352, 218.238, 0.0761057, 130.961, 219.299, 0.0383675, 137.326, 223.807, 0.0258043, 137.326, 223.542, 0.0231331, 130.961, 221.686, 0.0759324, 137.061, 225.664, 0.0537441, 132.552, 219.299, 0.0504523, 128.574, 230.438, 0.048529, 132.022, 225.929, 0.0873224, 136, 225.664, 0.083382, 132.817, 229.642, 0.0742086, 129.37, 232.294, 0.0745081, 130.165, 226.194, 0.0623628, 133.083, 225.929, 0.0743391, 134.144, 227.786, 0.0842613, 127.513, 230.173, 0.0620247, 134.409, 219.299, 0.051965, 144.752, 230.173, 0.0409047, 134.674, 217.177, 0.0434795, 136, 219.564, 0.0413151]",False,False
243,p_46,9,"[155.41, 114.616, 0.935301, 137.741, 145.96, 0.883949, 107.85, 144.514, 0.782265, 60.2704, 198.952, 0.863194, 109.232, 215.246, 0.811182, 169.008, 148.636, 0.8256, 200.321, 198.919, 0.887399, 156.798, 220.632, 0.897324, 132.335, 235.66, 0.756326, 111.911, 236.987, 0.727258, 134.972, 277.712, 0.742153, 116.057, 396.019, 0.605191, 154.065, 236.964, 0.692137, 124.201, 243.796, 0.918527, 87.4832, 366.093, 0.491905, 147.244, 103.83, 0.960841, 160.888, 107.878, 0.835929, 130.989, 105.196, 0.72583, 169.013, 114.663, 0.292496, 61.6689, 408.21, 0.23704, 69.8124, 405.518, 0.195873, 82.0555, 382.404, 0.270011, 124.215, 432.718, 0.603158, 114.685, 429.988, 0.581415, 110.584, 400.081, 0.406133]","[153.3, 221.495, 0.5325, 147.215, 219.757, 0.531588, 138.74, 219.974, 0.559167, 134.394, 222.799, 0.304408, 131.352, 225.189, 0.301078, 133.96, 221.93, 0.815906, 128.31, 225.841, 0.652173, 127.223, 228.232, 0.584748, 126.137, 229.753, 0.484249, 136.133, 225.624, 0.88329, 131.135, 230.622, 0.841925, 133.091, 230.405, 0.524705, 135.915, 228.232, 0.453048, 139.392, 228.666, 0.769657, 134.394, 232.36, 0.705388, 136.567, 231.491, 0.534221, 138.523, 229.753, 0.574269, 141.565, 231.926, 0.702246, 138.089, 233.447, 0.556392, 139.827, 232.578, 0.618254, 140.914, 231.708, 0.580754]","[110.802, 223.01, 0.140868, 120.615, 218.236, 0.0780604, 130.959, 219.297, 0.0390229, 137.325, 223.806, 0.0255946, 137.325, 223.541, 0.0231499, 130.959, 221.684, 0.0753849, 137.059, 225.663, 0.0527037, 132.55, 219.297, 0.0531186, 128.307, 230.437, 0.0505079, 132.02, 225.928, 0.0895564, 135.998, 225.663, 0.0822725, 132.816, 229.641, 0.076417, 129.633, 232.028, 0.0769658, 130.163, 226.193, 0.0612105, 133.081, 225.928, 0.0767495, 134.142, 228.05, 0.0879031, 127.246, 229.906, 0.0618957, 134.407, 219.032, 0.0503132, 144.486, 230.171, 0.0422795, 142.894, 230.171, 0.0444872, 136.264, 219.562, 0.0416856]",False,False
