,participant,frame,pose,hand_left,hand_right,leftHandTouching,rightHandTouching
674,p_45,0,"[130.985, 113.252, 0.871319, 136.403, 154.059, 0.881576, 101.057, 152.705, 0.803322, 94.3104, 208.454, 0.818289, 114.601, 151.381, 0.817153, 174.48, 155.457, 0.788049, 182.619, 224.73, 0.803123, 186.661, 279.114, 0.79162, 136.44, 243.793, 0.579652, 110.6, 243.771, 0.515605, 94.2801, 226.141, 0.521932, 170.382, 258.73, 0.100824, 163.605, 245.155, 0.517428, 135.025, 287.272, 0.525542, 129.612, 389.196, 0.337155, 122.821, 103.79, 0.926301, 137.774, 102.477, 0.944422, 113.252, 111.932, 0.776481, 150.021, 105.175, 0.771676, 125.528, 430.041, 0.449623, 135.031, 428.655, 0.438653, 125.53, 397.333, 0.24166, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.925, 285.291, 0.597161, 178.272, 289.385, 0.699521, 171.364, 298.084, 0.751844, 168.805, 308.063, 0.818075, 167.526, 314.46, 0.759648, 176.993, 305.761, 0.782437, 174.946, 316.763, 0.790015, 172.899, 323.16, 0.81233, 171.108, 327.51, 0.712785, 182.878, 306.784, 0.855301, 180.831, 318.298, 0.776296, 177.249, 322.904, 0.759921, 174.946, 326.742, 0.575851, 187.228, 306.528, 0.842036, 185.181, 316.507, 0.679714, 181.343, 321.369, 0.544588, 178.528, 324.695, 0.494126, 190.554, 306.272, 0.783046, 189.019, 314.46, 0.777552, 188.252, 318.554, 0.744348, 186.716, 322.392, 0.671762]","[113.644, 149.583, 0.417258, 112.656, 141.436, 0.549979, 114.878, 129.091, 0.468434, 122.038, 120.45, 0.299178, 127.717, 116.005, 0.251915, 117.841, 126.128, 0.70474, 123.52, 119.709, 0.596655, 126.235, 116.993, 0.601879, 128.211, 115.512, 0.711783, 121.544, 130.325, 0.765192, 128.951, 123.412, 0.718386, 132.408, 119.956, 0.74629, 134.383, 117.981, 0.709431, 123.766, 135.51, 0.735288, 131.914, 129.832, 0.740983, 136.111, 126.622, 0.649956, 138.827, 123.906, 0.590863, 125.248, 141.436, 0.684256, 131.42, 136.992, 0.659108, 133.642, 135.016, 0.733726, 134.136, 134.029, 0.614008]",False,False
1433,p_45,1,"[130.987, 113.253, 0.871449, 136.403, 154.057, 0.881619, 101.059, 152.705, 0.803841, 94.3106, 208.455, 0.818268, 114.602, 151.38, 0.81747, 174.48, 155.455, 0.787842, 182.617, 224.729, 0.803993, 186.662, 279.112, 0.792611, 136.452, 243.792, 0.578337, 110.609, 243.77, 0.515331, 94.2784, 226.141, 0.522932, 169.036, 258.729, 0.0949596, 164.933, 245.151, 0.522418, 135.029, 287.268, 0.518328, 129.61, 389.199, 0.337138, 122.824, 103.792, 0.92714, 137.774, 102.478, 0.944628, 113.253, 111.933, 0.7807, 150.017, 105.175, 0.772615, 125.527, 430.042, 0.444555, 135.033, 428.655, 0.435185, 125.529, 397.332, 0.241116, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.927, 285.288, 0.591329, 178.274, 289.382, 0.696811, 171.365, 298.081, 0.750834, 168.807, 308.061, 0.818981, 167.527, 314.458, 0.757254, 176.995, 305.758, 0.782078, 174.948, 316.76, 0.79216, 172.901, 323.157, 0.815411, 171.11, 327.251, 0.712355, 182.88, 306.781, 0.853808, 180.833, 318.296, 0.777361, 177.251, 322.901, 0.759234, 174.948, 326.995, 0.582541, 187.23, 306.525, 0.839654, 184.927, 316.505, 0.68189, 181.345, 321.366, 0.546192, 178.53, 324.693, 0.492974, 190.3, 306.27, 0.782675, 189.021, 314.458, 0.781375, 187.997, 318.552, 0.744278, 186.462, 322.134, 0.667665]","[113.644, 149.335, 0.420003, 112.656, 141.434, 0.55351, 114.878, 129.088, 0.469882, 122.039, 120.447, 0.303862, 127.717, 116.002, 0.258728, 117.841, 126.125, 0.706629, 123.52, 119.706, 0.597957, 126.236, 116.99, 0.597366, 128.211, 115.508, 0.704504, 121.545, 130.323, 0.766686, 128.952, 123.409, 0.718794, 132.409, 119.953, 0.746897, 134.384, 117.977, 0.707571, 123.767, 135.508, 0.737197, 131.915, 129.829, 0.746739, 136.112, 126.619, 0.651911, 138.828, 123.903, 0.586928, 125.248, 141.434, 0.687307, 131.421, 136.989, 0.664782, 133.643, 135.014, 0.734337, 134.137, 133.78, 0.611109]",False,False
1702,p_45,2,"[130.986, 113.253, 0.87176, 136.403, 154.057, 0.881561, 101.059, 152.705, 0.803814, 94.3109, 208.455, 0.818143, 114.601, 151.38, 0.817581, 174.48, 155.455, 0.787604, 182.617, 224.729, 0.803896, 186.662, 279.112, 0.792503, 136.452, 243.792, 0.578235, 110.609, 243.77, 0.515323, 94.2783, 226.141, 0.523539, 169.036, 258.729, 0.0948366, 164.933, 245.151, 0.522149, 135.029, 287.268, 0.519058, 129.61, 389.199, 0.33802, 122.822, 103.792, 0.926753, 137.774, 102.478, 0.944608, 113.254, 111.933, 0.776895, 150.018, 105.175, 0.772097, 125.527, 430.042, 0.446845, 135.033, 428.655, 0.437364, 125.529, 397.331, 0.241956, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.927, 285.288, 0.590728, 178.274, 289.382, 0.696465, 171.365, 298.082, 0.750779, 168.807, 308.061, 0.818948, 167.527, 314.458, 0.757353, 176.995, 305.758, 0.781826, 174.948, 316.761, 0.792013, 172.901, 323.158, 0.815067, 171.11, 327.252, 0.712733, 182.88, 306.781, 0.854176, 180.833, 318.296, 0.776666, 177.251, 322.902, 0.759993, 174.948, 326.996, 0.582257, 187.23, 306.526, 0.839631, 184.927, 316.505, 0.679243, 181.345, 321.366, 0.54441, 178.53, 324.693, 0.490684, 190.556, 306.27, 0.782402, 189.021, 314.458, 0.779054, 188.253, 318.552, 0.742484, 186.462, 322.134, 0.667856]","[113.643, 149.335, 0.416639, 112.655, 141.434, 0.551655, 114.878, 129.089, 0.470484, 122.038, 120.448, 0.301403, 127.717, 116.003, 0.251559, 117.84, 126.126, 0.709665, 123.766, 119.46, 0.600131, 126.235, 116.744, 0.597306, 128.21, 115.509, 0.701776, 121.544, 130.324, 0.768463, 128.951, 123.41, 0.718917, 132.408, 119.954, 0.74653, 134.383, 117.978, 0.707593, 123.766, 135.509, 0.737999, 131.914, 129.83, 0.747514, 136.111, 126.62, 0.654071, 138.827, 123.904, 0.589561, 125.248, 141.434, 0.686073, 131.42, 136.99, 0.661332, 133.642, 135.015, 0.734023, 134.136, 133.78, 0.61231]",False,False
1679,p_45,3,"[130.986, 113.253, 0.87174, 136.403, 154.057, 0.881561, 101.059, 152.705, 0.80382, 94.3109, 208.455, 0.81816, 114.601, 151.38, 0.817593, 174.48, 155.455, 0.787627, 182.617, 224.729, 0.803891, 186.662, 279.112, 0.792497, 136.452, 243.792, 0.578256, 110.609, 243.77, 0.515331, 94.2783, 226.141, 0.523555, 169.036, 258.729, 0.0949332, 164.933, 245.151, 0.522107, 135.029, 287.268, 0.519095, 129.609, 389.199, 0.338012, 122.822, 103.792, 0.92672, 137.774, 102.478, 0.944592, 113.254, 111.933, 0.776972, 150.018, 105.175, 0.772102, 125.527, 430.042, 0.446825, 135.033, 428.655, 0.437327, 125.529, 397.331, 0.24196, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.927, 285.288, 0.590728, 178.274, 289.382, 0.696465, 171.365, 298.082, 0.750779, 168.807, 308.061, 0.818948, 167.527, 314.458, 0.757353, 176.995, 305.758, 0.781826, 174.948, 316.761, 0.792013, 172.901, 323.158, 0.815067, 171.11, 327.252, 0.712733, 182.88, 306.781, 0.854176, 180.833, 318.296, 0.776666, 177.251, 322.902, 0.759993, 174.948, 326.996, 0.582257, 187.23, 306.526, 0.839631, 184.927, 316.505, 0.679243, 181.345, 321.366, 0.54441, 178.53, 324.693, 0.490684, 190.556, 306.27, 0.782402, 189.021, 314.458, 0.779054, 188.253, 318.552, 0.742484, 186.462, 322.134, 0.667856]","[113.643, 149.335, 0.416639, 112.655, 141.434, 0.551655, 114.878, 129.089, 0.470484, 122.038, 120.448, 0.301403, 127.717, 116.003, 0.251559, 117.84, 126.126, 0.709665, 123.766, 119.46, 0.600131, 126.235, 116.744, 0.597306, 128.21, 115.509, 0.701776, 121.544, 130.324, 0.768463, 128.951, 123.41, 0.718917, 132.408, 119.954, 0.74653, 134.383, 117.978, 0.707593, 123.766, 135.509, 0.737999, 131.914, 129.83, 0.747514, 136.111, 126.62, 0.654071, 138.827, 123.904, 0.589561, 125.248, 141.434, 0.686073, 131.42, 136.99, 0.661332, 133.642, 135.015, 0.734023, 134.136, 133.78, 0.61231]",False,False
664,p_45,4,"[130.987, 113.257, 0.872853, 136.401, 154.057, 0.881648, 101.058, 152.706, 0.804237, 94.3103, 208.454, 0.818474, 114.604, 151.381, 0.818052, 174.479, 155.455, 0.788118, 182.618, 224.727, 0.803933, 186.661, 279.111, 0.792341, 136.452, 243.785, 0.57593, 110.609, 243.765, 0.513043, 94.2823, 226.143, 0.517324, 169.025, 258.73, 0.096116, 164.934, 245.144, 0.522052, 135.031, 287.27, 0.518145, 129.622, 390.556, 0.345314, 122.822, 103.794, 0.927032, 137.774, 102.479, 0.945187, 113.253, 111.936, 0.776947, 150.02, 105.171, 0.773006, 125.53, 430.036, 0.464385, 135.035, 428.649, 0.454695, 125.528, 397.343, 0.251424, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.925, 285.288, 0.594747, 178.273, 289.382, 0.698638, 171.364, 298.082, 0.751414, 168.805, 308.061, 0.818421, 167.526, 314.457, 0.759383, 176.993, 305.758, 0.782443, 174.946, 316.76, 0.790371, 172.899, 323.157, 0.813345, 171.108, 327.251, 0.715774, 182.878, 306.781, 0.854549, 180.831, 318.295, 0.774696, 177.249, 322.901, 0.761334, 174.946, 326.739, 0.582114, 187.228, 306.525, 0.841136, 184.925, 316.504, 0.680582, 181.343, 321.366, 0.546188, 178.528, 324.692, 0.495306, 190.554, 306.269, 0.782385, 189.019, 314.457, 0.778944, 188.252, 318.551, 0.747051, 186.461, 322.134, 0.672671]","[113.647, 149.336, 0.421878, 112.659, 141.435, 0.553767, 114.881, 129.09, 0.46607, 122.041, 120.448, 0.294889, 127.72, 116.004, 0.242092, 117.844, 126.127, 0.708175, 123.523, 119.707, 0.596726, 126.239, 116.744, 0.600384, 128.214, 115.51, 0.708861, 121.548, 130.324, 0.766936, 128.955, 123.411, 0.716861, 132.412, 119.954, 0.7455, 134.387, 117.979, 0.709767, 123.77, 135.509, 0.736915, 131.918, 129.83, 0.749093, 136.115, 126.621, 0.651824, 138.831, 123.905, 0.590888, 125.251, 141.435, 0.687679, 131.424, 136.991, 0.665431, 133.646, 135.015, 0.732049, 134.14, 133.781, 0.607961]",False,False
1774,p_45,5,"[130.987, 113.258, 0.873535, 136.401, 154.057, 0.881868, 101.059, 152.708, 0.804497, 94.3083, 208.452, 0.817793, 114.603, 151.381, 0.818705, 174.479, 155.455, 0.789647, 182.622, 223.456, 0.805046, 186.658, 279.114, 0.791141, 136.444, 243.765, 0.563299, 110.6, 243.744, 0.504595, 92.9813, 227.448, 0.48589, 162.243, 257.397, 0.101016, 164.936, 245.129, 0.508671, 135.033, 287.285, 0.511301, 129.617, 391.921, 0.359617, 122.822, 103.794, 0.926781, 137.774, 102.479, 0.944866, 113.253, 111.937, 0.777223, 150.02, 105.174, 0.77256, 125.533, 430.03, 0.499946, 135.036, 428.639, 0.487527, 125.53, 397.36, 0.269626, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.976, 286.175, 0.586794, 177.941, 289.692, 0.669209, 170.906, 298.235, 0.789395, 168.896, 308.033, 0.807794, 167.64, 314.314, 0.765289, 176.936, 305.772, 0.756326, 174.926, 316.575, 0.790533, 172.916, 322.856, 0.802734, 171.157, 327.127, 0.727654, 182.966, 306.777, 0.872894, 180.704, 318.334, 0.755673, 177.438, 322.856, 0.750746, 174.926, 326.625, 0.57324, 187.237, 306.526, 0.881402, 185.227, 316.575, 0.673839, 181.458, 321.6, 0.528535, 178.695, 324.866, 0.451067, 190.754, 306.274, 0.771166, 189.247, 314.314, 0.759523, 188.242, 318.585, 0.744112, 186.734, 322.354, 0.679347]","[113.646, 149.336, 0.420294, 112.658, 141.435, 0.553365, 114.88, 129.09, 0.469749, 122.04, 120.449, 0.293912, 127.719, 116.005, 0.242448, 117.843, 126.128, 0.703801, 123.522, 119.708, 0.595307, 126.238, 116.992, 0.600476, 128.213, 115.511, 0.710191, 121.547, 130.325, 0.76466, 128.707, 123.412, 0.717403, 132.41, 119.955, 0.745533, 134.385, 117.98, 0.709036, 123.769, 135.51, 0.735771, 131.916, 129.831, 0.744757, 136.114, 126.621, 0.651052, 138.83, 123.906, 0.590939, 125.25, 141.435, 0.686587, 131.423, 136.991, 0.663377, 133.645, 135.016, 0.732443, 134.138, 133.781, 0.610483]",False,False
1258,p_45,6,"[130.988, 113.258, 0.873662, 136.402, 154.056, 0.881596, 101.059, 152.705, 0.804576, 94.3084, 208.453, 0.817783, 113.367, 151.379, 0.819823, 174.479, 155.456, 0.789708, 182.622, 223.456, 0.804993, 186.659, 279.114, 0.791168, 136.443, 243.765, 0.563811, 110.599, 243.744, 0.504924, 92.9817, 227.448, 0.486255, 162.245, 257.397, 0.100918, 164.936, 245.129, 0.508765, 135.033, 287.285, 0.511771, 129.617, 391.921, 0.359936, 122.822, 103.795, 0.926794, 137.774, 102.479, 0.944892, 113.253, 111.937, 0.777371, 150.02, 105.174, 0.772549, 125.533, 430.03, 0.50021, 135.036, 428.639, 0.487797, 125.53, 397.36, 0.269858, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.976, 286.175, 0.587906, 177.941, 289.693, 0.669424, 170.906, 298.235, 0.789318, 168.896, 308.033, 0.807722, 167.64, 314.314, 0.765396, 176.936, 305.772, 0.756423, 174.926, 316.575, 0.790557, 172.916, 322.856, 0.802785, 171.157, 327.127, 0.727599, 182.966, 306.777, 0.872157, 180.705, 318.334, 0.754845, 177.438, 322.856, 0.750461, 174.926, 326.625, 0.573246, 187.237, 306.526, 0.880558, 185.227, 316.575, 0.673306, 181.458, 321.6, 0.529104, 178.695, 324.866, 0.451455, 190.754, 306.274, 0.771306, 189.247, 314.565, 0.761334, 188.242, 318.585, 0.745595, 186.734, 322.354, 0.679684]","[114.015, 149.713, 0.386179, 112.789, 141.619, 0.53812, 114.506, 129.356, 0.471261, 122.109, 120.281, 0.252969, 127.75, 115.866, 0.221102, 117.694, 126.167, 0.694898, 123.581, 119.545, 0.611718, 126.524, 116.847, 0.601347, 128.241, 115.621, 0.687886, 121.128, 130.337, 0.745781, 128.486, 123.715, 0.729193, 132.41, 120.526, 0.736232, 134.373, 118.319, 0.702484, 123.581, 135.488, 0.700775, 131.184, 129.846, 0.68359, 135.599, 127.149, 0.626742, 138.542, 123.96, 0.586181, 124.807, 141.619, 0.658183, 130.448, 137.45, 0.659428, 132.901, 135.242, 0.74532, 134.373, 134.261, 0.648849]",False,False
1639,p_45,7,"[130.988, 113.258, 0.873662, 136.402, 154.056, 0.881596, 101.059, 152.705, 0.804576, 94.3084, 208.453, 0.817783, 113.367, 151.379, 0.819823, 174.479, 155.456, 0.789708, 182.622, 223.456, 0.804993, 186.659, 279.114, 0.791168, 136.443, 243.765, 0.563811, 110.599, 243.744, 0.504924, 92.9817, 227.448, 0.486255, 162.245, 257.397, 0.100918, 164.936, 245.129, 0.508765, 135.033, 287.285, 0.511771, 129.617, 391.921, 0.359936, 122.822, 103.795, 0.926794, 137.774, 102.479, 0.944892, 113.253, 111.937, 0.777371, 150.02, 105.174, 0.772549, 125.533, 430.03, 0.50021, 135.036, 428.639, 0.487797, 125.53, 397.36, 0.269858, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.976, 286.175, 0.587906, 177.941, 289.693, 0.669424, 170.906, 298.235, 0.789318, 168.896, 308.033, 0.807722, 167.64, 314.314, 0.765396, 176.936, 305.772, 0.756423, 174.926, 316.575, 0.790557, 172.916, 322.856, 0.802785, 171.157, 327.127, 0.727599, 182.966, 306.777, 0.872157, 180.705, 318.334, 0.754845, 177.438, 322.856, 0.750461, 174.926, 326.625, 0.573246, 187.237, 306.526, 0.880558, 185.227, 316.575, 0.673306, 181.458, 321.6, 0.529104, 178.695, 324.866, 0.451455, 190.754, 306.274, 0.771306, 189.247, 314.565, 0.761334, 188.242, 318.585, 0.745595, 186.734, 322.354, 0.679684]","[114.015, 149.713, 0.386179, 112.789, 141.619, 0.53812, 114.506, 129.356, 0.471261, 122.109, 120.281, 0.252969, 127.75, 115.866, 0.221102, 117.694, 126.167, 0.694898, 123.581, 119.545, 0.611718, 126.524, 116.847, 0.601347, 128.241, 115.621, 0.687886, 121.128, 130.337, 0.745781, 128.486, 123.715, 0.729193, 132.41, 120.526, 0.736232, 134.373, 118.319, 0.702484, 123.581, 135.488, 0.700775, 131.184, 129.846, 0.68359, 135.599, 127.149, 0.626742, 138.542, 123.96, 0.586181, 124.807, 141.619, 0.658183, 130.448, 137.45, 0.659428, 132.901, 135.242, 0.74532, 134.373, 134.261, 0.648849]",False,False
1104,p_45,8,"[130.988, 113.259, 0.874036, 136.402, 154.055, 0.88128, 101.06, 152.703, 0.804738, 94.3081, 208.453, 0.818515, 113.366, 151.379, 0.820885, 174.478, 155.456, 0.790739, 182.623, 223.456, 0.805099, 186.658, 279.116, 0.791077, 136.433, 243.767, 0.567477, 110.593, 243.744, 0.506937, 92.9814, 226.145, 0.488367, 162.257, 257.392, 0.107524, 164.923, 245.132, 0.506627, 135.037, 287.283, 0.511451, 129.627, 390.556, 0.349724, 122.822, 103.795, 0.926611, 137.774, 102.479, 0.9447, 113.253, 111.937, 0.777106, 150.021, 105.175, 0.772476, 125.527, 430.022, 0.466336, 135.027, 428.634, 0.456688, 125.529, 397.352, 0.260254, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.975, 285.927, 0.587838, 177.94, 289.696, 0.668779, 170.906, 298.238, 0.789051, 168.896, 308.036, 0.80853, 167.64, 314.568, 0.765875, 176.935, 305.775, 0.756153, 174.925, 316.578, 0.791401, 172.916, 322.859, 0.805553, 171.157, 327.131, 0.729061, 182.965, 306.78, 0.870449, 180.704, 318.337, 0.754772, 177.438, 322.859, 0.751945, 174.925, 326.628, 0.573896, 187.236, 306.529, 0.879438, 185.226, 316.578, 0.67349, 181.458, 321.603, 0.529855, 178.694, 324.869, 0.448363, 190.754, 306.278, 0.771445, 189.246, 314.317, 0.762181, 188.241, 318.588, 0.745215, 186.734, 322.357, 0.676895]","[114.013, 149.713, 0.373502, 112.787, 141.62, 0.527197, 114.504, 129.356, 0.469527, 122.107, 120.282, 0.250428, 127.748, 115.867, 0.22138, 117.692, 126.168, 0.691474, 123.333, 119.791, 0.611177, 126.522, 116.848, 0.601106, 128.239, 115.622, 0.686884, 121.126, 130.337, 0.744631, 128.484, 123.715, 0.729504, 132.408, 120.527, 0.735961, 134.37, 118.32, 0.701716, 123.579, 135.488, 0.695994, 131.182, 129.847, 0.67942, 135.597, 127.149, 0.625997, 138.54, 123.961, 0.587536, 124.805, 141.62, 0.654688, 130.446, 137.45, 0.656995, 132.899, 135.243, 0.74513, 134.37, 134.262, 0.648391]",False,False
724,p_45,9,"[130.988, 113.258, 0.873811, 136.402, 154.056, 0.881491, 101.059, 152.705, 0.804449, 94.3085, 208.453, 0.818295, 113.367, 151.378, 0.82012, 174.478, 155.457, 0.790409, 182.623, 223.457, 0.804725, 186.659, 279.117, 0.790987, 136.433, 243.77, 0.568812, 110.593, 243.746, 0.50818, 92.9806, 226.143, 0.493119, 162.257, 257.392, 0.107844, 163.607, 245.135, 0.506714, 135.035, 287.285, 0.521152, 129.626, 390.556, 0.368282, 122.822, 103.795, 0.926678, 137.774, 102.479, 0.944779, 113.253, 111.937, 0.777248, 150.02, 105.175, 0.772577, 125.528, 430.014, 0.497178, 135.026, 428.626, 0.484389, 125.533, 397.327, 0.269665, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184.976, 285.928, 0.586724, 177.941, 289.697, 0.668724, 170.906, 298.239, 0.78899, 168.897, 308.037, 0.809103, 167.64, 314.569, 0.766353, 176.936, 305.776, 0.755982, 174.926, 316.579, 0.791718, 172.916, 322.86, 0.806482, 171.158, 327.132, 0.728709, 182.966, 306.781, 0.869787, 180.705, 318.338, 0.75538, 177.439, 322.86, 0.753139, 174.926, 326.629, 0.574857, 187.237, 306.53, 0.879716, 185.227, 316.579, 0.673553, 181.459, 321.604, 0.530128, 178.695, 324.87, 0.448209, 190.754, 306.279, 0.771417, 189.247, 314.318, 0.762689, 188.242, 318.589, 0.745786, 186.735, 322.358, 0.677443]","[114.015, 149.712, 0.390986, 112.789, 141.619, 0.538904, 114.505, 129.355, 0.47558, 122.109, 120.28, 0.25215, 127.75, 115.865, 0.221215, 117.694, 126.167, 0.693522, 123.335, 119.79, 0.6122, 126.524, 116.847, 0.600588, 128.24, 115.62, 0.686907, 121.128, 130.336, 0.746325, 128.486, 123.714, 0.729472, 132.41, 120.526, 0.736961, 134.372, 118.318, 0.701109, 123.58, 135.487, 0.701271, 131.184, 129.846, 0.684501, 135.599, 127.148, 0.627636, 138.542, 123.959, 0.587393, 124.807, 141.619, 0.656883, 130.448, 137.449, 0.659518, 132.901, 135.242, 0.746161, 134.372, 134.261, 0.650104]",False,False
