,participant,frame,pose,hand_left,hand_right,leftHandTouching,rightHandTouching
144,p_73,0,"[189.358, 101.018, 0.884133, 178.567, 145.866, 0.90187, 141.83, 145.926, 0.797682, 135.021, 208.41, 0.831659, 166.295, 227.454, 0.80922, 213.891, 144.584, 0.818691, 224.735, 202.982, 0.836087, 209.775, 230.187, 0.849504, 179.953, 232.889, 0.798719, 158.185, 232.898, 0.770199, 169.051, 275.021, 0.854999, 179.936, 375.653, 0.550563, 201.706, 232.944, 0.766346, 222.056, 275.01, 0.877811, 192.131, 376.972, 0.596679, 179.861, 91.5321, 0.938816, 193.486, 91.5876, 0.90991, 160.903, 92.8882, 0.87485, 201.607, 92.8931, 0.0962135, 181.284, 410.934, 0.23752, 194.864, 408.224, 0.298082, 185.344, 385.136, 0.171678, 189.441, 402.806, 0.233733, 179.856, 404.157, 0.292996, 177.168, 386.493, 0.229181]","[209.196, 230.884, 0.542378, 200.045, 229.577, 0.560856, 188.714, 230.884, 0.460605, 183.921, 232.845, 0.326487, 185.01, 239.382, 0.153591, 193.29, 232.627, 0.66575, 186.535, 237.857, 0.244313, 186.1, 238.293, 0.390334, 185.228, 241.125, 0.32094, 196.994, 237.203, 0.692489, 186.535, 244.394, 0.477901, 184.139, 245.483, 0.225566, 181.088, 247.88, 0.164747, 199.827, 241.779, 0.79925, 190.458, 249.841, 0.528416, 185.01, 251.148, 0.356085, 184.574, 251.802, 0.318232, 201.788, 246.573, 0.698089, 193.726, 253.545, 0.683462, 190.022, 254.417, 0.51138, 188.279, 254.417, 0.621638]","[163.012, 230.049, 0.582773, 172.004, 227.743, 0.635098, 181.919, 230.51, 0.763864, 189.528, 234.199, 0.492127, 188.375, 239.733, 0.170716, 177.077, 236.275, 0.723651, 184.686, 244.576, 0.887535, 189.067, 245.728, 0.763357, 192.065, 245.728, 0.56318, 173.618, 240.195, 0.741889, 180.766, 247.804, 0.593494, 184.686, 249.418, 0.458165, 187.222, 248.726, 0.344136, 171.774, 242.27, 0.67535, 177.538, 248.265, 0.605988, 181.689, 250.109, 0.593769, 184.686, 250.34, 0.538139, 171.082, 243.423, 0.55658, 175.924, 247.573, 0.553487, 179.152, 248.495, 0.428728, 180.997, 249.187, 0.319451]",False,False
304,p_73,1,"[189.358, 101.018, 0.88425, 178.568, 145.865, 0.90151, 141.83, 145.925, 0.797854, 135.021, 208.409, 0.831465, 166.295, 227.453, 0.808626, 213.892, 144.581, 0.817315, 224.735, 202.98, 0.835735, 209.775, 230.186, 0.84923, 179.954, 232.889, 0.798461, 158.185, 232.898, 0.76975, 169.049, 275.025, 0.856301, 179.947, 376.96, 0.544555, 201.706, 232.943, 0.766204, 222.057, 275.011, 0.877847, 192.128, 376.981, 0.58808, 179.861, 91.5323, 0.939028, 193.486, 91.5877, 0.910026, 160.903, 92.8883, 0.875087, 201.606, 92.8927, 0.0960925, 182.615, 413.665, 0.23966, 194.859, 409.592, 0.294148, 182.617, 387.835, 0.167192, 189.435, 404.156, 0.221125, 179.864, 405.485, 0.282854, 177.167, 387.827, 0.225031]","[209.197, 230.884, 0.542855, 200.045, 229.576, 0.560344, 188.714, 230.884, 0.460684, 183.92, 232.845, 0.325076, 185.01, 239.382, 0.153424, 193.29, 232.627, 0.665976, 186.317, 237.856, 0.244558, 186.099, 238.292, 0.387004, 185.228, 241.125, 0.31874, 196.994, 237.203, 0.691684, 186.535, 244.393, 0.477285, 184.138, 245.701, 0.224815, 181.088, 247.88, 0.164292, 199.827, 241.778, 0.798527, 190.457, 249.841, 0.528414, 185.01, 251.148, 0.356174, 184.574, 251.802, 0.318135, 201.788, 246.572, 0.697809, 193.726, 253.545, 0.683192, 190.021, 254.417, 0.511005, 188.278, 254.417, 0.621335]","[163.012, 230.048, 0.583336, 172.004, 227.742, 0.635997, 181.919, 230.509, 0.763477, 189.528, 234.198, 0.492881, 188.375, 239.732, 0.171131, 177.077, 236.273, 0.72362, 184.686, 244.574, 0.887538, 189.067, 245.727, 0.765009, 192.065, 245.727, 0.565376, 173.618, 240.193, 0.742606, 180.766, 247.802, 0.594229, 184.686, 249.417, 0.460197, 187.222, 248.725, 0.346965, 171.774, 242.269, 0.675391, 177.538, 248.494, 0.6068, 181.688, 250.108, 0.595768, 184.686, 250.339, 0.538282, 171.082, 243.421, 0.556387, 175.924, 247.572, 0.55352, 179.152, 248.494, 0.429792, 180.997, 249.186, 0.320863]",False,False
346,p_73,2,"[189.358, 101.018, 0.884237, 178.568, 145.865, 0.901413, 141.83, 145.925, 0.797839, 135.021, 208.409, 0.831441, 166.295, 227.453, 0.808614, 213.892, 144.581, 0.817208, 224.734, 202.981, 0.835897, 209.775, 230.186, 0.849298, 179.953, 232.889, 0.798566, 158.185, 232.897, 0.769781, 169.049, 275.025, 0.856293, 179.948, 376.958, 0.545165, 201.706, 232.943, 0.766345, 222.057, 275.01, 0.877803, 192.128, 376.979, 0.588841, 179.861, 91.5323, 0.939036, 193.486, 91.5877, 0.910014, 160.903, 92.8883, 0.87507, 201.606, 92.8927, 0.096034, 182.615, 413.666, 0.241176, 194.859, 409.593, 0.29504, 182.617, 387.836, 0.167576, 189.431, 404.156, 0.222025, 179.862, 405.483, 0.283196, 177.169, 387.826, 0.225964]","[209.197, 230.883, 0.54344, 200.045, 229.576, 0.560722, 188.715, 230.883, 0.459164, 183.921, 232.844, 0.326068, 185.01, 239.381, 0.153368, 193.29, 232.627, 0.665138, 186.536, 237.856, 0.243167, 186.1, 238.292, 0.392595, 185.228, 241.125, 0.323044, 196.995, 237.202, 0.692196, 186.536, 244.393, 0.479141, 184.139, 245.7, 0.225519, 181.088, 247.879, 0.163201, 199.827, 241.778, 0.799322, 190.458, 249.841, 0.531289, 185.01, 251.148, 0.355983, 184.574, 251.802, 0.318218, 201.788, 246.572, 0.698812, 193.726, 253.545, 0.68486, 190.022, 254.416, 0.511645, 188.279, 254.416, 0.619981]","[163.011, 230.048, 0.583219, 172.004, 227.742, 0.63598, 181.919, 230.509, 0.763237, 189.528, 234.198, 0.492803, 188.375, 239.732, 0.171341, 177.077, 236.273, 0.723284, 184.686, 244.574, 0.886994, 189.067, 245.727, 0.764483, 192.064, 245.727, 0.564838, 173.618, 240.193, 0.742631, 180.766, 247.802, 0.593953, 184.686, 249.416, 0.459616, 187.222, 248.725, 0.346857, 171.773, 242.268, 0.674874, 177.538, 248.494, 0.60601, 181.688, 250.108, 0.59557, 184.686, 250.339, 0.538427, 171.082, 243.421, 0.557324, 175.924, 247.572, 0.554083, 179.152, 248.494, 0.430772, 180.997, 249.186, 0.321282]",False,False
340,p_73,3,"[189.358, 101.018, 0.884244, 178.568, 145.865, 0.901398, 141.83, 145.925, 0.797833, 135.021, 208.409, 0.831451, 166.295, 227.453, 0.808601, 213.892, 144.581, 0.817236, 224.734, 202.98, 0.835788, 209.775, 230.186, 0.849278, 179.953, 232.889, 0.798546, 158.185, 232.897, 0.769748, 169.049, 275.025, 0.85629, 179.947, 376.958, 0.545157, 201.706, 232.943, 0.766329, 222.057, 275.01, 0.877807, 192.128, 376.979, 0.589339, 179.861, 91.5323, 0.939041, 193.486, 91.5877, 0.910032, 160.903, 92.8883, 0.875107, 201.606, 92.8926, 0.0960445, 182.616, 413.666, 0.241035, 194.86, 409.594, 0.294772, 182.617, 387.835, 0.167672, 189.43, 404.156, 0.222007, 179.862, 405.483, 0.283071, 177.168, 387.826, 0.2261]","[209.197, 230.884, 0.542999, 200.045, 229.576, 0.56067, 188.715, 230.884, 0.459761, 183.921, 232.845, 0.325989, 185.01, 239.382, 0.152858, 193.291, 232.627, 0.664347, 186.536, 237.638, 0.240431, 186.1, 238.292, 0.395523, 185.228, 241.125, 0.324337, 196.995, 237.203, 0.691796, 186.536, 244.393, 0.4758, 184.357, 245.483, 0.225564, 181.088, 247.88, 0.163917, 199.827, 241.779, 0.799452, 190.458, 249.841, 0.527892, 185.01, 251.148, 0.356173, 184.575, 251.802, 0.318718, 201.788, 246.572, 0.697732, 193.726, 253.545, 0.683551, 190.022, 254.416, 0.511436, 188.279, 254.416, 0.621554]","[163.012, 230.048, 0.583219, 172.004, 227.742, 0.635983, 181.919, 230.509, 0.763244, 189.528, 234.198, 0.492816, 188.375, 239.732, 0.171331, 177.077, 236.273, 0.723286, 184.686, 244.574, 0.887007, 189.067, 245.727, 0.76451, 192.064, 245.727, 0.564747, 173.618, 240.193, 0.742626, 180.766, 247.802, 0.593927, 184.686, 249.416, 0.459607, 187.222, 248.725, 0.346845, 171.774, 242.268, 0.674872, 177.538, 248.494, 0.605997, 181.688, 250.108, 0.595542, 184.686, 250.339, 0.538378, 171.082, 243.421, 0.557323, 175.924, 247.572, 0.554076, 179.152, 248.494, 0.430767, 180.997, 249.186, 0.321266]",False,False
141,p_73,4,"[189.358, 101.019, 0.88419, 178.566, 145.864, 0.901447, 141.829, 145.924, 0.797646, 135.017, 207.094, 0.829325, 166.291, 227.451, 0.808277, 213.891, 144.581, 0.817646, 224.735, 201.708, 0.835366, 209.775, 230.186, 0.849103, 179.951, 232.891, 0.799669, 158.183, 232.9, 0.771219, 169.051, 275.024, 0.855331, 179.953, 376.967, 0.537771, 201.705, 232.945, 0.766091, 222.055, 275.012, 0.877893, 192.116, 376.982, 0.57897, 179.861, 91.5322, 0.938974, 193.486, 91.5875, 0.909887, 160.903, 92.8882, 0.874771, 201.607, 92.892, 0.0961605, 182.633, 416.361, 0.260537, 194.839, 413.657, 0.309647, 179.885, 391.901, 0.161976, 189.406, 406.864, 0.216062, 178.58, 405.521, 0.279566, 175.828, 387.841, 0.216857]","[209.318, 230.624, 0.532834, 199.719, 229.984, 0.554353, 189.053, 230.624, 0.433914, 184.147, 232.757, 0.324526, 181.801, 233.61, 0.135283, 193.32, 232.33, 0.647587, 185.427, 238.516, 0.284232, 186.28, 238.516, 0.392425, 185.64, 241.076, 0.328785, 196.946, 237.023, 0.697298, 185.854, 244.063, 0.464314, 184.574, 245.556, 0.197317, 189.053, 245.769, 0.138813, 199.719, 242.143, 0.781057, 190.76, 249.609, 0.502715, 185.64, 251.102, 0.318337, 184.787, 251.955, 0.283096, 202.066, 246.409, 0.699601, 193.96, 253.448, 0.649104, 190.547, 254.515, 0.522307, 188.414, 254.515, 0.616683]","[163.065, 229.878, 0.596854, 172.096, 227.846, 0.642959, 182.031, 230.104, 0.754632, 189.482, 234.394, 0.475088, 187.901, 239.813, 0.169366, 177.289, 236.652, 0.725697, 184.515, 244.329, 0.905255, 189.03, 245.684, 0.790751, 191.966, 245.684, 0.623939, 173.903, 240.265, 0.726761, 180.676, 247.716, 0.593512, 184.515, 249.522, 0.45558, 186.998, 249.071, 0.338226, 171.87, 242.297, 0.688849, 177.515, 248.167, 0.618985, 181.354, 249.974, 0.600706, 184.74, 250.425, 0.564193, 171.419, 243.2, 0.549956, 175.935, 247.49, 0.54733, 179.096, 248.393, 0.413765, 180.902, 249.296, 0.307125]",False,False
363,p_73,5,"[189.358, 101.019, 0.884166, 178.564, 145.865, 0.901302, 141.828, 145.924, 0.79757, 135.017, 207.094, 0.829505, 166.291, 227.451, 0.80828, 213.891, 144.581, 0.817577, 224.735, 201.709, 0.835321, 209.775, 230.186, 0.849097, 179.951, 232.891, 0.799728, 158.183, 232.9, 0.771266, 169.051, 275.025, 0.855332, 179.956, 376.968, 0.536601, 201.705, 232.945, 0.766104, 222.055, 275.012, 0.877868, 192.116, 376.984, 0.575946, 179.861, 91.5322, 0.938956, 193.486, 91.5875, 0.909851, 160.903, 92.8882, 0.874778, 201.607, 92.8921, 0.0961372, 182.637, 416.376, 0.26552, 194.84, 415, 0.313571, 179.88, 391.909, 0.16175, 189.403, 406.876, 0.212902, 179.859, 406.835, 0.276603, 175.829, 387.845, 0.217112]","[209.318, 230.624, 0.53238, 199.506, 229.984, 0.555692, 188.84, 230.837, 0.439281, 183.934, 232.97, 0.318438, 185, 238.303, 0.134249, 193.106, 232.33, 0.652249, 185.427, 238.516, 0.28031, 186.28, 238.516, 0.391884, 185.64, 241.076, 0.327131, 196.946, 237.023, 0.700176, 185.854, 244.063, 0.461152, 184.574, 245.556, 0.195786, 189.267, 245.556, 0.139538, 199.719, 242.143, 0.780185, 190.76, 249.609, 0.498361, 185.64, 251.102, 0.317118, 184.787, 251.955, 0.283403, 202.066, 246.409, 0.699761, 193.96, 253.448, 0.646873, 190.547, 254.515, 0.520736, 188.413, 254.515, 0.615747]","[163.065, 229.879, 0.596982, 172.096, 227.847, 0.644192, 182.031, 230.33, 0.754403, 189.482, 234.394, 0.47476, 187.901, 239.813, 0.169985, 177.289, 236.652, 0.725837, 184.514, 244.329, 0.905179, 189.03, 245.684, 0.789857, 191.965, 245.684, 0.62311, 173.902, 240.265, 0.726925, 180.676, 247.716, 0.593467, 184.514, 249.522, 0.454807, 186.998, 249.07, 0.337141, 171.87, 242.297, 0.689043, 177.515, 248.167, 0.61915, 181.353, 249.974, 0.600553, 184.74, 250.425, 0.564066, 171.419, 243.2, 0.550087, 175.935, 247.49, 0.547543, 179.096, 248.393, 0.413839, 180.902, 249.296, 0.306968]",False,False
270,p_73,6,"[189.358, 101.019, 0.884174, 178.564, 145.865, 0.901309, 141.827, 145.924, 0.797541, 135.017, 207.093, 0.829437, 166.291, 227.451, 0.80827, 213.891, 144.581, 0.817553, 224.735, 201.709, 0.83532, 209.775, 230.186, 0.849094, 179.951, 232.891, 0.799762, 158.183, 232.9, 0.771281, 169.051, 275.024, 0.855335, 179.955, 376.968, 0.5366, 201.705, 232.945, 0.766119, 222.055, 275.012, 0.877865, 192.116, 376.984, 0.575944, 179.861, 91.5322, 0.938949, 193.486, 91.5875, 0.909853, 160.903, 92.8882, 0.874805, 201.607, 92.8922, 0.0961238, 182.637, 416.376, 0.265524, 194.84, 415, 0.313575, 179.88, 391.909, 0.16175, 189.403, 406.876, 0.2129, 179.859, 406.835, 0.276602, 175.828, 387.845, 0.217109]","[209.318, 230.624, 0.532358, 199.719, 229.984, 0.554968, 189.053, 230.624, 0.435155, 184.147, 232.757, 0.322846, 181.801, 233.61, 0.133133, 193.32, 232.33, 0.647676, 185.427, 238.516, 0.271919, 186.28, 238.516, 0.397713, 185.427, 241.076, 0.334334, 196.946, 237.023, 0.698365, 185.854, 244.063, 0.459008, 184.574, 245.556, 0.196562, 189.267, 245.556, 0.13928, 199.719, 242.143, 0.779789, 190.76, 249.609, 0.498182, 185.64, 251.102, 0.317358, 184.787, 251.955, 0.283892, 202.066, 246.409, 0.699378, 193.96, 253.448, 0.64675, 190.547, 254.515, 0.520869, 188.413, 254.515, 0.615973]","[163.065, 229.879, 0.596889, 172.096, 227.847, 0.644181, 182.031, 230.33, 0.754113, 189.482, 234.394, 0.474628, 187.901, 239.813, 0.16965, 177.289, 236.652, 0.725777, 184.514, 244.329, 0.905232, 189.03, 245.684, 0.790772, 191.965, 245.684, 0.623922, 173.902, 240.265, 0.726819, 180.676, 247.716, 0.593541, 184.514, 249.522, 0.45563, 186.998, 249.07, 0.338192, 171.87, 242.297, 0.689008, 177.515, 248.167, 0.618973, 181.353, 249.973, 0.600706, 184.74, 250.425, 0.564171, 171.419, 243.2, 0.550096, 175.934, 247.49, 0.547308, 179.095, 248.393, 0.41393, 180.902, 249.296, 0.307142]",False,False
336,p_73,7,"[189.358, 101.019, 0.884186, 178.563, 145.865, 0.90128, 141.826, 145.924, 0.797288, 135.017, 207.093, 0.829379, 166.291, 227.45, 0.808252, 213.891, 144.581, 0.817473, 224.734, 201.709, 0.835321, 209.775, 230.186, 0.849086, 179.951, 232.891, 0.79982, 158.183, 232.9, 0.771295, 169.051, 275.025, 0.855348, 179.956, 376.968, 0.5366, 201.704, 232.944, 0.766128, 222.055, 275.012, 0.877865, 192.116, 376.984, 0.575942, 179.861, 91.5322, 0.938952, 193.486, 91.5875, 0.909824, 160.903, 92.8882, 0.87487, 201.606, 92.8923, 0.0960584, 182.637, 416.376, 0.26553, 194.84, 415, 0.313582, 179.88, 391.909, 0.161751, 189.403, 406.876, 0.212897, 179.859, 406.835, 0.276599, 175.829, 387.845, 0.217104]","[209.105, 230.624, 0.532268, 199.719, 229.984, 0.555671, 189.053, 230.624, 0.43388, 184.147, 232.757, 0.322383, 181.801, 233.61, 0.132881, 193.32, 232.33, 0.645244, 185.64, 238.517, 0.267367, 186.28, 238.517, 0.400835, 185.427, 241.076, 0.338549, 196.946, 237.023, 0.695498, 185.854, 244.063, 0.454848, 184.574, 245.556, 0.196578, 189.267, 245.769, 0.139547, 199.719, 242.143, 0.778654, 190.76, 249.609, 0.497516, 185.64, 251.102, 0.316875, 184.787, 251.955, 0.284033, 202.066, 246.409, 0.698768, 193.96, 253.449, 0.647242, 190.547, 254.515, 0.521369, 188.413, 254.515, 0.61555]","[163.065, 229.878, 0.596941, 172.096, 227.846, 0.642947, 182.03, 230.104, 0.754629, 189.481, 234.394, 0.474612, 187.901, 239.813, 0.169626, 177.289, 236.652, 0.725686, 184.514, 244.328, 0.905232, 189.03, 245.683, 0.790786, 191.965, 245.683, 0.623911, 173.902, 240.264, 0.726769, 180.676, 247.715, 0.593531, 184.514, 249.521, 0.455664, 186.998, 249.07, 0.33819, 171.87, 242.296, 0.688969, 177.515, 248.167, 0.619002, 181.353, 249.973, 0.600756, 184.74, 250.425, 0.56416, 171.419, 243.2, 0.55011, 175.934, 247.489, 0.547397, 179.095, 248.393, 0.413913, 180.901, 249.296, 0.307142]",False,False
233,p_73,8,"[189.358, 101.019, 0.884152, 178.563, 145.865, 0.901325, 141.825, 145.925, 0.797344, 135.017, 207.093, 0.829441, 166.289, 227.449, 0.808317, 213.891, 144.581, 0.817295, 224.734, 201.709, 0.835373, 209.776, 230.185, 0.848772, 179.95, 232.888, 0.799361, 158.181, 232.898, 0.771244, 169.05, 275.02, 0.853925, 179.951, 376.959, 0.542698, 201.703, 232.941, 0.76634, 222.053, 274.997, 0.874205, 192.121, 376.979, 0.584219, 179.861, 91.5322, 0.93892, 193.486, 91.5876, 0.90983, 160.903, 92.8886, 0.87477, 201.606, 92.8926, 0.0960584, 182.609, 415.018, 0.248439, 194.837, 412.29, 0.300131, 181.261, 389.194, 0.16318, 189.406, 405.504, 0.223263, 178.573, 405.492, 0.286667, 175.842, 386.511, 0.218733]","[209.319, 230.623, 0.532315, 199.506, 229.983, 0.555756, 188.841, 230.836, 0.439475, 183.935, 232.969, 0.318602, 185.001, 238.302, 0.134339, 193.107, 232.329, 0.652275, 185.428, 238.515, 0.280695, 186.281, 238.515, 0.392115, 185.641, 241.075, 0.327255, 196.947, 237.022, 0.699992, 185.854, 244.061, 0.461246, 184.574, 245.555, 0.19598, 189.267, 245.555, 0.140378, 199.72, 242.142, 0.780501, 190.761, 249.608, 0.497593, 185.641, 251.101, 0.317639, 184.788, 251.954, 0.28497, 202.066, 246.408, 0.699626, 193.96, 253.447, 0.646555, 190.547, 254.514, 0.521077, 188.414, 254.514, 0.61512]","[163.062, 229.877, 0.596325, 172.093, 227.844, 0.643104, 182.027, 230.102, 0.755933, 189.478, 234.392, 0.47502, 187.898, 239.811, 0.170032, 177.286, 236.65, 0.724697, 184.511, 244.327, 0.905608, 188.801, 245.681, 0.790246, 191.962, 245.681, 0.624569, 173.899, 240.262, 0.727813, 180.673, 247.713, 0.594105, 184.511, 249.519, 0.455752, 186.995, 249.068, 0.341624, 171.867, 242.294, 0.68695, 177.512, 248.165, 0.61972, 181.35, 249.971, 0.603142, 184.737, 250.423, 0.568856, 171.416, 243.198, 0.547115, 175.705, 247.487, 0.547339, 179.092, 248.165, 0.411216, 180.898, 249.294, 0.306206]",False,False
154,p_73,9,"[189.358, 101.019, 0.884184, 178.562, 145.865, 0.901461, 141.825, 145.925, 0.797382, 135.017, 207.093, 0.829483, 166.291, 227.45, 0.808481, 213.889, 144.582, 0.81831, 224.735, 201.707, 0.835535, 209.774, 230.185, 0.848464, 179.951, 232.887, 0.799302, 158.184, 232.897, 0.770803, 169.05, 275.023, 0.855408, 179.95, 376.957, 0.543303, 201.703, 232.94, 0.766756, 222.053, 274.997, 0.874433, 192.122, 376.977, 0.584327, 179.861, 91.5323, 0.938891, 193.486, 91.5877, 0.909895, 160.903, 92.8886, 0.874786, 201.606, 92.8925, 0.0960966, 182.609, 415.018, 0.248884, 194.837, 412.291, 0.300592, 181.261, 389.194, 0.16373, 189.405, 405.502, 0.222982, 178.573, 405.491, 0.286299, 175.841, 386.509, 0.219492]","[209.317, 230.624, 0.531716, 199.505, 229.984, 0.55539, 188.84, 230.837, 0.439926, 183.934, 232.97, 0.318261, 185, 238.303, 0.135004, 193.106, 232.543, 0.653745, 185.427, 238.516, 0.285196, 186.28, 238.516, 0.389109, 185.64, 241.076, 0.324543, 196.945, 237.023, 0.699796, 185.853, 244.062, 0.463704, 184.573, 245.555, 0.196599, 189.053, 245.768, 0.139147, 199.718, 242.142, 0.781433, 190.759, 249.608, 0.502282, 185.64, 251.101, 0.31884, 184.787, 251.954, 0.284424, 202.065, 246.408, 0.700019, 193.959, 253.447, 0.649563, 190.546, 254.514, 0.522233, 188.413, 254.514, 0.616758]","[163.065, 229.878, 0.596417, 172.096, 227.845, 0.642559, 182.03, 230.103, 0.75461, 189.481, 234.393, 0.47445, 187.901, 239.812, 0.1687, 177.289, 236.651, 0.725885, 184.514, 244.327, 0.905519, 188.804, 245.682, 0.790386, 191.965, 245.682, 0.623973, 173.902, 240.263, 0.727463, 180.676, 247.714, 0.594008, 184.514, 249.52, 0.454167, 186.998, 249.069, 0.339495, 171.87, 242.295, 0.687685, 177.515, 248.166, 0.618867, 181.353, 249.972, 0.602266, 184.74, 250.424, 0.568327, 171.419, 243.199, 0.547837, 175.934, 247.488, 0.544948, 179.095, 248.392, 0.411741, 180.902, 249.295, 0.306473]",False,False
